Time (msec),Battery Voltage (V),CL/OL Fueling* (status),Committed AVLS VE State (D2WD610H master)* (AVLS mode (1 low; 3 high)),Coolant Temperature (C),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),External Wideband Input ADC (D2WD610H master)* (ADC counts),Factory Processed MAP (4-byte)* (kPa absolute),Final Fueling Base (4-byte)* (fuel-air equivalence ratio),Fuel Injector #1 Latency (4-byte)* (ms),Fuel Injector #1 Pulse Width (ms),Fuel Injector #1 Pulse Width (4-byte)* (ms),Fuel Pump Duty (%),Ignition Total Timing (degrees),Intake Air Temperature (C),Mass Airflow (g/s),Throttle Opening Angle (%),Transient Load Fuel Correction (D2WD610H diagnostic)* (raw additive factor)
144818,14.48,7,1,36,0.77,1147,13.56,23552,41.00,1.02,0.6312,3.07,2.5440,33.33,15.00,29,13.78,7.84,0.0000
144923,14.48,7,1,36,0.76,1087,13.83,23424,41.00,1.02,0.6265,3.07,2.5360,33.33,15.00,29,13.69,7.84,0.0000
145026,14.40,7,1,36,0.76,1082,13.58,23424,40.92,1.02,0.6408,3.07,2.5303,33.33,15.00,29,13.61,7.84,0.0000
145132,14.48,7,1,36,0.76,1078,13.57,23488,41.00,1.02,0.6525,3.07,2.5270,33.33,15.00,29,13.57,7.84,0.0000
145236,14.40,7,1,36,0.76,1075,13.60,23424,41.00,1.02,0.6312,3.07,2.5242,33.33,15.00,29,13.64,7.84,0.0000
145339,14.40,7,1,36,0.76,1067,13.57,23552,41.00,1.02,0.6288,3.07,2.5225,33.33,15.00,29,13.60,7.84,0.0000
145443,14.48,7,1,36,0.76,1061,13.57,23360,41.00,1.02,0.6408,3.07,2.5210,33.33,15.00,29,13.58,7.84,0.0000
145548,14.40,7,1,36,0.76,1066,13.57,23552,41.16,1.02,0.6620,3.07,2.5240,33.33,15.00,29,13.62,7.84,0.0000
145651,14.24,7,1,36,0.76,1066,13.58,23552,41.32,1.02,0.6455,3.07,2.5295,33.33,15.00,29,13.61,7.84,0.0000
145755,14.40,7,1,36,0.76,1064,13.59,23424,41.40,1.02,0.6288,3.07,2.5328,33.33,15.00,29,13.58,7.84,0.0000
145859,14.48,7,1,36,0.76,1067,13.55,23552,41.32,1.02,0.6240,3.07,2.5355,33.33,15.00,29,13.75,7.84,0.0000
145963,14.40,7,1,36,0.77,1072,13.59,23424,41.40,1.02,0.6430,3.07,2.5385,33.33,15.00,29,13.62,7.84,0.0000
146067,14.40,7,1,36,0.77,1074,13.58,23552,41.32,1.02,0.6382,3.33,2.5395,33.33,15.00,29,13.65,7.84,0.0000
146172,14.40,7,1,36,0.77,1070,13.57,23296,41.32,1.02,0.6335,3.33,2.5400,33.33,15.00,29,13.74,7.84,0.0000
146276,14.40,7,1,36,0.77,1073,13.35,21824,41.32,1.02,0.6312,3.07,2.5405,33.33,15.00,29,13.77,7.84,0.0000
146380,14.48,7,1,36,0.77,1073,13.51,23552,41.32,1.02,0.6312,3.07,2.5410,33.33,15.00,29,13.70,7.84,0.0000
146483,14.40,7,1,36,0.77,1077,13.59,23424,41.32,1.02,0.6335,3.07,2.5413,33.33,15.00,29,13.67,7.84,0.0000
146588,14.40,7,1,36,0.77,1087,13.57,23616,41.16,1.02,0.6382,3.07,2.5402,33.33,15.00,29,13.67,7.84,0.0000
146692,14.16,7,1,36,0.76,1082,13.59,23360,41.08,1.02,0.6408,3.07,2.5358,33.33,15.00,29,13.72,7.84,0.0000
146797,14.40,7,1,36,0.76,1085,13.58,23552,41.00,1.02,0.6312,3.07,2.5310,33.33,15.00,29,13.81,7.84,0.0000
146900,14.40,7,1,36,0.77,1151,13.56,23488,41.03,1.02,0.6288,3.07,2.5255,33.33,15.00,29,13.79,7.84,0.0000
147004,14.48,7,1,36,0.76,1087,13.58,25024,40.84,1.02,0.6335,3.07,2.5220,33.33,15.00,29,13.64,7.84,0.0000
147108,14.40,7,1,36,0.76,1078,13.56,23488,40.84,1.02,0.6335,3.07,2.5173,33.33,15.00,29,13.64,7.84,0.0000
147214,14.40,7,1,36,0.76,1076,13.60,23424,40.92,1.02,0.6360,3.07,2.5150,33.33,15.00,29,13.62,7.84,0.0000
147317,14.40,7,1,36,0.76,1079,13.57,23552,40.92,1.02,0.6288,3.07,2.5148,33.33,15.00,29,13.67,7.84,0.0000
147421,14.40,7,1,36,0.76,1080,13.59,23424,41.08,1.02,0.6335,3.07,2.5155,33.33,15.00,29,13.66,7.84,0.0000
147525,14.48,7,1,36,0.76,1077,13.57,23424,41.00,1.02,0.6335,3.07,2.5162,33.33,15.00,29,13.57,7.84,0.0000
147629,14.40,7,1,36,0.76,1076,13.57,23488,41.08,1.02,0.6335,3.07,2.5168,33.33,15.00,29,13.54,7.84,0.0000
147733,14.40,7,1,36,0.76,1064,13.60,23488,41.00,1.02,0.6312,3.07,2.5170,33.33,15.00,29,13.46,7.84,0.0000
147837,14.48,7,1,36,0.76,1069,13.57,23552,41.08,1.02,0.6265,3.07,2.5185,33.33,15.00,29,13.72,7.84,0.0000
147941,14.40,7,1,37,0.76,1070,13.59,23424,41.24,1.02,0.6265,3.07,2.5232,33.33,15.00,29,13.61,7.84,0.0000
148045,14.48,7,1,37,0.76,1080,13.57,23552,41.08,1.02,0.6382,3.07,2.5250,33.33,15.00,29,13.57,7.84,0.0000
148148,14.48,7,1,37,0.76,1084,13.59,23424,41.08,1.02,0.6502,3.07,2.5232,33.33,15.00,29,13.64,7.84,0.0000
148252,14.32,7,1,37,0.76,1078,13.58,23424,41.00,1.02,0.6620,3.07,2.5230,33.33,15.00,29,13.64,7.84,0.0000
148357,14.40,7,1,37,0.76,1075,13.41,21888,41.00,1.02,0.6265,3.07,2.5213,33.33,15.00,29,13.64,7.84,0.0000
148461,14.40,7,1,37,0.76,1076,13.34,23296,41.00,1.02,0.6240,3.07,2.5205,33.33,15.00,29,13.65,7.84,0.0000
148564,14.40,7,1,37,0.76,1083,13.57,23552,41.00,1.02,0.6525,3.07,2.5195,33.33,15.00,29,13.70,7.84,0.0000
148668,14.48,7,1,37,0.76,1076,13.59,23424,40.92,1.02,0.6620,3.07,2.5190,33.33,15.00,29,13.62,7.84,0.0000
148773,14.40,7,1,37,0.76,1081,13.58,23552,41.00,1.02,0.6335,3.07,2.5188,33.33,15.00,29,13.68,7.84,0.0000
148876,14.40,7,1,37,0.76,1086,13.53,23552,41.00,1.02,0.6288,3.07,2.5185,33.33,15.00,29,13.56,7.84,0.0000
148980,14.40,7,1,37,0.76,1092,13.58,23552,40.84,1.02,0.6312,3.07,2.5145,33.33,15.00,29,13.80,7.84,0.0000
149085,14.48,7,1,37,0.76,1084,13.56,23872,41.03,1.02,0.6288,3.07,2.5128,33.33,15.00,29,13.53,7.84,0.0000
149188,14.40,7,1,37,0.76,1090,13.84,23360,40.84,1.02,0.6478,3.07,2.5082,33.33,15.00,29,13.59,7.84,0.0000
149292,14.48,7,1,37,0.76,1085,13.57,23552,40.76,1.02,0.6335,3.07,2.5042,33.33,15.00,29,13.65,7.84,0.0000
149397,14.32,7,1,37,0.76,1076,13.59,23488,40.76,1.02,0.6360,3.07,2.5035,33.33,15.00,29,13.70,7.84,0.0000
149502,14.40,7,1,37,0.76,1079,13.59,23488,40.84,1.02,0.6312,3.07,2.5042,33.33,15.00,29,13.61,7.84,0.0000
149605,14.48,7,1,37,0.76,1079,13.57,23488,40.57,1.02,0.6312,3.07,2.5053,33.33,15.00,29,13.61,7.84,0.0000
149710,14.40,7,1,37,0.75,1079,13.59,23424,40.76,1.02,0.6360,3.07,2.5032,33.33,15.00,29,13.59,7.84,0.0000
149814,14.48,7,1,37,0.76,1068,13.56,23552,40.84,1.02,0.6360,3.07,2.5057,33.33,15.00,29,13.45,7.84,0.0000
149918,14.40,7,1,37,0.76,1058,13.59,23424,41.26,1.02,0.6312,3.07,2.5085,33.33,15.00,29,13.47,7.84,0.0000
150022,14.32,7,1,37,0.76,1057,13.58,23552,41.08,1.02,0.6288,3.07,2.5148,33.33,15.00,29,13.47,7.84,0.0000
150126,14.48,7,1,37,0.76,1066,13.58,23424,41.24,1.02,0.6335,3.07,2.5220,33.33,15.00,29,13.61,7.84,0.0000
150230,14.40,7,1,37,0.76,1072,13.59,23424,41.32,1.02,0.6620,3.07,2.5272,33.33,15.00,29,13.70,7.84,0.0000
150334,14.32,7,1,37,0.76,1075,13.57,23552,41.32,1.02,0.6645,3.07,2.5318,33.33,15.00,29,13.73,7.84,0.0000
150438,14.40,7,1,37,0.76,1082,13.57,21952,41.16,1.02,0.6265,3.07,2.5320,33.33,15.00,29,13.79,7.84,0.0000
150541,14.40,7,1,37,0.76,1078,13.33,22016,41.08,1.02,0.6240,3.07,2.5333,33.33,15.00,29,13.76,7.84,0.0000
150645,14.40,7,1,37,0.76,1077,13.59,23424,41.16,1.02,0.6288,3.07,2.5307,33.33,15.00,29,13.55,7.84,0.0000
150749,14.40,7,1,37,0.76,1071,13.58,23488,41.16,1.02,0.6455,3.07,2.5315,33.33,15.00,29,13.48,7.84,0.0000
150854,14.16,7,1,37,0.76,1069,13.57,23552,41.16,1.02,0.6430,3.07,2.5288,33.33,15.00,29,13.66,7.84,0.0000
150957,14.40,7,1,37,0.76,1074,13.59,23424,41.24,1.02,0.6312,3.07,2.5328,33.33,15.00,29,13.74,7.84,0.0000
151061,14.48,7,1,37,0.76,1078,13.56,23552,41.08,1.02,0.6360,3.07,2.5312,33.33,15.00,29,13.71,7.84,0.0000
151165,14.48,7,1,37,0.76,1082,13.59,23360,41.00,1.02,0.6382,3.07,2.5270,33.33,15.00,29,13.63,7.84,0.0000
151269,14.40,7,1,37,0.76,1080,13.82,25088,41.00,1.02,0.6430,3.07,2.5245,33.33,15.00,29,13.58,7.84,0.0000
151373,14.16,7,1,37,0.76,1068,13.58,23424,41.00,1.02,0.6455,3.07,2.5238,33.33,15.00,29,13.51,7.84,0.0000
151477,14.40,7,1,37,0.76,1074,13.59,23424,41.08,1.02,0.6335,3.07,2.5232,33.33,15.00,29,13.64,7.84,0.0000
151581,14.48,7,1,37,0.76,1076,13.56,23552,41.00,1.02,0.6288,3.07,2.5217,33.33,15.00,29,13.63,7.84,0.0000
151684,14.48,7,1,37,0.76,1081,13.59,23360,41.00,1.02,0.6360,3.07,2.5205,33.33,15.00,29,13.69,7.84,0.0000
151788,14.40,7,1,37,0.76,1090,13.56,23552,41.00,1.02,0.6525,3.07,2.5198,33.33,15.00,29,13.80,7.84,0.0000
151893,14.40,7,1,37,0.76,1082,13.60,23424,40.76,1.02,0.6335,3.07,2.5177,33.33,15.00,29,13.57,7.84,0.0000
151997,14.48,7,1,37,0.76,1084,13.58,23552,40.84,1.02,0.6288,3.07,2.5140,33.33,15.00,29,13.60,7.84,0.0000
152100,14.40,7,1,37,0.76,1082,13.58,23552,40.76,1.02,0.6312,3.07,2.5088,33.33,15.00,29,13.55,7.84,0.0000
152204,14.48,7,1,37,0.76,1080,13.59,23360,40.57,1.02,0.6430,3.07,2.5080,33.33,15.00,29,13.67,7.84,0.0000
152309,14.40,7,1,37,0.76,1074,13.56,23552,40.84,1.02,0.6360,3.07,2.5097,33.33,15.00,29,13.52,7.84,0.0000
152412,14.40,7,1,37,0.76,1076,13.60,23424,41.00,1.02,0.6335,3.07,2.5118,33.33,15.00,29,13.55,7.84,0.0000
152516,14.48,7,1,37,0.75,1059,13.57,23488,41.00,1.02,0.6265,3.07,2.5135,33.33,15.00,29,13.54,7.84,0.0000
152621,14.48,7,1,37,0.76,1061,13.34,21888,41.00,1.02,0.6265,3.07,2.5148,33.33,15.00,29,13.51,7.84,0.0000
152724,14.48,7,1,37,0.76,1058,13.34,23552,41.24,1.02,0.6335,3.07,2.5183,33.33,15.00,29,13.45,7.84,0.0000
152828,14.48,7,1,37,0.76,1055,13.58,23552,41.40,1.02,0.6478,3.07,2.5260,33.33,15.00,29,13.53,7.84,0.0000
152932,14.48,7,1,37,0.76,1052,13.59,23360,41.47,1.02,0.6265,3.07,2.5320,33.33,15.00,29,13.54,7.84,0.0000
153036,14.40,7,1,37,0.77,1062,13.57,23616,41.55,1.02,0.6360,3.07,2.5383,33.33,15.00,29,13.68,7.84,0.0000
153139,14.40,7,1,37,0.77,1074,13.59,23360,41.47,1.02,0.6430,3.07,2.5500,33.33,15.00,29,13.70,7.84,0.0034
153244,14.48,7,1,37,0.77,1079,13.59,23552,41.40,1.02,0.6360,3.07,2.5415,33.33,15.00,29,13.78,7.84,0.0000
153348,14.24,7,1,37,0.77,1089,13.57,25024,41.58,1.02,0.6478,3.07,2.5427,33.33,15.00,29,13.91,7.84,0.0000
153451,14.40,7,1,37,0.77,1095,13.74,23424,41.08,1.02,0.6265,3.07,2.5385,33.33,15.00,29,13.81,7.84,0.0000
153556,14.40,7,1,37,0.76,1097,13.56,23552,41.00,1.02,0.6312,3.07,2.5330,33.33,15.00,29,13.70,7.84,0.0000
153659,14.48,7,1,37,0.77,1096,13.59,23360,40.57,1.02,0.6288,3.07,2.5248,33.33,15.00,29,13.73,7.84,0.0000
153763,14.40,7,1,37,0.76,1097,13.56,23552,40.76,1.02,0.6668,3.07,2.5150,33.33,15.00,29,13.70,7.84,0.0000
153867,14.40,7,1,37,0.76,1027,13.59,23296,40.68,1.02,0.6360,3.07,2.5095,33.33,15.00,29,13.61,7.84,0.0000
153971,14.24,7,1,37,0.76,1086,13.59,23488,40.68,1.02,0.6598,3.07,2.5045,33.33,15.00,29,13.55,7.84,0.0000
154075,14.40,7,1,37,0.75,1076,13.57,23488,40.76,1.02,0.6288,3.07,2.5013,33.33,15.00,29,13.56,7.84,0.0000
154179,14.40,7,1,37,0.75,1072,13.60,23424,40.68,1.02,0.6240,3.07,2.4992,33.33,15.00,29,13.54,7.84,0.0000
154283,14.32,7,1,37,0.75,1086,13.57,23488,40.68,1.02,0.6312,3.07,2.5005,33.33,15.00,29,13.53,7.84,0.0000
154388,14.40,7,1,37,0.75,1085,13.59,23360,40.76,1.02,0.6360,3.07,2.4998,33.33,15.00,29,13.52,7.84,0.0000
154492,14.40,7,1,37,0.75,1079,13.59,23552,40.76,1.02,0.6335,3.07,2.4983,33.33,15.00,29,13.59,7.84,0.0000
154597,14.32,7,1,37,0.75,1062,13.57,23488,40.65,1.02,0.6265,3.07,2.5008,33.33,15.00,29,13.55,7.84,0.0000
154700,14.32,7,1,37,0.76,1064,13.57,21888,41.00,1.02,0.6265,3.07,2.5053,33.33,15.00,29,13.57,7.84,0.0000
154804,14.48,7,1,37,0.76,1064,13.38,21888,41.00,1.02,0.6288,3.07,2.5093,33.33,15.00,29,13.47,7.84,0.0000
154907,14.40,7,1,37,0.76,1070,13.60,23360,41.16,1.02,0.6382,3.07,2.5140,33.33,15.00,29,13.54,7.84,0.0000
155012,14.40,7,1,37,0.76,1070,13.57,23552,41.16,1.02,0.6335,3.07,2.5152,33.33,15.00,29,13.67,7.84,0.0000
155116,14.40,7,1,37,0.76,1076,13.59,23360,41.16,1.02,0.6288,3.07,2.5223,33.33,15.00,29,13.57,7.84,0.0000
155220,14.40,7,1,37,0.76,1080,13.58,23552,41.08,1.02,0.6265,3.07,2.5238,33.33,15.00,29,13.64,7.84,0.0000
155324,14.40,7,1,37,0.76,1083,13.57,23488,41.08,1.02,0.6430,3.07,2.5232,33.33,15.00,29,13.63,7.84,0.0000
155428,14.40,7,1,37,0.76,1082,13.60,23424,41.00,1.02,0.6620,3.07,2.5245,33.33,15.00,29,13.62,7.84,0.0000
155531,14.40,7,1,37,0.76,1079,13.81,23936,41.00,1.02,0.6408,3.07,2.5215,33.33,15.00,29,13.65,7.84,0.0000
155635,14.40,7,1,37,0.76,1076,13.59,23360,40.92,1.02,0.6312,3.07,2.5190,33.33,15.00,29,13.70,7.84,0.0000
155739,14.40,7,1,37,0.76,1079,13.56,23552,40.92,1.02,0.6312,3.07,2.5175,33.33,15.00,29,13.61,7.84,0.0000
155844,14.48,7,1,37,0.76,1082,13.58,23424,41.03,1.02,0.6288,3.07,2.5115,33.33,15.00,29,13.62,7.84,0.0000
155947,14.40,7,1,37,0.76,1078,13.59,23424,40.76,1.02,0.6360,3.07,2.5080,33.33,15.00,29,13.44,7.84,0.0000
156052,14.40,7,1,37,0.76,1068,13.55,23552,40.92,1.02,0.6360,3.07,2.5065,33.33,15.00,29,13.38,7.84,0.0000
156155,14.40,7,1,37,0.76,1060,13.60,23360,40.92,1.02,0.6240,3.07,2.5075,33.33,15.00,29,13.47,7.84,0.0000
156259,14.40,7,1,37,0.76,1065,13.56,23616,41.00,1.02,0.6288,3.07,2.5103,33.33,15.00,29,13.51,7.84,0.0000
156363,14.48,7,1,37,0.75,1072,13.59,23424,41.00,1.02,0.6382,3.07,2.5137,33.33,15.00,29,13.68,7.84,0.0000
156466,14.48,7,1,37,0.76,1077,13.59,23552,41.00,1.02,0.6408,3.07,2.5170,33.33,15.00,29,13.63,7.84,0.0000
156571,14.16,7,1,37,0.76,1080,13.57,23488,41.00,1.02,0.6430,3.07,2.5173,33.33,15.00,29,13.64,7.84,0.0000
156675,14.40,7,1,37,0.76,1077,13.59,23424,41.00,1.02,0.6312,3.07,2.5175,33.33,15.00,29,13.67,7.84,0.0000
156778,14.40,7,1,37,0.76,1086,13.60,23424,40.84,1.02,0.6312,3.07,2.5177,33.33,15.00,29,13.67,7.84,0.0000
156883,14.48,7,1,37,0.76,1086,13.34,21760,40.84,1.02,0.6360,3.07,2.5177,33.33,15.00,29,13.53,7.84,0.0000
156987,14.40,7,1,37,0.76,1025,13.36,23552,40.68,1.02,0.6645,3.07,2.5128,33.33,15.00,29,13.70,7.84,0.0000
157090,14.40,7,1,37,0.76,1082,13.59,23424,40.84,1.02,0.6382,3.07,2.5080,33.33,15.00,29,13.56,7.84,0.0000
157194,14.40,7,1,37,0.76,1075,13.59,23488,40.68,1.02,0.6312,3.07,2.5035,33.33,15.00,29,13.57,7.84,0.0000
157299,14.40,7,1,37,0.75,1078,13.57,23552,40.76,1.02,0.6312,3.07,2.5010,33.33,15.00,29,13.58,7.84,0.0000
157402,14.48,7,1,37,0.75,1074,13.59,23424,40.68,1.02,0.6335,3.07,2.5000,33.33,15.00,29,13.40,7.84,0.0000
157507,14.40,7,1,37,0.75,1078,13.56,23552,40.76,1.02,0.6335,3.07,2.4998,33.33,15.00,29,13.44,7.84,0.0000
157610,14.40,7,1,37,0.75,1066,13.59,25024,40.76,1.02,0.6335,3.07,2.5015,33.33,15.00,29,13.37,7.84,0.0000
157715,14.48,7,1,37,0.75,1066,13.58,23552,40.92,1.02,0.6312,3.07,2.5030,33.33,15.00,29,13.41,7.84,0.0000
157818,14.48,7,1,37,0.76,1066,13.55,23552,41.00,1.02,0.6288,3.07,2.5057,33.33,15.00,29,13.53,7.84,0.0000
157922,14.48,7,1,37,0.76,1074,13.58,23424,41.00,1.02,0.6408,3.07,2.5095,33.33,15.00,29,13.59,7.84,0.0000
158026,14.40,7,1,37,0.76,1082,13.57,23552,41.00,1.02,0.6525,3.07,2.5118,33.33,15.00,29,13.70,7.84,0.0000
158130,14.40,7,1,37,0.76,1090,13.58,23296,40.84,1.02,0.6312,3.07,2.5122,33.33,15.00,29,13.79,7.84,0.0000
158234,14.48,7,1,37,0.76,1096,13.57,23552,40.76,1.02,0.6360,3.07,2.5090,33.33,15.00,29,13.69,7.84,0.0000
158337,14.40,7,1,37,0.76,1098,13.58,23488,40.68,1.02,0.6335,3.07,2.5048,33.33,15.00,29,13.73,7.84,0.0000
158442,14.48,7,1,37,0.75,1101,13.57,23552,40.60,1.02,0.6408,3.07,2.5015,33.33,15.00,29,13.67,7.84,0.0000
158545,14.40,7,1,37,0.75,1101,13.57,23552,40.36,1.02,0.6550,3.07,2.4943,33.33,15.00,29,13.62,7.84,0.0000
158650,14.40,7,1,37,0.75,1094,13.59,23360,40.36,1.02,0.6360,3.07,2.4878,33.33,15.00,29,13.52,7.84,0.0000
158754,14.48,7,1,37,0.75,1029,13.58,23616,40.36,1.02,0.6550,3.07,2.4823,33.33,15.00,29,13.51,7.84,0.0000
158857,14.32,7,1,37,0.75,1085,13.59,23360,40.36,1.02,0.6240,3.07,2.4785,33.33,15.00,29,13.56,7.84,0.0000
158961,14.40,7,1,37,0.75,1148,13.56,21952,40.36,1.02,0.6335,3.07,2.4762,33.33,15.00,29,13.53,7.84,0.0000
159066,14.48,7,1,37,0.75,1148,13.32,22528,40.36,1.02,0.6288,3.07,2.4743,33.33,15.00,29,13.53,7.84,0.0000
159169,14.40,7,1,37,0.75,1087,13.59,23424,40.44,1.02,0.6502,3.07,2.4730,33.33,15.00,29,13.42,7.84,0.0000
159273,14.40,7,1,37,0.75,1088,13.57,23552,40.52,1.02,0.6335,3.07,2.4735,33.33,15.00,29,13.56,7.84,0.0000
159377,14.40,7,1,37,0.75,1084,13.59,23424,40.44,1.02,0.6360,3.07,2.4750,33.33,15.00,29,13.46,7.84,0.0000
159481,14.40,7,1,37,0.75,1086,13.58,23552,40.52,1.02,0.6312,3.07,2.4762,33.33,15.00,29,13.53,7.84,0.0000
159585,14.32,7,1,37,0.75,1149,13.57,23488,40.36,1.02,0.6265,3.07,2.4758,33.33,15.00,29,13.55,7.84,0.0000
159688,14.48,7,1,37,0.75,1076,13.58,23424,40.36,1.02,0.6312,3.07,2.4752,33.33,15.00,29,13.36,7.84,0.0000
159793,14.40,7,1,37,0.75,1071,13.81,23488,40.68,1.02,0.6550,3.07,2.4788,33.33,15.00,29,13.43,7.84,0.0000
159896,14.48,7,1,37,0.75,1068,13.59,23424,40.60,1.02,0.6525,3.07,2.4828,33.33,15.00,29,13.53,7.84,0.0000
160001,14.40,7,1,37,0.75,1073,13.57,23552,40.76,1.02,0.6312,3.07,2.4888,33.33,15.00,29,13.53,7.84,0.0000
160104,14.40,7,1,37,0.75,1074,13.59,23424,40.92,1.02,0.6408,3.07,2.4965,33.33,15.00,29,13.59,7.84,0.0000
160209,14.48,7,1,38,0.75,1079,13.58,23488,41.00,1.02,0.6382,3.07,2.5030,33.33,15.00,29,13.58,7.84,0.0000
160313,14.40,7,1,38,0.76,1082,13.56,23488,40.92,1.02,0.6360,3.07,2.5158,33.33,15.00,29,13.49,7.84,0.0036
160417,14.48,7,1,38,0.76,1084,13.60,23488,40.84,1.02,0.6360,3.07,2.5162,33.33,15.00,29,13.64,7.84,0.0033
160520,14.40,7,1,38,0.76,1080,13.56,23616,40.76,1.02,0.6288,3.07,2.5072,33.33,15.00,29,13.63,7.84,0.0000
160625,14.40,7,1,38,0.76,1144,13.59,23424,40.76,1.02,0.6360,3.07,2.5035,33.33,15.00,29,13.66,7.84,0.0000
160728,14.48,7,1,38,0.75,1094,13.57,23552,40.68,1.02,0.6312,3.07,2.5005,33.33,15.00,29,13.71,7.84,0.0000
160832,14.40,7,1,38,0.75,1091,13.58,23488,40.68,1.02,0.6382,3.07,2.4970,33.33,15.00,29,13.60,7.84,0.0000
160936,14.40,7,1,38,0.75,1098,13.59,23424,40.52,1.02,0.6598,3.07,2.4948,33.33,15.00,29,13.67,7.84,0.0000
161041,14.40,7,1,38,0.75,1100,13.55,23360,40.44,1.02,0.6408,3.07,2.4905,33.33,15.00,29,13.58,7.84,0.0000
161144,14.40,7,1,38,0.75,1097,13.35,21760,40.36,1.02,0.6265,3.07,2.4840,33.33,15.00,29,13.69,7.84,0.0000
161249,14.40,7,1,38,0.75,1149,13.56,23552,40.36,1.02,0.6382,3.07,2.4802,33.33,15.00,29,13.53,7.84,0.0000
161352,14.48,7,1,38,0.75,1150,13.59,23424,40.28,1.02,0.6288,3.07,2.4770,33.33,15.00,29,13.57,7.84,0.0000
161456,14.48,7,1,38,0.75,1091,13.58,23488,40.28,1.02,0.6550,3.07,2.4735,33.33,15.00,29,13.56,7.84,0.0000
161560,14.40,7,1,38,0.75,1092,13.58,23552,40.36,1.02,0.6430,3.07,2.4725,33.33,15.00,29,13.56,7.84,0.0000
161664,14.40,7,1,38,0.75,1085,13.59,23424,40.36,1.02,0.6645,3.07,2.4718,33.33,15.00,29,13.49,7.84,0.0000
161768,14.40,7,1,38,0.75,1084,13.55,23552,40.44,1.02,0.6265,3.07,2.4712,33.33,15.00,29,13.45,7.84,0.0000
161872,14.40,7,1,38,0.75,1082,13.59,25024,40.44,1.02,0.6382,3.07,2.4710,33.33,15.00,29,13.58,7.84,0.0000
161975,14.48,7,1,38,0.74,1076,13.56,23488,40.52,1.02,0.6312,3.07,2.4743,33.33,15.00,29,13.49,7.84,0.0000
162080,14.40,7,1,38,0.75,1082,13.57,23424,40.68,1.02,0.6693,3.07,2.4642,33.33,15.00,29,13.50,7.84,0.0000
162184,14.40,7,1,38,0.75,1083,13.59,23488,40.68,1.02,0.6360,3.07,2.4840,33.33,15.00,29,13.50,7.84,0.0000
162287,14.24,7,1,38,0.75,1084,13.56,23552,40.60,1.02,0.6430,3.07,2.4857,33.33,15.00,29,13.67,7.84,0.0000
162392,14.40,7,1,38,0.75,1082,13.58,23232,40.68,1.02,0.6288,3.07,2.4880,33.33,15.00,29,13.53,7.84,0.0000
162495,14.48,7,1,38,0.75,1144,13.56,23616,40.60,1.02,0.6265,3.07,2.4872,33.33,15.00,29,13.51,7.84,0.0000
162599,14.40,7,1,38,0.75,1084,13.59,23360,40.52,1.02,0.6645,3.07,2.4832,33.33,15.00,29,13.52,7.84,0.0000
162703,14.40,7,1,38,0.75,1076,13.59,23488,40.52,1.02,0.6312,3.07,2.4860,33.33,15.00,29,13.41,7.84,0.0000
162807,14.40,7,1,38,0.75,1066,13.57,23552,40.68,1.02,0.6645,3.07,2.4885,33.33,15.00,29,13.42,7.84,0.0000
162912,14.40,7,1,38,0.75,1077,13.60,23424,40.76,1.02,0.6288,3.07,2.4900,33.33,15.00,29,13.52,7.84,0.0000
163016,14.40,7,1,38,0.75,1083,13.56,23616,40.76,1.02,0.6312,3.07,2.4912,33.33,15.00,29,13.61,7.84,0.0000
163120,14.40,7,1,38,0.75,1090,13.59,23232,40.68,1.02,0.6335,3.07,2.4920,33.33,15.00,29,13.66,7.84,0.0000
163225,14.40,7,1,38,0.75,1091,13.40,21888,40.68,1.02,0.6408,3.07,2.4925,33.33,15.00,29,13.67,7.84,0.0000
163329,14.48,7,1,38,0.75,1085,13.34,23360,40.52,1.02,0.6550,3.07,2.4915,33.33,15.00,29,13.60,7.84,0.0000
163434,14.40,7,1,38,0.75,1088,13.59,23488,40.44,1.02,0.6335,3.07,2.4895,33.33,15.00,29,13.69,7.84,0.0000
163538,14.40,7,1,38,0.75,1090,13.58,23488,40.44,1.02,0.6312,3.07,2.4870,33.33,15.00,29,13.52,7.84,0.0000
163641,14.48,7,1,38,0.75,1085,13.58,23424,40.44,1.02,0.6288,3.07,2.4825,33.33,15.00,29,13.50,7.84,0.0000
163745,14.40,7,1,38,0.75,1087,13.57,23552,40.44,1.02,0.6265,3.07,2.4810,33.33,15.00,29,13.42,7.84,0.0000
163849,14.40,7,1,38,0.75,1089,13.59,23360,40.36,1.02,0.6620,3.07,2.4783,33.33,15.00,29,13.45,7.84,0.0000
163953,14.40,7,1,38,0.75,1086,13.58,24576,40.44,1.02,0.6360,3.07,2.4768,33.33,15.00,29,13.41,7.84,0.0000
164058,14.40,7,1,38,0.75,1080,13.83,23488,40.44,1.02,0.6312,3.07,2.4760,33.33,15.00,29,13.48,7.84,0.0000
164161,14.40,7,1,38,0.75,1079,13.59,23488,40.44,1.02,0.6312,3.07,2.4745,33.33,15.00,29,13.58,7.84,0.0000
164265,14.48,7,1,38,0.75,1082,13.56,23552,40.44,1.02,0.6265,3.07,2.4752,33.33,15.00,29,13.50,7.84,0.0000
