Time (msec),AVCS Normal Output Duty Bank 0 (D2WD610H diagnostic)* (%),AVCS Normal Output Duty Bank 1 (D2WD610H diagnostic)* (%),Accelerator Pedal Angle (%),Coolant Temperature (C),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),Feedback Knock Correction (4-byte)* (degrees),Fine Learning Knock Correction (4-byte)* (degrees),Fuel Injector #1 Pulse Width (ms),IAM (4-byte)* (multiplier),Ignition Total Timing (degrees),Injector Inhibit Word (D2WD610H diagnostic)* (raw inhibit word),Intake OCV Current Left (mA),Intake OCV Current Right (mA),Intake VVT Advance Angle Left (degrees),Intake VVT Advance Angle Right (degrees),Lean Fuel Cut State (D2WD610H master)* (state (0 idle; 1 delay; 2 monitor; 3 cut)),SD Native MAP Input (D2WD610H diagnostic)* (kPa absolute),Throttle Opening Angle (%),Vehicle Speed (km/h)
320729,7.82,7.73,0.00,48,1010,14.35,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,34.168,5.88,0
320833,7.82,7.73,0.00,48,1016,14.35,0.00,0.00,2.56,0.0000,14.50,0,64,64,0,0,0,33.850,5.88,0
320937,7.82,7.73,0.00,48,1014,14.13,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.49,0
321041,7.82,7.73,0.00,48,1014,14.09,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.88,0
321144,7.82,7.73,0.00,48,1012,14.11,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.88,0
321249,7.82,7.73,0.00,48,1012,14.10,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.88,0
321353,7.82,7.73,0.00,48,1008,14.12,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.88,0
321457,7.82,7.73,0.00,48,1014,14.09,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.88,0
321560,7.82,7.73,0.00,48,1009,14.11,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.88,0
321665,7.82,7.73,0.00,48,1008,14.09,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.88,0
321769,7.83,7.73,0.00,48,1014,14.12,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.88,0
321873,7.83,7.73,0.00,48,1014,14.09,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.88,0
321976,7.83,7.73,0.00,48,1010,14.09,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.88,0
322080,7.83,7.73,0.00,48,1006,13.86,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.88,0
322185,7.83,7.73,0.00,48,1004,14.12,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.88,0
322288,7.83,7.73,0.00,48,1014,14.09,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.88,0
322392,7.83,7.73,0.00,49,1006,14.11,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.850,5.88,0
322495,7.83,7.73,0.00,49,1003,14.10,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.850,5.88,0
322600,7.83,7.73,0.00,49,1005,14.59,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.533,5.88,0
322704,7.83,7.73,0.00,49,1005,14.10,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.850,5.88,0
322808,7.83,7.73,0.00,49,1010,14.13,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,34.168,5.88,0
322911,7.83,7.73,0.00,49,1006,14.35,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,34.168,5.88,0
323016,7.83,7.73,0.00,49,1009,14.12,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.88,0
323120,7.83,7.73,0.00,49,1016,14.09,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.88,0
323224,7.83,7.73,0.00,49,1010,14.12,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,34.168,5.88,0
323328,7.83,7.73,0.00,49,1011,14.08,0.00,0.00,2.56,0.0000,14.50,0,64,64,0,0,0,33.533,5.88,0
323432,7.83,7.73,0.00,49,1014,14.12,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.88,0
323535,7.83,7.73,0.00,49,1012,14.10,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.850,5.88,0
323639,7.83,7.73,0.00,49,1010,14.11,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.88,0
323744,7.83,7.73,0.00,49,1012,14.10,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.88,0
323847,7.83,7.73,0.00,49,1008,14.12,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.88,0
323951,7.83,7.73,0.00,49,1012,14.09,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.88,0
324056,7.83,7.73,0.00,49,1004,14.09,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,34.168,5.88,0
324159,7.83,7.73,0.00,49,1008,13.87,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.88,0
324263,7.83,7.73,0.00,49,1011,14.09,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.88,0
324367,7.83,7.73,0.00,49,1012,14.10,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.88,0
324471,7.83,7.73,0.00,49,1014,14.11,0.00,0.00,2.56,0.0000,14.50,0,64,64,0,0,0,33.850,5.88,0
324575,7.83,7.73,0.00,49,1016,14.10,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.88,0
324679,7.83,7.73,0.00,49,1009,14.12,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.88,0
324784,7.83,7.73,0.00,49,1012,14.09,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.88,0
324888,7.83,7.73,0.00,49,1012,14.12,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.88,0
324991,7.83,7.73,0.00,49,1014,14.35,0.00,0.00,2.56,0.0000,14.50,0,64,64,0,0,0,33.533,5.88,0
325096,7.83,7.73,0.00,49,1018,14.36,0.00,0.00,2.56,0.0000,14.50,0,64,64,0,0,0,33.533,5.88,0
325200,7.83,7.73,0.00,49,1022,14.56,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.88,0
325303,7.83,7.73,0.00,49,1016,14.10,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.88,0
325408,7.83,7.74,0.00,49,1016,14.08,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.88,0
325512,7.83,7.74,0.00,49,1006,14.12,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.850,5.49,0
325615,7.83,7.74,0.00,49,1012,14.09,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.88,0
325719,7.83,7.74,0.00,49,1013,14.12,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.533,5.49,0
325823,7.83,7.74,0.00,49,1010,14.10,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.533,5.49,0
325927,7.83,7.74,0.00,49,1010,14.11,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
326032,7.83,7.74,0.00,49,1010,14.10,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.850,5.49,0
326135,7.83,7.74,0.00,49,1014,14.10,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.49,0
326239,7.83,7.74,0.00,49,1016,13.92,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.49,0
326343,7.83,7.74,0.00,49,1008,13.87,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
326447,7.83,7.74,0.00,49,1009,14.11,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.533,5.88,0
326550,7.83,7.74,0.00,49,1010,14.12,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.533,5.49,0
326654,7.83,7.74,0.00,49,1002,14.10,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.533,5.88,0
326759,7.83,7.74,0.00,49,996,14.11,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.850,5.49,0
326863,7.83,7.74,0.00,49,1002,14.10,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.850,5.88,0
326967,7.83,7.74,0.00,49,1004,14.12,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.533,5.49,0
327070,7.83,7.74,0.00,49,1004,14.12,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.88,0
327174,7.83,7.74,0.00,49,1007,14.37,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.49,0
327278,7.83,7.74,0.00,49,1012,14.09,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.88,0
327383,7.83,7.74,0.00,49,1008,14.12,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
327487,7.83,7.74,0.00,49,1006,14.10,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.88,0
327590,7.83,7.74,0.00,49,1007,14.11,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.49,0
327694,7.83,7.74,0.00,49,1009,14.10,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.850,5.88,0
327798,7.83,7.74,0.00,49,1008,14.11,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.533,5.49,0
327903,7.83,7.74,0.00,49,1007,14.11,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.88,0
328006,7.83,7.74,0.00,49,1004,14.11,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
328110,7.83,7.74,0.00,49,1006,14.10,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.88,0
328213,7.83,7.73,0.00,49,1003,14.10,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.850,5.49,0
328318,7.83,7.73,0.00,49,1004,14.07,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.49,0
328423,7.83,7.73,0.00,49,1012,13.89,0.00,0.00,2.56,0.0000,14.50,0,64,64,0,0,0,33.533,5.88,0
328528,7.83,7.73,0.00,49,1014,14.11,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.88,0
328632,7.83,7.73,0.00,49,1014,14.11,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.88,0
328735,7.83,7.73,0.00,49,1010,14.11,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.49,0
328839,7.83,7.73,0.00,49,1004,14.10,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.533,5.88,0
328944,7.83,7.73,0.00,49,1007,14.10,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.533,5.49,0
329048,7.83,7.73,0.00,49,1002,14.11,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.850,5.88,0
329152,7.83,7.73,0.00,49,1005,14.10,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.49,0
329257,7.83,7.73,0.00,49,1008,14.36,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.533,5.88,0
329360,7.83,7.73,0.00,49,1010,14.11,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
329464,7.83,7.73,0.00,49,1008,14.10,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
329569,7.83,7.73,0.00,49,1008,14.12,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
329672,7.83,7.73,0.00,49,1003,14.09,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.88,0
329777,7.83,7.73,0.00,49,1011,14.11,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
329881,7.83,7.74,0.00,49,1004,14.10,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.850,5.88,0
329984,7.83,7.74,0.00,49,1004,14.10,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.49,0
330089,7.83,7.74,0.00,49,1007,14.10,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.533,5.88,0
330193,7.83,7.74,0.00,49,1007,14.11,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.850,5.49,0
330297,7.83,7.74,0.00,49,1006,14.09,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
330400,7.83,7.74,0.00,49,1005,14.13,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
330505,7.83,7.74,0.00,49,1002,13.87,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.88,0
330609,7.83,7.74,0.00,49,1010,13.87,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
330713,7.83,7.74,0.00,49,1005,14.10,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.850,5.49,0
330817,7.83,7.74,0.00,49,1002,14.12,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
330920,7.83,7.74,0.00,49,1005,14.10,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.850,5.88,0
331025,7.83,7.74,0.00,49,1004,14.12,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
331129,7.83,7.74,0.00,49,1010,14.09,0.00,0.00,2.56,0.0000,14.50,0,64,64,0,0,0,34.168,5.88,0
331232,7.83,7.74,0.00,49,1008,14.11,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
331341,7.83,7.74,0.00,49,1006,14.31,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.49,0
331441,7.83,7.74,0.00,49,1007,14.37,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.49,0
331545,7.83,7.74,0.00,49,1003,14.37,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.850,5.49,0
331649,7.83,7.74,0.00,49,1003,14.19,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
331752,7.83,7.74,0.00,49,1001,14.10,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.850,5.49,0
331857,7.83,7.74,0.00,49,997,14.57,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.533,5.49,0
331961,7.83,7.74,0.00,49,1001,14.10,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
332065,7.83,7.74,0.00,49,995,14.11,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,34.168,5.49,0
332168,7.83,7.74,0.00,49,1004,14.09,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
332274,7.83,7.74,0.00,49,1006,14.12,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.850,5.49,0
332378,7.83,7.74,0.00,49,1003,14.10,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
332483,7.83,7.74,0.00,49,1007,14.58,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
332586,7.83,7.74,0.00,49,1005,14.07,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
332691,7.83,7.74,0.00,49,1003,13.87,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
332796,7.83,7.74,0.00,49,1008,14.10,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.49,0
332900,7.83,7.74,0.00,49,1000,14.12,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
333005,7.83,7.74,0.00,49,1008,14.09,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
333109,7.83,7.74,0.00,49,1008,14.12,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.850,5.49,0
333213,7.83,7.74,0.00,49,1001,14.57,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.49,0
333317,7.83,7.74,0.00,49,1001,14.11,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
333420,7.83,7.74,0.00,49,998,14.11,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.850,5.49,0
333525,7.83,7.74,0.00,49,998,14.37,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.850,5.49,0
333629,7.83,7.74,0.00,49,999,14.10,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.850,5.49,0
333733,7.83,7.74,0.00,49,995,14.12,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.49,0
333837,7.83,7.74,0.00,49,997,14.09,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.850,5.49,0
333941,7.83,7.74,0.00,49,997,14.57,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,34.168,5.49,0
334044,7.83,7.74,0.00,49,998,14.09,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
334149,7.83,7.74,0.00,49,1000,14.12,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.850,5.49,0
334253,7.83,7.74,0.00,49,1001,14.10,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.49,0
334358,7.83,7.74,0.00,49,1002,14.11,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
334462,7.83,7.74,0.00,49,997,14.10,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,34.168,5.49,0
334565,7.83,7.74,0.00,49,1000,14.11,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
334669,7.83,7.74,0.00,49,1006,14.08,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.49,0
334774,7.83,7.74,0.00,49,1002,13.89,0.00,0.00,2.56,0.0000,14.50,0,64,64,0,0,0,33.850,5.49,0
334877,7.83,7.74,0.00,49,1007,14.08,0.00,0.00,2.56,0.0000,14.50,0,64,64,0,0,0,33.533,5.49,0
334981,7.83,7.74,0.00,49,1006,14.12,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
335085,7.83,7.74,0.00,49,1003,14.10,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.850,5.49,0
335188,7.83,7.74,0.00,49,998,14.12,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.533,5.49,0
335293,7.83,7.74,0.00,49,998,14.09,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.49,0
335397,7.83,7.74,0.00,49,1005,14.55,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.49,0
335500,7.83,7.74,0.00,49,999,14.11,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.850,5.49,0
335605,7.83,7.74,0.00,49,1002,14.37,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.49,0
335709,7.83,7.74,0.00,49,1005,14.34,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.49,0
335813,7.83,7.74,0.00,49,1007,14.12,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.49,0
335916,7.83,7.74,0.00,49,1004,14.09,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
336021,7.83,7.74,0.00,49,997,14.11,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
336125,7.83,7.74,0.00,49,994,14.08,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.533,5.49,0
336230,7.83,7.74,0.00,49,1000,14.13,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.533,5.49,0
336334,7.83,7.74,0.00,49,993,14.09,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.850,5.49,0
336439,7.83,7.74,0.00,49,1001,14.12,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
336543,7.83,7.74,0.00,49,1000,14.10,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
336648,7.83,7.74,0.00,49,1002,14.58,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
336752,7.83,7.74,0.00,49,1003,14.10,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.49,0
336856,7.83,7.74,0.00,49,1000,13.91,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
336960,7.83,7.74,0.00,49,1006,13.85,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
337063,7.83,7.74,0.00,49,1007,14.13,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.49,0
337168,7.84,7.74,0.00,49,1002,14.10,0.00,0.00,2.56,0.0000,14.50,0,64,64,0,0,0,33.533,5.49,0
337272,7.84,7.74,0.00,49,1003,14.10,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.49,0
337375,7.84,7.74,0.00,49,1003,14.10,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
337480,7.84,7.74,0.00,49,1002,14.12,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
337584,7.84,7.75,0.00,49,1002,14.09,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.49,0
337687,7.84,7.75,0.00,49,994,14.14,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.49,0
337791,7.84,7.75,0.00,49,1001,14.35,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
337896,7.84,7.75,0.00,49,994,14.12,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.850,5.49,0
337999,7.84,7.75,0.00,49,995,14.09,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.850,5.49,0
338103,7.84,7.75,0.00,49,993,14.13,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.850,5.49,0
338207,7.84,7.75,0.00,49,1001,14.09,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.49,0
338312,7.84,7.75,0.00,49,1003,14.12,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.49,0
338415,7.84,7.75,0.00,49,999,14.09,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
338519,7.84,7.75,0.00,49,1006,14.12,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
338624,7.84,7.75,0.00,49,1006,14.10,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.49,0
338728,7.84,7.75,0.00,49,1005,14.11,0.00,0.00,2.56,0.0000,14.50,0,64,64,0,0,0,33.533,5.49,0
338831,7.84,7.75,0.00,49,1008,14.57,0.00,0.00,2.56,0.0000,14.50,0,64,64,0,0,0,33.533,5.49,0
338936,7.84,7.75,0.00,49,1005,14.09,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.49,0
339040,7.84,7.75,0.00,49,1004,13.86,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.49,0
339144,7.84,7.75,0.00,49,1006,14.12,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.49,0
339248,7.84,7.75,0.00,49,998,14.10,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.49,0
339351,7.84,7.75,0.00,49,1008,14.12,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.49,0
339455,7.84,7.76,0.00,49,1000,14.10,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.533,5.49,0
339560,7.84,7.76,0.00,49,998,14.11,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.215,5.49,0
339664,7.84,7.76,0.00,49,995,14.09,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.533,5.49,0
339767,7.84,7.76,0.00,49,994,14.13,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.533,5.49,0
339872,7.84,7.76,0.00,49,997,14.34,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
339975,7.84,7.76,0.00,49,996,14.13,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
340079,7.84,7.76,0.00,49,1000,14.09,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
340184,7.84,7.76,0.00,49,1000,14.12,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.533,5.49,0
340287,7.84,7.76,0.00,49,998,14.07,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.49,0
340390,7.84,7.76,0.00,49,996,14.12,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.49,0
340495,7.84,7.76,0.00,49,998,14.10,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.850,5.49,0
340599,7.84,7.76,0.00,49,998,14.12,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
340703,7.84,7.76,0.00,49,1002,14.09,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
340806,7.84,7.76,0.00,49,998,14.12,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.49,0
340911,7.84,7.76,0.00,49,1005,14.08,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.49,0
341015,7.84,7.76,0.00,49,1000,14.12,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
341118,7.84,7.76,0.00,50,997,13.85,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.49,0
341222,7.84,7.76,0.00,50,1000,13.89,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.49,0
341327,7.84,7.76,0.00,50,1000,14.09,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.533,5.49,0
341430,7.84,7.76,0.00,50,997,14.12,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,33.850,5.49,0
341535,7.84,7.76,0.00,50,992,14.09,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,34.168,5.49,0
341638,7.84,7.76,0.00,50,1001,14.11,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,33.850,5.49,0
