Time (msec),A/F Correction #1 (%),A/F Correction #2 (%),A/F Learning #1 (%),A/F Learning #2 (%),Atmospheric Pressure Estimate (mmHg),Battery Voltage (V),CL/OL Fueling* (status),Coolant Temperature (C),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),External Wideband Input ADC (D2WD610H master)* (ADC counts),External Wideband Ready Metric (D2WD610H master)* (ready metric),Factory Processed MAP (4-byte)* (kPa absolute),Fuel Injector #1 Latency (4-byte)* (ms),Fuel Injector #1 Pulse Width (ms),Fuel Injector #1 Pulse Width (4-byte)* (ms),Fuel Pump Duty (%),Ignition Total Timing (degrees),Intake Air Temperature (C),Mass Airflow (g/s),Throttle Opening Angle (%)
33597,0.00,0.00,0.00,0.00,712,14.32,7,50,1.69,3694,14.13,26944,50.0,65.94,0.6455,4.10,2.0375,66.67,14.50,22,81.42,7.84
33700,0.00,0.00,0.00,0.00,712,14.40,7,50,1.02,3457,13.13,20416,50.0,24.72,0.6382,0.77,0.0000,33.33,15.00,22,24.37,4.71
33805,0.00,0.00,0.00,0.00,712,14.32,7,50,0.51,3158,14.10,27008,50.0,12.88,0.6382,0.77,0.0000,33.33,15.00,22,10.32,4.31
33910,0.00,0.00,0.00,0.00,712,14.32,7,50,1.31,2926,14.58,28736,50.0,9.79,0.6430,0.77,0.0000,33.33,15.00,22,500.00,5.88
34015,0.00,0.00,0.00,0.00,712,14.40,7,50,1.50,2718,15.34,34880,50.0,12.33,0.6668,0.77,0.0000,33.33,15.00,22,7.80,6.67
34119,0.00,0.00,0.00,0.00,712,14.32,7,50,0.70,2503,16.10,40128,50.0,13.20,0.6455,0.77,0.0000,33.33,15.00,22,7.50,5.49
34223,0.00,0.00,0.00,0.00,712,14.32,7,50,0.40,2311,15.60,36608,50.0,10.82,0.6408,0.51,0.0000,33.33,15.00,22,5.69,4.71
34327,0.00,0.00,0.00,0.00,712,14.24,7,50,0.26,2127,15.13,33536,50.0,12.65,0.6408,0.77,0.0000,33.33,15.00,22,5.83,5.49
34431,0.00,0.00,0.00,0.00,712,14.32,7,50,0.21,1926,14.09,27008,50.0,12.80,0.6408,0.77,0.0000,33.33,15.00,22,5.58,5.49
34535,0.00,0.00,0.00,0.00,712,14.32,7,50,0.19,1734,14.12,26944,50.0,14.00,0.6478,0.77,0.6322,33.33,15.00,22,5.73,5.10
34639,0.00,0.00,0.00,0.00,712,14.32,7,50,0.19,1623,14.10,27200,50.0,15.03,0.6430,1.28,0.6515,33.33,15.00,22,5.82,5.10
34743,0.00,0.00,0.00,0.00,712,14.16,7,50,0.20,1495,14.56,34240,50.0,15.90,0.6430,1.28,0.6810,33.33,15.00,22,5.90,4.31
34846,0.00,0.00,0.00,0.00,712,14.32,7,50,0.21,1381,15.58,42240,50.0,16.14,0.6408,1.28,0.6957,33.33,15.00,22,5.33,5.10
34950,0.00,0.00,0.00,0.00,712,14.40,7,50,0.22,1265,16.60,43072,50.0,17.57,0.6455,1.28,0.7525,33.33,15.00,22,5.18,4.71
35055,0.00,0.00,0.00,0.00,712,14.40,7,50,0.22,1176,16.57,46528,50.0,19.00,0.6382,1.54,0.7870,33.33,15.00,22,5.09,4.71
35158,0.00,0.00,0.00,0.00,712,14.40,7,50,0.23,1092,17.37,53184,50.0,19.95,0.6382,1.54,0.8468,33.33,15.00,22,4.79,6.27
35263,0.00,0.00,0.00,0.00,712,14.32,7,50,0.25,1024,17.42,46656,50.0,24.08,0.6360,1.54,0.9903,33.33,15.00,22,5.68,6.27
35366,0.00,0.00,0.00,0.00,712,14.32,7,50,0.28,988,16.87,44608,50.0,26.70,0.6360,1.79,1.1485,33.33,15.00,22,6.27,6.27
35471,0.00,0.00,0.00,0.00,712,14.32,7,50,0.31,956,16.13,40192,50.0,29.09,0.6335,2.05,1.3288,33.33,15.00,22,6.97,6.27
35575,0.00,0.00,0.00,0.00,712,14.32,7,50,0.35,942,15.61,36480,50.0,31.15,0.6360,2.05,1.5025,33.33,15.00,22,7.63,6.27
35678,0.00,0.00,0.00,0.00,712,14.40,7,51,0.39,935,15.59,36480,50.0,32.74,0.6360,2.30,1.6750,33.33,15.00,22,8.17,6.27
35783,0.00,0.00,0.00,0.00,712,14.40,7,51,0.43,934,15.56,36736,50.0,34.09,0.6715,2.30,1.8175,33.33,15.00,22,8.74,6.27
35886,0.00,0.00,0.00,0.00,712,14.40,7,51,0.46,944,15.61,36480,50.0,35.20,0.6312,2.56,1.9205,33.33,15.00,22,9.09,6.27
35989,0.00,0.00,0.00,0.00,712,14.32,7,51,0.50,951,15.57,36352,50.0,35.92,0.6620,2.56,2.0020,33.33,15.00,22,9.37,6.27
36094,0.00,0.00,0.00,0.00,712,14.32,7,51,0.52,967,15.87,38464,50.0,36.39,0.6360,2.56,2.0625,33.33,15.00,22,9.63,6.27
36197,0.00,0.00,0.00,0.00,712,14.32,7,51,0.55,986,16.45,43072,50.0,36.95,0.6550,2.82,2.1090,33.33,15.00,22,9.94,6.27
36302,0.00,0.00,0.00,0.00,712,14.40,7,51,0.57,1012,18.13,53184,50.0,37.58,0.6312,2.82,2.1603,33.33,15.00,22,10.41,6.27
36406,0.00,0.00,0.00,0.00,712,14.32,7,51,0.58,1030,17.58,49728,50.0,37.74,0.6408,2.82,2.1803,33.33,15.00,22,10.66,6.67
36510,0.00,0.00,0.00,0.00,712,14.32,7,51,0.60,1050,16.60,43200,50.0,37.98,0.6382,2.82,2.1202,33.33,17.50,22,11.00,5.49
36613,0.00,0.00,0.00,0.00,712,14.32,7,51,0.60,1071,16.59,43136,50.0,35.76,0.6360,2.82,2.0968,33.33,18.00,22,10.51,5.49
36718,0.00,0.00,0.00,0.00,712,14.32,7,51,0.59,1081,16.58,41216,50.0,35.12,0.6455,2.82,2.0665,33.33,18.00,22,10.40,8.24
36821,0.00,0.00,0.00,0.00,712,14.40,7,51,0.60,1113,16.13,40128,50.0,39.33,0.6408,2.82,2.3280,33.33,17.50,22,12.00,9.41
36926,0.00,0.00,0.00,0.00,712,14.32,7,51,0.63,1162,16.12,40000,50.0,40.76,0.6408,3.07,2.2123,33.33,15.00,22,13.08,4.71
37029,0.00,0.00,0.00,0.00,712,14.32,7,51,0.63,1169,16.11,36736,50.0,34.25,0.6430,2.82,1.9587,33.33,15.00,22,10.95,3.92
37134,0.00,0.00,0.00,0.00,712,14.40,7,51,0.59,1122,15.53,35200,50.0,30.12,0.6430,2.30,1.7092,33.33,15.00,22,8.94,3.92
37237,0.00,0.00,0.00,0.00,712,14.24,7,51,0.55,1055,15.52,37120,50.0,28.05,0.6598,2.30,1.5828,33.33,19.00,22,7.51,8.24
37341,0.00,0.00,0.00,0.00,712,14.32,7,51,0.55,1098,15.58,36480,50.0,65.62,0.6382,3.33,4.1283,33.33,14.50,22,14.62,42.35
37445,0.00,0.00,0.00,0.00,712,14.32,7,51,0.84,1404,15.59,36672,50.0,95.56,0.6335,5.89,5.6060,33.33,12.00,22,32.86,60.78
37549,0.00,0.00,0.00,0.00,712,14.32,7,51,1.16,1655,14.62,29952,50.0,94.37,0.6430,7.17,6.6015,66.67,11.00,22,43.36,25.10
37653,0.00,0.00,0.00,0.00,712,14.08,7,51,1.34,1884,15.57,36672,50.0,64.66,0.6382,6.14,5.0585,66.67,15.00,22,38.52,5.88
37757,0.00,0.00,0.00,0.00,712,14.32,7,51,1.20,1820,18.56,56384,50.0,41.16,0.6408,3.84,2.8170,33.33,15.00,22,25.98,4.31
37861,0.00,0.00,0.00,0.00,712,14.32,7,51,0.96,1650,17.14,46592,50.0,30.99,0.6478,2.56,1.7785,33.33,15.00,22,15.37,3.92
37965,0.00,0.00,0.00,0.00,712,14.32,7,51,0.74,1491,17.58,49664,50.0,26.15,0.6478,2.30,1.8140,33.33,19.50,22,10.70,13.73
38068,0.00,0.00,0.00,0.00,712,14.32,7,51,0.72,1556,14.12,27008,50.0,70.38,0.6430,4.10,4.3922,33.33,12.50,22,26.12,30.59
38173,0.00,0.00,0.00,0.00,712,14.32,7,51,1.06,1843,14.10,25280,50.0,92.86,0.6382,6.66,6.1418,33.33,9.50,22,47.78,42.35
38276,0.00,0.00,0.00,0.00,712,14.32,7,51,1.32,2168,12.86,18880,50.0,93.02,0.6360,6.91,6.2375,66.67,8.50,22,51.15,33.73
38381,0.00,0.00,0.00,0.00,712,14.40,7,51,1.39,2278,14.12,26944,50.0,68.48,0.6668,6.14,4.8380,66.67,10.50,22,49.59,6.27
38484,0.00,0.00,0.00,0.00,712,14.40,7,51,1.20,2148,15.13,33472,50.0,39.89,0.6312,0.77,0.0000,33.33,15.00,22,29.43,4.31
38589,0.00,0.00,0.00,0.00,712,14.40,7,51,0.90,2070,17.58,46592,50.0,27.26,0.6382,0.77,0.0000,33.33,15.00,22,15.48,3.92
38692,0.00,0.00,0.00,0.00,712,14.40,7,51,0.62,1935,14.58,28096,50.0,20.51,0.6430,1.79,1.1450,33.33,31.00,22,8.90,7.06
38797,0.00,0.00,0.00,0.00,712,14.32,7,51,0.51,2022,14.12,23808,50.0,80.55,0.6455,4.86,4.8422,33.33,17.50,22,33.77,56.08
38900,0.00,0.00,0.00,0.00,712,14.24,7,51,0.97,2300,13.57,22080,50.0,96.43,0.6360,6.14,5.8245,66.67,10.50,22,56.51,84.31
39005,0.00,0.00,0.00,0.00,712,14.32,7,51,1.30,2572,13.12,33408,50.0,96.91,0.6430,6.91,6.4945,66.67,9.00,22,63.44,100.00
39108,0.00,0.00,0.00,0.00,712,14.32,7,51,1.48,2824,16.00,53120,50.0,97.07,0.6408,7.42,6.9612,66.67,8.00,22,71.70,100.00
39213,0.00,0.00,0.00,0.00,712,14.32,7,51,1.58,3113,16.59,40064,50.0,96.99,0.6620,7.94,7.2435,66.67,8.00,22,81.00,100.00
39317,0.00,0.00,0.00,0.00,712,14.24,7,51,1.66,3323,15.41,35264,50.0,97.54,0.6573,8.19,7.4263,66.67,8.50,22,90.60,100.00
39421,0.00,0.00,0.00,0.00,712,14.16,7,51,1.72,3574,13.63,23424,50.0,98.50,0.6502,8.19,7.5235,66.67,9.00,22,99.69,100.00
39526,0.00,0.00,0.00,0.00,712,14.32,7,51,1.76,3827,13.55,23424,50.0,100.48,0.6455,8.19,7.5465,66.67,10.00,22,109.57,67.06
39630,0.00,0.00,0.00,0.00,712,14.32,7,51,1.68,3749,13.57,23552,50.0,57.99,0.6408,3.07,1.4765,66.67,15.50,22,75.92,6.27
39734,0.00,0.00,0.00,0.00,712,14.32,7,51,0.95,3550,13.59,23424,50.0,21.70,0.6360,0.77,0.0000,33.33,15.00,22,20.89,4.31
39837,0.00,0.00,0.00,0.00,712,14.32,7,51,0.45,3272,14.10,26880,50.0,11.69,0.6430,0.77,0.0000,33.33,15.00,22,9.61,3.92
39942,0.00,0.00,0.00,0.00,712,14.40,7,51,1.67,3014,15.10,33664,50.0,11.37,0.6360,0.51,0.0000,33.33,15.00,22,7.72,5.88
40046,0.00,0.00,0.00,0.00,712,14.40,7,51,0.72,2792,15.61,36608,50.0,10.34,0.6525,0.51,0.0000,33.33,15.00,22,500.00,5.88
40149,0.00,0.00,0.00,0.00,712,14.40,7,51,0.69,2620,16.11,40064,50.0,12.09,0.6335,0.51,0.0000,33.33,15.00,22,7.27,6.27
40254,0.00,0.00,0.00,0.00,712,14.32,7,51,0.38,2406,15.55,36480,50.0,13.28,0.6360,0.51,0.0000,33.33,15.00,22,7.12,5.88
40358,0.00,0.00,0.00,0.00,712,14.40,7,51,0.27,2206,14.36,28416,50.0,11.14,0.6408,0.77,0.0000,33.33,15.00,22,5.60,5.88
40461,0.00,0.00,0.00,0.00,712,14.16,7,51,0.21,2015,14.08,26880,50.0,12.96,0.6430,0.51,0.0000,33.33,15.00,22,5.83,5.10
40566,0.00,0.00,0.00,0.00,712,14.32,7,51,0.19,1794,14.11,27008,50.0,13.84,0.6382,0.51,0.0000,33.33,15.00,22,5.87,5.88
40669,0.00,0.00,0.00,0.00,712,14.40,7,51,0.19,1664,14.12,32320,50.0,14.95,0.6430,1.28,0.6345,33.33,15.00,22,6.06,3.53
40774,0.00,0.00,0.00,0.00,712,14.32,7,51,0.20,1537,15.12,39552,50.0,15.66,0.6408,1.28,0.6993,33.33,15.00,22,5.91,4.71
40879,0.00,0.00,0.00,0.00,712,14.32,7,51,0.21,1424,16.10,43136,50.0,16.22,0.6408,1.28,0.6887,33.33,15.00,22,5.48,4.31
40983,0.00,0.00,0.00,0.00,712,14.40,7,51,0.21,1310,16.68,46784,50.0,16.54,0.6430,1.28,0.7065,33.33,15.00,22,5.11,4.71
41087,0.00,0.00,0.00,0.00,712,14.32,7,51,0.22,1202,18.80,62656,0.0,17.57,0.6478,1.28,0.7260,33.33,15.00,22,4.92,4.71
41192,0.00,0.00,0.00,0.00,712,14.16,7,51,0.22,1111,0.00,62720,0.0,18.84,0.6550,1.54,0.7855,33.33,15.00,22,4.75,5.88
41296,0.00,0.00,0.00,0.00,712,14.40,7,51,0.23,1042,0.00,60032,0.0,21.78,0.6645,1.54,0.9000,33.33,15.00,22,5.02,6.27
41400,0.00,0.00,0.00,0.00,712,14.40,7,51,0.25,984,18.61,56320,50.0,25.27,0.6360,1.79,1.0428,33.33,15.00,22,5.78,6.27
41505,0.00,0.00,0.00,0.00,712,14.32,7,51,0.29,950,16.58,43136,50.0,27.73,0.6645,1.79,1.2112,33.33,15.00,22,6.35,6.27
41610,0.00,0.00,0.00,0.00,712,14.40,7,51,0.33,926,16.58,43136,50.0,30.04,0.6430,2.05,1.4062,33.33,15.00,22,7.11,6.27
41713,0.00,0.00,0.00,0.00,712,14.40,7,51,0.36,911,16.37,40128,50.0,32.10,0.6573,2.30,1.6055,33.33,15.00,22,7.75,6.27
41818,0.00,0.00,0.00,0.00,712,14.32,7,51,0.41,915,15.58,36672,50.0,33.69,0.6312,2.30,1.7910,33.33,15.00,22,8.58,6.27
41922,0.00,0.00,0.00,0.00,712,14.32,7,51,0.45,924,15.58,36608,50.0,35.28,0.6620,2.56,1.8987,33.33,15.00,22,8.84,6.27
42025,0.00,0.00,0.00,0.00,712,14.40,7,51,0.49,940,15.60,36416,50.0,36.39,0.6382,2.56,2.0095,33.33,15.00,22,9.37,6.27
42130,0.00,0.00,0.00,0.00,712,14.40,7,51,0.52,966,16.11,40128,50.0,37.11,0.6430,2.82,2.0880,33.33,15.00,22,9.71,6.27
42233,0.00,0.00,0.00,0.00,712,14.32,7,51,0.55,986,16.58,43264,50.0,37.50,0.6525,2.82,2.1385,33.33,15.00,22,10.06,6.27
42337,0.00,0.00,0.00,0.00,712,14.32,7,51,0.57,1003,17.13,46464,50.0,37.82,0.6312,2.82,2.1740,33.33,15.00,22,10.40,6.27
42442,0.00,0.00,0.00,0.00,712,14.32,7,51,0.59,1023,17.88,49152,50.0,37.82,0.6335,2.82,2.2027,33.33,15.00,22,10.62,6.67
42545,0.00,0.00,0.00,0.00,712,14.40,7,51,0.60,1050,16.86,42560,50.0,38.14,0.6598,2.82,2.2163,33.33,15.00,22,10.96,6.67
42649,0.00,0.00,0.00,0.00,712,14.40,7,51,0.61,1067,16.60,43136,50.0,37.98,0.6408,2.82,2.2140,33.33,15.00,22,11.03,6.67
42753,0.00,0.00,0.00,0.00,712,14.32,7,51,0.62,1090,16.57,43200,50.0,37.66,0.6360,2.82,2.1715,33.33,15.00,22,11.20,6.67
42858,0.00,0.00,0.00,0.00,712,14.32,7,51,0.62,1114,16.55,40320,50.0,37.34,0.6360,2.82,2.1590,33.33,15.00,22,11.32,7.06
42961,0.00,0.00,0.00,0.00,712,14.40,7,51,0.62,1136,16.12,39936,50.0,37.50,0.6573,2.82,2.1543,33.33,15.00,22,11.68,7.06
43065,0.00,0.00,0.00,0.00,712,14.40,7,51,0.62,1156,15.67,36544,50.0,37.27,0.6382,2.82,2.1427,33.33,15.00,22,11.80,7.06
43169,0.00,0.00,0.00,0.00,712,14.40,7,51,0.62,1169,15.58,36544,50.0,36.95,0.6382,2.82,2.1225,33.33,15.00,22,11.87,7.06
43273,0.00,0.00,0.00,0.00,712,14.40,7,51,0.62,1178,15.60,36480,50.0,36.39,0.6550,2.82,2.0950,33.33,15.00,22,11.89,7.06
43376,0.00,0.00,0.00,0.00,712,14.32,7,51,0.61,1182,15.57,36608,50.0,35.84,0.6382,2.82,2.0333,33.33,15.00,22,11.71,7.06
43481,0.00,0.00,0.00,0.00,712,14.32,7,51,0.60,1185,15.59,36672,50.0,35.52,0.6408,2.56,2.0020,33.33,15.00,22,11.64,7.06
43586,0.00,0.00,0.00,0.00,712,14.40,7,51,0.60,1186,15.60,36480,50.0,35.04,0.6382,2.56,1.9675,33.33,15.00,22,11.35,7.06
43689,0.00,0.00,0.00,0.00,712,14.40,7,51,0.59,1186,15.81,36736,50.0,34.72,0.6430,2.56,1.9658,33.33,15.00,22,11.34,7.06
43794,0.00,0.00,0.00,0.00,712,14.32,7,51,0.58,1188,15.58,36672,50.0,34.64,0.6382,2.56,1.9427,33.33,15.00,22,11.20,7.06
43898,0.00,0.00,0.00,0.00,712,14.32,7,51,0.58,1182,15.12,33408,50.0,34.80,0.6382,2.56,1.9313,33.33,15.00,22,11.31,7.06
44002,0.00,0.00,0.00,0.00,712,14.32,7,51,0.58,1182,14.56,30016,50.0,35.12,0.6645,2.56,1.9303,33.33,15.00,22,11.38,7.45
44107,0.00,0.00,0.00,0.00,712,14.16,7,51,0.58,1189,14.57,30080,50.0,35.60,0.6430,2.56,1.9378,33.33,15.00,22,11.57,7.06
44211,0.00,0.00,0.00,0.00,712,14.40,7,51,0.58,1198,14.60,29952,50.0,35.68,0.6382,2.56,1.9485,33.33,15.00,22,11.64,7.06
44315,0.00,0.00,0.00,0.00,712,14.40,7,51,0.59,1203,14.57,29952,50.0,35.76,0.6668,2.56,1.9575,33.33,15.00,22,11.83,7.45
44420,0.00,0.00,0.00,0.00,712,14.32,7,51,0.59,1206,14.58,30144,50.0,35.76,0.6382,2.56,1.9603,33.33,15.00,22,11.90,7.06
44525,0.00,0.00,0.00,0.00,712,14.32,7,51,0.59,1216,14.56,32896,50.0,35.68,0.6382,2.56,1.9650,33.33,15.00,22,12.03,7.06
44628,0.00,0.00,0.00,0.00,712,14.40,7,51,0.59,1223,14.85,31936,50.0,35.60,0.6430,2.56,1.9605,33.33,15.00,22,12.03,7.06
44733,0.00,0.00,0.00,0.00,712,14.32,7,51,0.59,1228,15.12,33600,50.0,35.60,0.6573,2.56,1.9570,33.33,15.00,22,12.05,7.06
44838,0.00,0.00,0.00,0.00,712,14.24,7,51,0.59,1230,15.15,33408,50.0,35.28,0.6430,2.56,1.9510,33.33,15.00,22,11.93,7.06
44941,0.00,0.00,0.00,0.00,712,14.32,7,51,0.59,1238,15.10,33472,50.0,35.28,0.6620,2.56,1.9447,33.33,15.00,22,11.97,7.06
45045,0.00,0.00,0.00,0.00,712,14.32,7,51,0.59,1242,15.55,36608,50.0,35.12,0.6478,2.56,1.9373,33.33,15.00,22,12.04,7.06
45149,0.00,0.00,0.00,0.00,712,14.32,7,51,0.58,1242,15.13,33472,50.0,34.96,0.6455,2.56,1.9275,33.33,15.00,22,11.90,7.06
45255,0.00,0.00,0.00,0.00,712,14.16,7,51,0.58,1238,15.58,36480,50.0,34.80,0.6430,2.56,1.9193,33.33,15.00,22,11.87,7.45
45360,0.00,0.00,0.00,0.00,712,14.32,7,51,0.58,1237,15.11,33600,50.0,34.80,0.6645,2.56,1.9155,33.33,15.00,22,12.00,7.45
45464,0.00,0.00,0.00,0.00,712,14.32,7,51,0.58,1239,15.13,33472,50.0,34.72,0.6455,2.56,1.9135,33.33,15.00,22,12.01,7.45
45568,0.00,0.00,0.00,0.00,712,14.40,7,51,0.58,1252,15.11,33536,50.0,34.80,0.6382,2.56,1.9125,33.33,15.00,22,11.98,7.45
45673,0.00,0.00,0.00,0.00,712,14.32,7,51,0.58,1252,15.34,35200,50.0,34.72,0.6455,2.56,1.9055,33.33,15.00,22,11.91,7.45
45776,0.00,0.00,0.00,0.00,712,14.40,7,51,0.58,1252,15.15,33472,50.0,34.80,0.6478,2.56,1.9042,33.33,15.00,22,11.98,7.45
45880,0.00,0.00,0.00,0.00,712,14.24,7,51,0.58,1257,15.09,33344,50.0,34.72,0.6455,2.56,1.9055,33.33,15.00,22,12.16,7.45
45984,0.00,0.00,0.00,0.00,712,14.32,7,51,0.58,1258,15.10,33664,50.0,34.80,0.6478,2.56,1.9073,33.33,15.00,22,12.24,7.45
46088,0.00,0.00,0.00,0.00,712,14.16,7,51,0.58,1260,15.13,33408,50.0,34.64,0.6598,2.56,1.9070,33.33,15.00,22,12.20,7.45
46193,0.00,0.00,0.00,0.00,712,14.32,7,51,0.58,1258,15.11,33408,50.0,34.64,0.6645,2.56,1.9020,33.33,15.00,22,12.08,7.45
46296,0.00,0.00,0.00,0.00,712,14.40,7,51,0.58,1256,15.10,35776,50.0,34.64,0.6455,2.56,1.8990,33.33,15.00,22,12.09,7.45
46400,0.00,0.00,0.00,0.00,712,14.32,7,51,0.58,1251,15.60,36608,50.0,34.64,0.6455,2.56,1.8965,33.33,15.00,22,11.97,7.45
46504,0.00,0.00,0.00,0.00,712,14.24,7,51,0.58,1256,15.58,33536,50.0,34.72,0.6408,2.56,1.8945,33.33,15.00,22,12.04,7.45
46608,0.00,0.00,0.00,0.00,712,14.40,7,51,0.58,1256,15.10,33536,50.0,34.57,0.6455,2.56,1.8938,33.33,15.00,22,12.11,7.45
46713,0.00,0.00,0.00,0.00,712,14.32,7,51,0.58,1264,14.89,31936,50.0,34.57,0.6408,2.56,1.8945,33.33,15.00,22,12.05,7.45
46817,0.00,0.00,0.00,0.00,712,14.16,7,51,0.58,1264,15.23,36416,50.0,34.64,0.6598,2.56,1.8940,33.33,15.00,22,12.02,7.45
46921,0.00,0.00,0.00,0.00,712,14.40,7,51,0.58,1251,15.16,33792,50.0,34.57,0.6645,2.56,1.8935,33.33,15.00,22,12.11,7.45
47024,0.00,0.00,0.00,0.00,712,14.32,7,51,0.58,1250,15.13,33472,50.0,34.64,0.6430,2.56,1.8940,33.33,15.00,22,12.03,7.45
47129,0.00,0.00,0.00,0.00,712,14.32,7,51,0.58,1252,15.57,36544,50.0,34.57,0.6455,2.56,1.8945,33.33,15.00,22,12.14,7.45
47232,0.00,0.00,0.00,0.00,712,14.24,7,51,0.58,1253,15.57,36608,50.0,34.64,0.6430,2.56,1.8950,33.33,15.00,22,11.96,7.45
47337,0.00,0.00,0.00,0.00,712,14.32,7,51,0.58,1252,15.60,36608,50.0,34.64,0.6408,2.56,1.8950,33.33,15.00,22,12.11,7.45
47441,0.00,0.00,0.00,0.00,712,14.40,7,51,0.58,1251,15.12,33408,50.0,34.72,0.6430,2.56,1.8950,33.33,15.00,22,12.02,7.45
47544,0.00,0.00,0.00,0.00,712,14.32,7,51,0.58,1252,15.10,33536,50.0,34.72,0.6455,2.56,1.8967,33.33,15.00,22,12.04,7.45
47649,0.00,0.00,0.00,0.00,712,14.24,7,51,0.58,1254,15.13,33600,50.0,34.64,0.6408,2.56,1.8980,33.33,15.00,22,12.05,7.45
47752,0.00,0.00,0.00,0.00,712,14.32,7,51,0.58,1257,15.59,36480,50.0,34.64,0.6382,2.56,1.8990,33.33,15.00,22,12.09,7.45
47856,0.00,0.00,0.00,0.00,712,14.40,7,51,0.58,1260,15.58,36608,50.0,34.49,0.6430,2.56,1.8982,33.33,15.00,22,12.04,7.45
47960,0.00,0.00,0.00,0.00,712,14.40,7,51,0.58,1266,15.67,36608,50.0,34.57,0.6478,2.56,1.8975,33.33,15.00,22,12.08,7.45
48065,0.00,0.00,0.00,0.00,712,14.40,7,51,0.58,1258,15.60,36416,50.0,34.57,0.6693,2.56,1.8967,33.33,15.00,22,12.11,7.45
48168,0.00,0.00,0.00,0.00,712,14.32,7,51,0.58,1250,15.56,35456,50.0,34.41,0.6408,2.56,1.8947,33.33,15.00,22,12.01,7.45
48273,0.00,0.00,0.00,0.00,712,14.40,7,51,0.58,1251,15.13,35904,50.0,34.64,0.6455,2.56,1.8933,33.33,15.00,22,12.01,7.45
48376,0.00,0.00,0.00,0.00,712,14.32,7,51,0.58,1257,15.60,33600,50.0,34.57,0.6430,2.56,1.8925,33.33,15.00,22,12.04,7.45
48481,0.00,0.00,0.00,0.00,712,14.40,7,51,0.57,1256,15.09,36480,50.0,34.64,0.6430,2.56,1.8918,33.33,15.00,22,12.00,7.45
48586,0.00,0.00,0.00,0.00,712,14.32,7,51,0.57,1261,15.51,33600,50.0,34.48,0.6478,2.56,1.8915,33.33,21.00,22,11.86,8.24
48689,0.00,0.00,0.00,0.00,712,14.32,7,51,0.58,1298,15.44,36544,50.0,44.33,0.6478,2.82,2.9188,33.33,16.00,22,14.51,27.45
48792,0.00,0.00,0.00,0.00,712,14.32,7,51,0.81,1552,15.54,35072,50.0,93.57,0.6455,6.14,5.6963,33.33,14.00,22,38.89,47.84
48897,0.00,0.00,0.00,0.00,712,14.32,7,51,1.18,1867,14.89,32000,50.0,92.86,0.6360,6.91,6.3595,66.67,11.50,22,48.50,27.84
49000,0.00,0.00,0.00,0.00,712,14.32,7,51,1.35,2062,17.09,46656,50.0,66.89,0.6382,6.14,4.9078,66.67,12.50,22,44.35,6.27
49105,0.00,0.00,0.00,0.00,712,14.32,7,51,1.20,1960,0.00,59904,0.0,40.84,0.6408,3.84,2.5253,33.33,15.00,22,27.54,4.31
49208,0.00,0.00,0.00,0.00,712,14.32,7,51,0.94,1914,16.57,43264,50.0,29.16,0.6408,0.77,0.0000,33.33,15.00,22,15.88,3.92
49312,0.00,0.00,0.00,0.00,712,14.32,7,52,0.69,1818,16.14,40064,50.0,21.78,0.6430,0.77,0.0000,33.33,15.00,22,9.52,7.06
49417,0.00,0.00,0.00,0.00,712,14.32,7,52,0.51,1716,14.11,26880,50.0,21.86,0.6455,1.79,1.1455,33.33,31.00,22,9.24,5.10
49520,0.00,0.00,0.00,0.00,712,14.24,7,52,0.42,1644,13.57,23552,50.0,27.18,0.6478,2.05,1.9223,33.33,27.50,22,10.14,21.96
49625,0.00,0.00,0.00,0.00,712,14.32,7,52,0.64,1848,13.84,24960,50.0,90.71,0.6478,6.14,5.5143,33.33,14.50,22,42.98,54.12
49728,0.00,0.00,0.00,0.00,712,14.32,7,52,1.08,2128,13.57,23424,50.0,95.00,0.6382,6.40,5.9910,66.67,11.50,22,52.16,67.06
49832,0.00,0.00,0.00,0.00,712,14.32,7,52,1.33,2432,14.09,27008,50.0,95.48,0.6360,6.91,6.4573,66.67,10.00,22,59.33,70.98
49936,0.00,0.00,0.00,0.00,712,14.32,7,52,1.46,2723,18.13,53248,50.0,95.48,0.6382,7.42,6.7755,66.67,9.50,22,67.17,70.98
50040,0.00,0.00,0.00,0.00,712,14.32,7,52,1.55,2986,18.12,52480,50.0,95.72,0.6408,7.68,7.0265,66.67,9.00,22,75.93,71.76
50144,0.00,0.00,0.00,0.00,712,14.32,7,52,1.61,3226,15.59,30976,50.0,95.80,0.6550,7.94,7.2095,66.67,9.00,22,85.94,64.31
50248,0.00,0.00,0.00,0.00,712,14.24,7,52,1.65,3379,14.12,24000,50.0,82.77,0.6455,6.40,4.0628,66.67,12.50,22,87.08,9.80
50352,0.00,0.00,0.00,0.00,712,14.40,7,52,1.24,3206,13.57,20544,50.0,32.90,0.6382,1.79,0.0000,33.33,32.00,22,33.05,5.10
50456,0.00,0.00,0.00,0.00,712,14.16,7,52,0.68,2978,13.11,29760,50.0,16.78,0.6408,0.77,0.0000,33.33,15.00,22,12.89,4.31
50560,0.00,0.00,0.00,0.00,712,14.32,7,52,0.37,2725,14.59,30016,50.0,11.14,0.6360,0.51,0.0000,33.33,15.00,22,7.60,6.67
