Time (msec),AVLS Bank 0 Software Mode (D2WD610H diagnostic)* (AVLS mode (1 low; 3 high)),AVLS Bank 1 Software Mode (D2WD610H diagnostic)* (AVLS mode (1 low; 3 high)),Accelerator Pedal Angle (%),Committed AVLS VE State (D2WD610H master)* (AVLS mode (1 low; 3 high)),Coolant Temperature (C),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),Feedback Knock Correction (4-byte)* (degrees),Fine Learning Knock Correction (4-byte)* (degrees),Fuel Injector #1 Pulse Width (ms),IAM (4-byte)* (multiplier),Ignition Total Timing (degrees),Injector Inhibit Word (D2WD610H diagnostic)* (raw inhibit word),Lean Fuel Cut State (D2WD610H master)* (state (0 idle; 1 delay; 2 monitor; 3 cut)),Oil Switching Solenoid Valve (OSV) Current (Left) (mA),Oil Switching Solenoid Valve (OSV) Current (Right) (mA),Oil Switching Solenoid Valve (OSV) Duty (Left) (%),Oil Switching Solenoid Valve (OSV) Duty (Right) (%),Oil Temperature (C),SD Native MAP Input (D2WD610H diagnostic)* (kPa absolute),Selected Barometric Estimate (D2WD610H diagnostic)* (kPa absolute),Throttle Opening Angle (%),Vehicle Speed (km/h)
36715,1,1,0.00,1,51,974,15.61,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.211,95.162,5.10,0
36819,1,1,0.00,1,51,972,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
36923,1,1,0.00,1,51,973,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.211,95.162,5.10,0
37026,1,1,0.00,1,51,974,15.62,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
37131,1,1,0.00,1,51,976,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,31.944,95.162,5.10,0
37235,1,1,0.00,1,51,974,15.82,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,31.995,95.162,5.10,0
37338,1,1,0.00,1,51,971,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,31.995,95.162,5.10,0
37443,1,1,0.00,1,51,974,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
37547,1,1,0.00,1,51,970,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
37650,1,1,0.00,1,51,971,15.61,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
37754,1,1,0.00,1,51,969,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,31.913,95.162,5.10,0
37859,1,1,0.00,1,51,967,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
37962,1,1,0.00,1,51,959,15.61,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.631,95.162,5.10,0
38066,1,1,0.00,1,51,963,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.631,95.162,5.10,0
38171,1,1,0.00,1,51,956,15.35,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.548,95.162,5.10,0
38275,1,1,0.00,1,51,957,15.36,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.631,95.162,5.10,0
38379,1,1,0.00,1,51,961,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.631,95.162,5.10,0
38483,1,1,0.00,1,51,964,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.631,95.162,5.10,0
38587,1,1,0.00,1,51,960,15.61,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.631,95.162,5.10,0
38690,1,1,0.00,1,51,966,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.631,95.162,5.10,0
38794,1,1,0.00,1,51,966,15.61,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
38899,1,1,0.00,1,51,971,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
39002,1,1,0.00,1,51,974,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
39107,1,1,0.00,1,51,976,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
39211,1,1,0.00,1,51,975,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
39314,1,1,0.00,1,51,977,16.10,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.211,95.162,5.10,0
39418,1,1,0.00,1,52,974,15.67,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.211,95.162,5.10,0
39523,1,1,0.00,1,52,975,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
39626,1,1,0.00,1,52,969,15.88,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
39730,1,1,0.00,1,52,968,15.69,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
39835,1,1,0.00,1,52,964,15.61,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
39939,1,1,0.00,1,52,958,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
40043,1,1,0.00,1,52,962,15.62,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.846,95.162,5.10,0
40147,1,1,0.00,1,52,961,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
40251,1,1,0.00,1,52,966,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
40354,1,1,0.00,1,52,970,15.35,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
40459,1,1,0.00,1,52,974,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
40563,1,1,0.00,1,52,963,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
40667,1,1,0.00,1,52,969,15.61,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.631,95.162,5.10,0
40770,1,1,0.00,1,52,966,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.631,95.162,5.10,0
40875,1,1,0.00,1,52,969,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
40979,1,1,0.00,1,52,971,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.231,95.162,5.10,0
41082,1,1,0.00,1,52,968,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
41186,1,1,0.00,1,52,965,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
41290,1,1,0.00,1,52,970,15.61,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.231,95.162,5.10,0
41394,1,1,0.00,1,52,964,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
41498,1,1,0.00,1,52,970,15.91,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
41603,1,1,0.00,1,52,971,15.82,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
41706,1,1,0.00,1,52,972,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
41811,1,1,0.00,1,52,968,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
41914,1,1,0.00,1,52,961,15.61,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.846,95.162,5.10,0
42018,1,1,0.00,1,52,950,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.897,95.162,5.10,0
42121,1,1,0.00,1,52,953,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.897,95.162,5.10,0
42226,1,1,0.00,1,52,959,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.897,95.162,5.10,0
42329,1,1,0.00,1,52,961,15.56,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.897,95.162,5.10,0
42433,1,1,0.00,1,52,958,15.34,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.815,95.162,5.10,0
42538,1,1,0.00,1,52,963,15.54,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.897,95.162,5.10,0
42641,1,1,0.00,1,52,964,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.897,95.162,5.10,0
42745,1,1,0.00,1,52,968,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.846,95.162,5.10,0
42850,1,1,0.00,1,52,974,15.61,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
42953,1,1,0.00,1,52,975,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
43057,1,1,0.00,1,52,972,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
43161,1,1,0.00,1,52,978,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
43265,1,1,0.00,1,52,972,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
43369,1,1,0.00,1,52,970,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
43472,1,1,0.00,1,52,971,15.61,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
43577,1,1,0.00,1,52,970,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
43681,1,1,0.00,1,52,970,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
43784,1,1,0.00,1,52,970,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
43889,1,1,0.00,1,52,976,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
43992,1,1,0.00,1,52,974,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
44097,1,1,0.00,1,52,978,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,31.995,95.162,5.10,0
44200,1,1,0.00,1,52,978,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,31.995,95.162,5.10,0
44304,1,1,0.00,1,52,978,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,31.995,95.162,5.10,0
44408,1,1,0.00,1,52,974,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
44512,1,1,0.00,1,52,978,15.52,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.211,95.162,5.10,0
44616,1,1,0.00,1,52,972,15.36,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.611,95.162,5.10,0
44720,1,1,0.00,1,52,971,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.211,95.162,5.10,0
44824,1,1,0.00,1,52,974,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.211,95.162,5.10,0
44928,1,1,0.00,1,52,972,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.211,95.162,5.10,0
45032,1,1,0.00,1,52,965,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
45136,1,1,0.00,1,52,968,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
45240,1,1,0.00,1,52,964,15.61,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
45344,1,1,0.00,1,52,967,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
45448,1,1,0.00,1,52,967,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
45552,1,1,0.00,1,52,969,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
45656,1,1,0.00,1,52,970,16.07,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
45760,1,1,0.00,1,52,968,15.82,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
45863,1,1,0.00,1,52,974,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
45968,1,1,0.00,1,52,968,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
46073,1,1,0.00,1,52,970,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
46177,1,1,0.00,1,52,973,16.13,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
46281,1,1,0.00,1,52,972,16.11,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
46385,1,1,0.00,1,52,971,16.11,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
46489,1,1,0.00,1,52,972,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
46593,1,1,0.00,1,52,970,15.55,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
46697,1,1,0.00,1,52,970,15.33,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
46801,1,1,0.00,1,52,969,15.61,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
46904,1,1,0.00,1,52,969,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
47009,1,1,0.00,1,52,966,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
47113,1,1,0.00,1,52,967,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
47216,1,1,0.00,1,52,966,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.928,95.162,5.10,0
47321,1,1,0.00,1,52,968,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
47427,1,1,0.00,1,52,969,15.61,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.928,95.162,5.10,0
47529,1,1,0.00,1,52,969,15.56,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
47632,1,1,0.00,1,52,963,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
47736,1,1,0.00,1,52,966,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
47840,1,1,0.00,1,52,960,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.846,95.162,5.10,0
47944,1,1,0.00,1,52,961,16.36,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
48048,1,1,0.00,1,52,966,16.39,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.846,95.162,5.10,0
48152,1,1,0.00,1,52,967,16.10,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
48256,1,1,0.00,1,52,974,16.12,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
48360,1,1,0.00,1,52,966,16.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
48464,1,1,0.00,1,52,974,16.12,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
48568,1,1,0.00,1,52,969,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
48671,1,1,0.00,1,52,972,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
48775,1,1,0.00,1,52,973,15.33,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
48880,1,1,0.00,1,52,968,15.89,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
48983,1,1,0.00,1,52,968,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
49088,1,1,0.00,1,52,972,16.11,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
49191,1,1,0.00,1,52,969,15.61,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
49295,1,1,0.00,1,52,969,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
49400,1,1,0.00,1,52,966,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
49503,1,1,0.00,1,52,965,15.61,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
49607,1,1,0.00,1,52,967,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
49712,1,1,0.00,1,52,970,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
49815,1,1,0.00,1,52,970,15.61,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
49920,1,1,0.00,1,52,972,16.11,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
50024,1,1,0.00,1,52,972,16.12,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
50129,1,1,0.00,1,52,971,16.38,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
50232,1,1,0.00,1,52,959,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
50337,1,1,0.00,1,52,964,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
50441,1,1,0.00,1,52,959,16.14,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.846,95.162,5.10,0
50544,1,1,0.00,1,52,960,16.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.846,95.162,5.10,0
50649,1,1,0.00,1,52,965,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.846,95.162,5.10,0
50753,1,1,0.00,1,52,968,15.61,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.928,95.162,5.10,0
50857,1,1,0.00,1,52,966,16.09,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
50961,1,1,0.00,1,52,964,15.87,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
51066,1,1,0.00,1,52,970,15.61,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
51169,1,1,0.00,1,52,960,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
51274,1,1,0.00,1,52,966,15.87,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
51377,1,1,0.00,1,52,965,15.69,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
51481,1,1,0.00,1,52,967,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
51584,1,1,0.00,1,52,966,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
51689,1,1,0.00,1,52,970,16.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
51793,1,1,0.00,1,52,966,16.11,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
51897,1,1,0.00,1,52,968,15.61,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
52000,1,1,0.00,1,52,970,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
52105,1,1,0.00,1,52,968,16.11,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
52208,1,1,0.00,1,52,965,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
52313,1,1,0.00,1,52,969,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
52416,1,1,0.00,1,52,962,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
52520,1,1,0.00,1,52,965,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
52624,1,1,0.00,1,52,965,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
52729,1,1,0.00,1,52,964,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
52832,1,1,0.00,1,52,960,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
52937,1,1,0.00,1,52,966,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
53040,1,1,0.00,1,52,959,15.87,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
53144,1,1,0.00,1,52,962,15.37,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
53248,1,1,0.00,1,52,961,15.81,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.231,95.162,5.10,0
53352,1,1,0.00,1,52,963,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
53455,1,1,0.00,1,52,961,16.11,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
53560,1,1,0.00,1,52,965,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
53664,1,1,0.00,1,52,960,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.631,95.162,5.10,0
53768,1,1,0.00,1,52,962,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
53871,1,1,0.00,1,52,964,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.231,95.162,5.10,0
53975,1,1,0.00,1,52,962,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.231,95.162,5.10,0
54080,1,1,0.00,1,52,958,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.231,95.162,5.10,0
54184,1,1,0.00,1,52,961,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
54287,1,1,0.00,1,52,954,15.80,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.631,95.162,5.10,0
54391,1,1,0.00,1,52,956,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.631,95.162,5.10,0
54496,1,1,0.00,1,52,955,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.548,95.162,5.10,0
54599,1,1,0.00,1,52,958,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.631,95.162,5.10,0
54703,1,1,0.00,1,52,958,16.12,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.631,95.162,5.10,0
54807,1,1,0.00,1,52,961,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.631,95.162,5.10,0
54911,1,1,0.00,1,52,958,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.631,95.162,5.10,0
55015,1,1,0.00,1,52,956,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.631,95.162,5.10,0
55119,1,1,0.00,1,52,960,15.56,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
55222,1,1,0.00,1,52,959,15.36,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.631,95.162,5.10,0
55327,1,1,0.00,1,52,954,15.56,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
55431,1,1,0.00,1,52,956,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.846,95.162,5.10,0
