Time (msec),Battery Voltage (V),CL/OL Fueling* (status),Committed AVLS VE State (D2WD610H master)* (AVLS mode (1 low; 3 high)),Coolant Temperature (C),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),External Wideband Input ADC (D2WD610H master)* (ADC counts),Factory Processed MAP (4-byte)* (psi absolute),Final Fueling Base (4-byte)* (fuel-air equivalence ratio),Fuel Injector #1 Latency (4-byte)* (ms),Fuel Injector #1 Pulse Width (ms),Fuel Injector #1 Pulse Width (4-byte)* (ms),Fuel Pump Duty (%),Ignition Total Timing (degrees),Intake Air Temperature (C),Mass Airflow (g/s),Throttle Opening Angle (%),Transient Load Fuel Correction (D2WD610H diagnostic)* (raw additive factor)
125054,14.40,7,1,39,0.68,1334,14.19,27072,5.70,1.01,0.6382,2.82,2.2550,33.33,15.00,22,15.11,8.63,0.0000
125158,14.48,7,1,39,0.68,1335,14.34,28352,5.69,1.01,0.6573,2.82,2.2550,33.33,15.00,22,15.12,8.63,0.0000
125262,14.40,7,1,39,0.68,1340,14.58,28864,5.70,1.01,0.6335,2.82,2.2532,33.33,15.00,22,15.20,8.63,0.0000
125365,14.48,7,1,39,0.68,1330,14.61,30080,5.70,1.01,0.6382,2.82,2.2528,33.33,15.00,22,15.06,8.63,0.0000
125470,14.40,7,1,39,0.68,1337,14.17,29760,5.69,1.01,0.6408,2.82,2.2540,33.33,15.00,22,15.15,8.63,0.0000
125574,14.48,7,1,39,0.68,1346,14.10,27008,5.69,1.01,0.6430,2.82,2.2532,33.33,15.00,22,15.14,8.63,0.0000
125679,14.40,7,1,39,0.68,1344,14.07,27008,5.69,1.01,0.6408,2.82,2.2520,33.33,15.00,22,15.11,8.63,0.0000
125781,14.48,7,1,39,0.68,1339,14.10,26880,5.68,1.01,0.6430,2.82,2.2502,33.33,15.00,22,15.19,8.63,0.0000
125885,14.48,7,1,39,0.68,1339,14.12,27072,5.68,1.01,0.6288,2.82,2.2455,33.33,15.00,22,15.03,8.63,0.0000
125990,14.48,7,1,39,0.68,1339,14.60,28416,5.68,1.01,0.6550,2.82,2.2475,33.33,15.00,22,15.18,8.63,0.0000
126093,14.48,7,1,39,0.68,1345,14.10,29696,5.68,1.01,0.6312,2.82,2.2473,33.33,15.00,22,15.13,8.63,0.0000
126198,14.32,7,1,39,0.68,1344,15.36,27712,5.68,1.01,0.6478,2.82,2.2425,33.33,15.00,22,15.11,8.63,0.0000
126301,14.40,7,1,39,0.68,1342,14.07,30080,5.67,1.01,0.6360,2.82,2.2433,33.33,15.00,22,15.22,8.63,0.0000
126406,14.40,7,1,39,0.68,1334,14.09,26816,5.67,1.01,0.6382,2.82,2.2425,33.33,15.00,22,14.97,8.63,0.0000
126509,14.40,7,1,39,0.68,1342,14.09,27072,5.68,1.01,0.6455,2.82,2.2445,33.33,15.00,22,15.23,8.63,0.0000
126614,14.32,7,1,39,0.68,1339,14.18,26944,5.68,1.01,0.6408,2.82,2.2435,33.33,15.00,22,15.03,8.63,0.0000
126717,14.40,7,1,39,0.68,1343,14.09,26624,5.66,1.01,0.6382,2.82,2.2448,33.33,15.00,22,15.09,8.63,0.0000
126820,14.32,7,1,39,0.68,1342,14.08,27072,5.67,1.01,0.6382,2.82,2.2415,33.33,15.00,22,15.23,8.63,0.0000
126925,14.32,7,1,39,0.68,1335,14.59,30144,5.67,1.01,0.6288,2.82,2.2412,33.33,15.00,22,14.98,8.63,0.0000
127028,14.40,7,1,39,0.68,1334,14.63,29952,5.68,1.01,0.6550,2.82,2.2445,33.33,15.00,22,15.10,8.63,0.0000
127132,14.40,7,1,39,0.68,1340,14.54,30144,5.68,1.01,0.6382,2.82,2.2448,33.33,15.00,22,15.05,8.63,0.0000
127236,14.32,7,1,39,0.68,1335,14.36,30080,5.69,1.01,0.6335,2.82,2.2455,33.33,15.00,22,15.12,8.63,0.0000
127341,14.40,7,1,39,0.68,1334,14.53,28288,5.69,1.01,0.6382,2.82,2.2462,33.33,15.00,22,15.05,8.63,0.0000
127444,14.40,7,1,39,0.68,1335,14.58,30144,5.68,1.01,0.6620,2.82,2.2470,33.33,15.00,22,14.98,8.63,0.0000
127549,14.48,7,1,39,0.68,1344,14.59,30016,5.69,1.01,0.6288,2.82,2.2480,33.33,15.00,22,15.25,8.63,0.0000
127654,14.40,7,1,39,0.68,1333,14.57,29952,5.69,1.01,0.6430,2.82,2.2462,33.33,15.00,22,15.09,8.63,0.0000
127758,14.48,7,1,39,0.68,1332,14.57,30144,5.68,1.01,0.6408,2.82,2.2473,33.33,15.00,22,15.08,8.63,0.0000
127861,14.40,7,1,39,0.68,1340,14.07,29952,5.68,1.01,0.6312,2.82,2.2490,33.33,15.00,22,15.20,8.63,0.0000
127965,14.48,7,1,39,0.68,1336,14.11,26624,5.69,1.01,0.6502,2.82,2.2485,33.33,15.00,22,15.14,8.63,0.0000
128070,14.40,7,1,39,0.68,1338,14.30,26944,5.69,1.01,0.6335,2.82,2.2483,33.33,15.00,22,15.17,8.63,0.0000
128173,14.48,7,1,39,0.68,1343,14.59,29056,5.69,1.01,0.6455,2.82,2.2492,33.33,15.00,22,15.24,8.63,0.0000
128277,14.40,7,1,39,0.68,1341,14.10,27904,5.69,1.01,0.6382,2.82,2.2488,33.33,15.00,22,15.21,8.63,0.0000
128380,14.48,7,1,39,0.68,1332,14.58,29824,5.67,1.01,0.6408,2.82,2.2473,33.33,15.00,22,14.94,8.63,0.0000
128485,14.48,7,1,39,0.68,1341,14.53,30016,5.68,1.01,0.6288,2.82,2.2458,33.33,15.00,22,15.06,8.63,0.0000
128588,14.40,7,1,39,0.68,1337,14.57,29696,5.68,1.01,0.6573,2.82,2.2465,33.33,15.00,22,15.15,8.63,0.0000
128693,14.48,7,1,39,0.68,1342,14.58,29952,5.67,1.01,0.6335,2.82,2.2450,33.33,15.00,22,15.09,8.63,0.0000
128797,14.32,7,1,39,0.68,1351,14.60,30016,5.66,1.01,0.6478,2.82,2.2435,33.33,15.00,22,15.21,8.63,0.0000
128900,14.48,7,1,39,0.68,1349,14.58,29760,5.65,1.01,0.6335,2.82,2.2408,33.33,15.00,22,15.17,8.63,0.0000
129005,14.32,7,1,39,0.68,1339,14.57,30144,5.65,1.01,0.6502,2.82,2.2385,33.33,15.00,22,15.03,8.63,0.0000
129108,14.48,7,1,40,0.68,1349,14.61,30080,5.65,1.01,0.6360,2.82,2.2368,33.33,15.00,22,15.17,8.63,0.0000
129213,14.32,7,1,40,0.68,1345,14.17,29952,5.65,1.01,0.6478,2.82,2.2363,33.33,15.00,22,15.12,8.63,0.0000
129317,14.48,7,1,40,0.67,1349,14.39,26688,5.64,1.01,0.6360,2.82,2.2330,33.33,15.00,22,15.03,8.63,0.0000
129420,14.40,7,1,40,0.67,1345,14.35,28416,5.64,1.01,0.6478,2.82,2.2320,33.33,15.00,22,15.12,8.63,0.0000
129525,14.48,7,1,40,0.67,1339,14.64,29824,5.65,1.01,0.6360,2.82,2.2320,33.33,15.00,22,15.03,8.63,0.0000
129628,14.16,7,1,40,0.67,1331,14.57,30144,5.65,1.01,0.6360,2.82,2.2350,33.33,15.00,22,15.07,8.63,0.0000
129732,14.40,7,1,40,0.68,1340,14.59,30080,5.67,1.01,0.6360,2.82,2.2380,33.33,15.00,22,15.06,8.63,0.0000
129836,14.32,7,1,40,0.68,1331,14.10,30080,5.68,1.01,0.6408,2.82,2.2397,33.33,15.00,22,15.07,8.63,0.0000
129940,14.32,7,1,40,0.68,1334,14.57,26880,5.68,1.01,0.6335,2.82,2.2430,33.33,15.00,22,15.11,8.63,0.0000
130043,14.40,7,1,40,0.68,1338,14.18,30016,5.69,1.01,0.6382,2.82,2.2448,33.33,15.00,22,15.16,8.63,0.0000
130148,14.40,7,1,40,0.68,1337,14.16,26624,5.69,1.01,0.6360,2.82,2.2460,33.33,15.00,22,15.16,8.63,0.0000
130252,14.40,7,1,40,0.68,1338,14.36,28864,5.68,1.01,0.6360,2.82,2.2465,33.33,15.00,22,15.20,8.63,0.0000
130355,14.40,7,1,40,0.68,1343,15.14,33152,5.68,1.01,0.6360,2.82,2.2483,33.33,15.00,22,15.15,8.63,0.0000
130460,14.40,7,1,40,0.68,1336,14.63,29952,5.68,1.01,0.6598,2.82,2.2465,33.33,15.00,22,15.09,8.63,0.0000
130563,14.40,7,1,40,0.68,1330,14.57,30144,5.68,1.01,0.6288,2.82,2.2452,33.33,15.00,22,14.91,8.63,0.0000
130668,14.40,7,1,40,0.68,1340,14.54,29952,5.69,1.01,0.6430,2.82,2.2462,33.33,15.00,22,15.06,8.63,0.0000
130771,14.48,7,1,40,0.68,1343,14.57,29696,5.69,1.01,0.6360,2.82,2.2477,33.33,15.00,22,15.24,8.63,0.0000
130876,14.40,7,1,40,0.68,1340,14.57,30144,5.69,1.01,0.6360,2.82,2.2490,33.33,15.00,22,15.20,8.63,0.0000
130980,14.48,7,1,40,0.68,1339,14.60,30016,5.68,1.01,0.6408,2.82,2.2500,33.33,15.00,22,15.18,8.63,0.0000
131083,14.40,7,1,40,0.68,1346,14.58,29696,5.68,1.01,0.6382,2.82,2.2477,33.33,15.00,22,15.14,8.63,0.0000
131188,14.48,7,1,40,0.68,1334,14.57,30144,5.67,1.01,0.6573,2.82,2.2465,33.33,15.00,22,15.11,8.63,0.0000
131291,14.40,7,1,40,0.68,1341,14.61,30080,5.68,1.01,0.6382,2.82,2.2470,33.33,15.00,22,15.06,8.63,0.0000
131395,14.48,7,1,40,0.68,1348,14.55,29696,5.68,1.01,0.6455,2.82,2.2470,33.33,15.00,22,15.31,8.63,0.0000
131500,14.40,7,1,40,0.68,1341,14.33,28864,5.68,1.01,0.6360,2.82,2.2450,33.33,15.00,22,15.06,8.63,0.0000
131603,14.48,7,1,40,0.68,1343,14.61,28416,5.68,1.01,0.6408,2.82,2.2455,33.33,15.00,22,15.24,8.63,0.0000
131707,14.48,7,1,40,0.68,1346,14.64,29760,5.65,1.01,0.6360,2.82,2.2443,33.33,15.00,22,15.28,8.63,0.0000
131812,14.48,7,1,40,0.68,1338,14.57,30080,5.68,1.01,0.6382,2.82,2.2433,33.33,15.00,22,15.01,8.63,0.0000
131916,14.40,7,1,40,0.68,1339,14.07,30016,5.68,1.01,0.6360,2.82,2.2425,33.33,15.00,22,15.03,8.63,0.0000
132021,14.48,7,1,40,0.68,1348,14.10,26624,5.68,1.01,0.6408,2.82,2.2435,33.33,15.00,22,15.17,8.63,0.0000
132126,14.40,7,1,40,0.68,1348,14.58,28928,5.68,1.01,0.6408,2.82,2.2428,33.33,15.00,22,15.17,8.63,0.0000
132229,14.48,7,1,40,0.68,1340,14.60,30144,5.66,1.01,0.6408,2.82,2.2403,33.33,15.00,22,15.06,8.63,0.0000
132333,14.40,7,1,40,0.68,1342,14.58,29696,5.67,1.01,0.6360,2.82,2.2395,33.33,15.00,22,15.08,8.63,0.0000
132438,14.40,7,1,40,0.68,1336,14.81,30144,5.66,1.01,0.6573,2.82,2.2390,33.33,15.00,22,14.99,8.63,0.0000
132541,14.40,7,1,40,0.68,1341,14.61,31680,5.67,1.01,0.6335,2.82,2.2403,33.33,15.00,22,15.06,8.63,0.0000
132645,14.40,7,1,40,0.68,1346,14.58,29696,5.68,1.01,0.6525,2.82,2.2400,33.33,15.00,22,15.28,8.63,0.0000
132749,14.40,7,1,40,0.68,1338,14.57,30144,5.66,1.01,0.6360,2.82,2.2397,33.33,15.00,22,15.02,8.63,0.0000
132853,14.16,7,1,40,0.68,1336,14.60,30016,5.67,1.01,0.6408,2.82,2.2403,33.33,15.00,22,15.13,8.63,0.0000
132958,14.40,7,1,40,0.68,1344,14.58,29760,5.67,1.01,0.6382,2.82,2.2420,33.33,15.00,22,15.11,8.63,0.0000
133061,14.48,7,1,40,0.68,1337,14.58,30144,5.68,1.01,0.6382,2.82,2.2433,33.33,15.00,22,15.15,8.63,0.0000
133164,14.40,7,1,40,0.68,1341,14.61,30080,5.68,1.01,0.6408,2.82,2.2420,33.33,15.00,22,15.06,8.63,0.0000
133269,14.32,7,1,40,0.68,1349,14.64,29696,5.67,1.01,0.6430,2.82,2.2403,33.33,15.00,22,15.32,8.63,0.0000
133373,14.40,7,1,40,0.68,1345,14.58,29952,5.67,1.01,0.6382,2.82,2.2393,33.33,15.00,22,15.12,8.63,0.0000
133476,14.32,7,1,40,0.68,1346,14.60,29952,5.66,1.01,0.6430,2.82,2.2380,33.33,15.00,22,15.13,8.63,0.0000
133581,14.40,7,1,40,0.68,1356,14.34,29760,5.65,1.01,0.6382,2.82,2.2378,33.33,15.00,22,15.27,8.63,0.0000
133685,14.48,7,1,40,0.68,1344,14.33,28544,5.65,1.01,0.6408,2.82,2.2360,33.33,15.00,22,15.11,8.63,0.0000
133788,14.40,7,1,40,0.67,1348,14.61,30080,5.66,1.01,0.6408,2.82,2.2348,33.33,15.00,22,15.01,8.63,0.0000
133892,14.48,7,1,40,0.67,1346,14.58,29696,5.65,1.01,0.6382,2.82,2.2330,33.33,15.00,22,15.13,8.63,0.0000
133997,14.40,7,1,40,0.67,1340,14.11,29504,5.65,1.01,0.6382,2.82,2.2357,33.33,15.00,22,15.06,8.63,0.0000
134101,14.32,7,1,40,0.68,1339,14.07,26880,5.66,1.01,0.6430,2.82,2.2370,33.33,15.00,22,15.03,8.63,0.0000
134204,14.40,7,1,40,0.67,1342,14.58,29632,5.65,1.01,0.6312,2.82,2.2342,33.33,15.00,22,15.08,8.63,0.0000
134309,14.32,7,1,40,0.67,1336,14.11,27136,5.65,1.01,0.6573,2.82,2.2355,33.33,15.00,22,15.14,8.63,0.0000
134412,14.40,7,1,40,0.68,1340,14.28,27008,5.66,1.01,0.6360,2.82,2.2388,33.33,15.00,22,15.04,8.63,0.0000
134517,14.40,7,1,40,0.68,1340,14.57,29760,5.68,1.01,0.6382,2.82,2.2415,33.33,15.00,22,15.20,8.63,0.0000
134620,14.40,7,1,40,0.68,1339,14.87,31552,5.68,1.01,0.6408,2.82,2.2400,33.33,15.00,22,15.03,8.63,0.0000
134724,14.24,7,1,40,0.68,1338,14.60,29952,5.68,1.01,0.6408,2.82,2.2430,33.33,15.00,22,15.17,8.63,0.0000
134827,14.40,7,1,40,0.68,1345,14.55,29824,5.68,1.01,0.6408,2.82,2.2460,33.33,15.00,22,15.27,8.63,0.0000
134932,14.32,7,1,40,0.68,1335,14.57,30016,5.67,1.01,0.6408,2.82,2.2430,33.33,15.00,22,14.98,8.63,0.0000
135036,14.32,7,1,40,0.68,1336,14.60,30144,5.68,1.01,0.6335,2.82,2.2450,33.33,15.00,22,15.13,8.63,0.0000
135140,14.40,7,1,40,0.68,1338,14.63,29952,5.69,1.01,0.6478,2.82,2.2462,33.33,15.00,22,15.18,8.63,0.0000
135244,14.40,7,1,40,0.68,1335,14.57,30144,5.69,1.01,0.6382,2.82,2.2492,33.33,15.00,22,15.13,8.63,0.0000
135347,14.40,7,1,40,0.68,1335,14.60,30272,5.69,1.01,0.6382,2.82,2.2495,33.33,15.00,22,15.12,8.63,0.0000
135452,14.40,7,1,40,0.68,1349,14.57,29696,5.70,1.01,0.6382,2.82,2.2495,33.33,15.00,22,15.32,8.63,0.0000
135555,14.40,7,1,40,0.68,1343,14.57,30144,5.68,1.01,0.6408,2.82,2.2500,33.33,15.00,22,15.24,8.63,0.0000
135659,14.48,7,1,40,0.68,1333,14.57,29952,5.69,1.01,0.6382,2.82,2.2498,33.33,15.00,22,15.10,8.63,0.0000
135763,14.40,7,1,40,0.68,1334,14.34,28352,5.70,1.01,0.6478,2.82,2.2505,33.33,15.00,22,15.10,8.63,0.0000
135868,14.40,7,1,40,0.68,1346,14.57,28480,5.69,1.01,0.6335,2.82,2.2515,33.33,15.00,22,15.27,8.63,0.0000
135973,14.40,7,1,40,0.68,1344,14.60,29952,5.69,1.01,0.6430,2.82,2.2530,33.33,15.00,22,15.25,8.63,0.0000
136077,14.40,7,1,40,0.68,1341,14.56,29952,5.67,1.01,0.6360,2.82,2.2513,33.33,15.00,22,15.21,8.63,0.0000
136181,14.40,7,1,40,0.68,1352,14.53,30144,5.67,1.01,0.6382,2.82,2.2485,33.33,15.00,22,15.36,8.63,0.0000
136285,14.40,7,1,40,0.68,1348,14.59,29952,5.65,1.01,0.6382,2.82,2.2452,33.33,15.00,22,15.16,8.63,0.0000
136389,14.40,7,1,40,0.68,1355,14.57,29952,5.65,1.01,0.6525,2.82,2.2455,33.33,15.00,22,15.23,8.63,0.0000
136493,14.40,7,1,40,0.68,1339,14.64,30080,5.65,1.01,0.6360,2.82,2.2405,33.33,15.00,22,15.04,8.63,0.0000
136597,14.40,7,1,40,0.68,1340,14.59,29952,5.65,1.01,0.6430,2.82,2.2375,33.33,15.00,22,15.05,8.63,0.0000
136701,14.48,7,1,40,0.68,1335,14.81,29952,5.65,1.01,0.6382,2.82,2.2365,33.33,15.00,22,14.98,8.63,0.0000
136805,14.40,7,1,40,0.68,1345,14.53,31232,5.67,1.01,0.6382,2.82,2.2393,33.33,15.00,22,15.11,8.63,0.0000
136909,14.40,7,1,40,0.68,1340,14.24,29952,5.68,1.01,0.6408,2.82,2.2393,33.33,15.00,22,15.05,8.63,0.0000
137012,14.40,7,1,40,0.68,1348,14.49,26880,5.67,1.01,0.6430,2.82,2.2388,33.33,15.00,22,15.16,8.63,0.0000
137117,14.48,7,1,40,0.68,1352,14.53,30144,5.67,1.01,0.6360,2.82,2.2382,33.33,15.00,22,15.21,8.63,0.0000
137221,14.40,7,1,40,0.68,1348,14.59,29952,5.66,1.01,0.6360,2.82,2.2372,33.33,15.00,22,15.16,8.63,0.0000
137325,14.48,7,1,40,0.68,1348,14.56,29952,5.65,1.01,0.6408,2.82,2.2360,33.33,15.00,22,15.01,8.63,0.0000
137430,14.40,7,1,40,0.68,1348,14.53,30144,5.65,1.01,0.6455,2.82,2.2363,33.33,15.00,22,15.16,8.63,0.0000
137533,14.48,7,1,40,0.67,1353,14.59,29952,5.65,1.01,0.6360,2.82,2.2335,33.33,15.00,22,15.09,8.63,0.0000
137638,14.32,7,1,40,0.67,1361,14.56,30016,5.64,1.01,0.6573,2.82,2.2313,33.33,15.00,22,15.35,8.63,0.0000
137743,14.40,7,1,40,0.67,1359,14.57,30016,5.62,1.01,0.6408,2.82,2.2268,33.33,15.00,22,15.17,8.63,0.0000
137848,14.32,7,1,40,0.67,1355,14.38,29760,5.60,1.01,0.6430,2.82,2.2237,33.33,15.00,22,15.12,8.63,0.0000
137951,14.40,7,1,40,0.67,1354,14.34,28224,5.60,1.01,0.6382,2.82,2.2195,33.33,15.00,22,15.10,8.63,0.0000
138056,14.16,7,1,40,0.67,1353,14.59,30144,5.61,1.01,0.6430,2.82,2.2193,33.33,15.00,22,15.08,8.63,0.0000
138160,14.48,7,1,40,0.67,1352,14.12,26880,5.61,1.01,0.6335,2.82,2.2188,33.33,15.00,22,15.07,8.63,0.0000
138264,14.40,7,1,40,0.67,1361,14.10,27008,5.61,1.01,0.6382,2.82,2.2180,33.33,15.00,22,15.19,8.63,0.0000
138368,14.40,7,1,40,0.67,1358,14.07,27072,5.60,1.01,0.6408,2.82,2.2180,33.33,15.00,22,15.16,8.63,0.0000
138473,14.48,7,1,40,0.67,1352,14.10,27072,5.60,1.01,0.6360,2.82,2.2155,33.33,15.00,22,14.93,8.63,0.0000
138577,14.48,7,1,40,0.67,1360,14.57,30080,5.59,1.01,0.6573,2.82,2.2140,33.33,15.00,22,15.18,8.63,0.0000
138680,14.48,7,1,40,0.67,1353,14.59,30080,5.60,1.01,0.6408,2.82,2.2150,33.33,15.00,22,15.08,8.63,0.0000
138785,14.40,7,1,40,0.67,1360,14.64,30144,5.60,1.01,0.6382,2.82,2.2155,33.33,15.00,22,15.18,8.63,0.0000
138890,14.40,7,1,40,0.67,1352,14.56,31680,5.60,1.01,0.6382,2.82,2.2155,33.33,15.00,22,15.08,8.63,0.0000
138995,14.32,7,1,40,0.67,1348,14.60,30080,5.60,1.01,0.6430,2.82,2.2145,33.33,15.00,22,15.01,8.63,0.0000
139100,14.40,7,1,40,0.67,1352,14.60,30080,5.60,1.01,0.6382,2.82,2.2132,33.33,15.00,22,15.07,8.63,0.0000
139203,14.32,7,1,40,0.67,1347,14.57,29952,5.64,1.01,0.6502,2.82,2.2145,33.33,15.00,22,15.00,8.63,0.0000
139307,14.40,7,1,40,0.67,1346,14.59,30016,5.65,1.01,0.6335,2.82,2.2160,33.33,15.00,22,14.99,8.63,0.0000
139411,14.32,7,1,40,0.67,1353,14.64,29952,5.64,1.01,0.6550,2.82,2.2205,33.33,15.00,22,15.24,8.63,0.0000
139515,14.32,7,1,40,0.67,1349,14.55,30080,5.64,1.01,0.6312,2.82,2.2220,33.33,15.00,22,15.03,8.63,0.0000
139620,14.40,7,1,40,0.67,1346,14.61,30080,5.62,1.01,0.6573,2.82,2.2248,33.33,15.00,22,15.14,8.63,0.0000
139723,14.32,7,1,40,0.67,1358,14.64,30144,5.62,1.01,0.6360,2.82,2.2395,33.33,15.00,22,15.15,8.63,0.0000
139827,14.32,7,1,40,0.67,1343,14.57,30144,5.64,1.01,0.6382,2.82,2.2080,33.33,15.00,22,14.94,8.63,0.0000
139931,14.40,7,1,40,0.67,1347,14.56,30144,5.64,1.01,0.6360,2.82,2.2268,33.33,15.00,22,15.15,8.63,0.0000
140035,14.32,7,1,40,0.67,1343,14.38,28160,5.65,1.01,0.6382,2.82,2.2277,33.33,15.00,22,15.09,8.63,0.0000
140138,14.32,7,1,40,0.67,1341,14.56,29184,5.65,1.01,0.6360,2.82,2.2290,33.33,15.00,22,15.06,8.63,0.0000
140243,14.32,7,1,40,0.67,1340,14.60,30080,5.66,1.01,0.6550,2.82,2.2305,33.33,15.00,22,15.05,8.63,0.0000
140347,14.32,7,1,40,0.67,1351,14.62,29952,5.65,1.01,0.6360,2.82,2.2308,33.33,15.00,22,15.20,8.63,0.0000
140450,14.32,7,1,41,0.67,1342,14.57,30080,5.65,1.01,0.6598,2.82,2.2320,33.33,15.00,22,15.08,8.63,0.0000
140555,14.40,7,1,41,0.67,1352,14.60,30016,5.65,1.01,0.6312,2.82,2.2325,33.33,15.00,22,15.07,8.63,0.0000
140658,14.32,7,1,41,0.67,1358,14.63,30080,5.65,1.01,0.6430,2.82,2.2308,33.33,15.00,22,15.16,8.63,0.0000
140762,14.40,7,1,41,0.67,1359,14.58,30144,5.64,1.01,0.6360,2.82,2.2290,33.33,15.00,22,15.17,8.63,0.0000
140866,14.24,7,1,41,0.67,1361,14.60,30080,5.61,1.01,0.6430,2.82,2.2265,33.33,15.00,22,15.20,8.63,0.0000
140970,14.48,7,1,41,0.67,1365,14.82,29696,5.60,1.01,0.6335,2.82,2.2228,33.33,15.00,22,15.10,8.63,0.0000
141075,14.40,7,1,41,0.67,1359,14.58,30144,5.60,1.01,0.6360,2.82,2.2215,33.33,15.00,22,15.16,8.63,0.0000
141178,14.48,7,1,41,0.67,1359,14.60,30016,5.60,1.01,0.6408,2.82,2.2193,33.33,15.00,22,15.17,8.63,0.0000
141283,14.48,7,1,41,0.67,1364,14.56,29824,5.59,1.01,0.6382,2.82,2.2157,33.33,15.00,22,15.23,8.63,0.0000
141386,14.40,7,1,41,0.67,1355,14.53,30144,5.58,1.01,0.6455,2.82,2.2150,33.33,15.00,22,15.11,8.63,0.0000
141490,14.48,7,1,41,0.67,1347,14.53,29952,5.59,1.01,0.6408,2.82,2.2140,33.33,15.00,22,14.85,8.63,0.0000
141595,14.40,7,1,41,0.67,1346,14.57,29952,5.60,1.01,0.6382,2.82,2.2123,33.33,15.00,22,14.92,8.63,0.0000
141699,14.48,7,1,41,0.67,1348,14.58,30080,5.64,1.01,0.6360,2.82,2.2125,33.33,15.00,22,14.97,8.63,0.0000
141803,14.40,7,1,41,0.67,1350,14.60,29952,5.61,1.01,0.6360,2.82,2.2157,33.33,15.00,22,14.97,8.63,0.0000
141907,14.40,7,1,41,0.67,1345,14.56,29952,5.62,1.01,0.6408,2.82,2.2203,33.33,15.00,22,15.19,8.63,0.0000
142010,14.40,7,1,41,0.67,1345,14.57,30336,5.62,1.01,0.6430,2.82,2.2228,33.33,15.00,22,14.98,8.63,0.0000
142115,14.48,7,1,41,0.67,1356,14.40,29760,5.65,1.01,0.6360,2.82,2.2212,33.33,15.00,22,15.12,8.63,0.0000
142219,14.48,7,1,41,0.67,1346,14.58,28608,5.65,1.01,0.6430,2.82,2.2248,33.33,15.00,22,15.13,8.63,0.0000
142322,14.40,7,1,41,0.67,1354,14.53,30336,5.64,1.01,0.6335,2.82,2.2255,33.33,15.00,22,15.10,8.63,0.0000
142427,14.40,7,1,41,0.67,1364,14.59,30144,5.64,1.01,0.6573,2.82,2.2255,33.33,15.00,22,15.24,8.63,0.0000
142530,14.40,7,1,41,0.67,1363,14.56,29952,5.61,1.01,0.6408,2.82,2.2230,33.33,15.00,22,15.22,8.63,0.0000
142634,14.40,7,1,41,0.67,1363,14.59,30400,5.59,1.01,0.6408,2.82,2.2220,33.33,15.00,22,15.22,8.63,0.0000
142738,14.32,7,1,41,0.67,1364,14.60,29952,5.60,1.01,0.6360,2.82,2.2185,33.33,15.00,22,15.24,8.63,0.0000
142842,14.32,7,1,41,0.67,1356,14.57,30080,5.55,1.01,0.6408,2.82,2.2117,33.33,15.00,22,14.83,8.63,0.0000
142946,14.40,7,1,41,0.67,1358,14.54,30144,5.57,1.01,0.6382,2.82,2.2080,33.33,15.00,22,15.00,8.63,0.0000
143050,14.16,7,1,41,0.67,1362,14.59,29952,5.59,1.01,0.6430,2.82,2.2052,33.33,15.00,22,15.06,8.63,0.0000
143153,14.40,7,1,41,0.67,1357,14.57,31680,5.57,1.01,0.6335,2.82,2.2073,33.33,15.00,22,15.14,8.63,0.0000
143258,14.40,7,1,41,0.67,1350,14.59,30080,5.59,1.01,0.6360,2.82,2.2073,33.33,15.00,22,15.04,8.63,0.0000
143362,14.48,7,1,41,0.67,1357,14.58,30144,5.59,1.01,0.6360,2.82,2.2075,33.33,15.00,22,14.99,8.63,0.0000
143466,14.48,7,1,41,0.67,1349,14.57,29824,5.60,1.01,0.6382,2.82,2.2077,33.33,15.00,22,14.88,8.63,0.0000
143569,14.40,7,1,41,0.67,1350,14.60,30144,5.60,1.01,0.6408,2.82,2.2090,33.33,15.00,22,15.05,8.63,0.0000
143674,14.48,7,1,41,0.67,1354,14.64,30144,5.59,1.01,0.6360,2.82,2.2107,33.33,15.00,22,15.11,8.63,0.0000
143777,14.40,7,1,41,0.67,1350,14.57,30080,5.60,1.01,0.6525,2.82,2.2115,33.33,15.00,22,15.03,8.63,0.0000
143881,14.40,7,1,41,0.67,1346,14.60,30080,5.60,1.01,0.6360,2.82,2.2145,33.33,15.00,22,15.13,8.63,0.0000
143986,14.40,7,1,41,0.67,1358,14.58,29696,5.61,1.01,0.6550,2.82,2.2147,33.33,15.00,22,15.15,8.63,0.0000
144091,14.40,7,1,41,0.67,1358,14.57,30336,5.60,1.01,0.6360,2.82,2.2157,33.33,15.00,22,15.15,8.63,0.0000
144194,14.40,7,1,41,0.67,1362,14.36,30144,5.60,1.01,0.6408,2.82,2.2132,33.33,15.00,22,14.99,8.63,0.0000
144297,14.40,7,1,41,0.67,1357,14.33,28288,5.59,1.01,0.6335,2.82,2.2130,33.33,15.00,22,14.99,8.63,0.0000
144401,14.40,7,1,41,0.67,1352,14.57,30144,5.59,1.01,0.6573,2.82,2.2123,33.33,15.00,22,15.06,8.63,0.0000
144506,14.48,7,1,41,0.67,1364,14.60,29952,5.59,1.01,0.6382,2.82,2.2117,33.33,15.00,22,15.24,8.63,0.0000
144609,14.40,7,1,41,0.67,1362,14.63,29952,5.59,1.01,0.6430,2.82,2.2113,33.33,15.00,22,15.21,8.63,0.0000
