Time (msec),Accelerator Pedal Angle (%),Committed AVLS VE State (D2WD610H master)* (AVLS mode (1 low; 3 high)),Coolant Temperature (C),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),Feedback Knock Correction (4-byte)* (degrees),Fine Learning Knock Correction (4-byte)* (degrees),Fuel Injector #1 Pulse Width (ms),IAM (4-byte)* (multiplier),Ignition Total Timing (degrees),SD Native MAP Input (D2WD610H diagnostic)* (kPa absolute),Throttle Opening Angle (%),Vehicle Speed (km/h),CL/OL Fueling* (status),Engine Load (4-Byte)* (g/rev),Final Fueling Base (4-byte)* (fuel-air equivalence ratio),Intake Air Temperature (C),Transient Load Fuel Correction (D2WD610H diagnostic)* (raw additive factor)
42452,7.84,1,83,2517,14.52,0.00,0.00,2.56,1.0000,35.50,36.392,12.94,0,7,0.60,1.00,39,0.0008
42557,7.84,1,83,2541,15.58,0.00,0.00,2.56,1.0000,35.50,35.756,12.94,0,7,0.60,1.00,39,0.0008
42660,8.24,1,83,2515,15.13,0.00,0.00,2.56,1.0000,35.50,35.439,12.94,0,7,0.60,1.00,39,0.0007
42765,8.24,1,83,2577,15.59,0.00,0.00,2.56,1.0000,36.00,35.439,12.94,0,7,0.60,1.00,39,0.0005
42870,8.24,1,83,2618,15.19,0.00,0.00,2.56,1.0000,36.00,35.121,13.33,0,7,0.60,1.00,39,0.0000
42974,8.24,1,83,2616,14.64,0.00,0.00,2.56,1.0000,36.00,35.439,13.33,0,7,0.59,1.00,39,0.0000
43077,8.24,1,83,2636,14.56,0.00,0.00,2.56,1.0000,36.00,34.803,13.33,0,7,0.59,1.00,39,0.0000
43182,8.63,1,83,2649,14.59,0.00,0.00,2.56,1.0000,36.50,35.121,13.33,0,7,0.59,1.00,39,0.0000
43285,8.63,1,83,2734,14.63,0.00,0.00,2.56,1.0000,36.50,35.756,13.73,0,7,0.59,1.00,39,0.0000
43389,9.02,1,83,2719,14.58,0.00,0.00,2.56,1.0000,36.50,36.709,14.12,0,7,0.60,1.00,39,0.0003
43494,8.63,1,83,2725,14.59,0.00,0.00,2.56,1.0000,37.00,37.027,14.12,0,7,0.61,1.00,39,0.0007
43599,8.63,1,83,2757,15.19,0.00,0.00,2.56,1.0000,37.00,36.709,14.12,0,7,0.62,1.00,39,0.0006
43702,9.02,1,83,2785,15.14,0.00,0.00,2.56,1.0000,37.00,36.074,14.12,0,7,0.61,1.00,39,0.0004
43806,9.02,1,83,2873,15.11,0.00,0.00,2.56,1.0000,37.50,35.439,14.12,0,7,0.60,1.00,39,0.0000
43910,8.63,1,83,2833,14.53,0.00,0.00,2.56,1.0000,37.50,35.121,14.12,0,7,0.59,1.00,39,0.0000
44013,9.02,1,83,2877,14.60,0.00,0.00,2.56,1.0000,37.50,34.803,14.12,0,7,0.58,1.00,39,-0.0003
44118,9.02,1,83,2834,14.57,0.00,0.00,2.56,1.0000,37.50,34.168,14.12,0,7,0.57,1.00,39,0.0000
44222,9.02,1,83,2918,14.60,0.00,0.00,2.56,1.0000,38.00,33.533,14.12,0,7,0.56,1.00,39,0.0000
44327,9.02,1,83,2911,15.11,0.00,0.00,2.56,1.0000,38.00,33.850,14.12,0,7,0.56,1.00,39,0.0000
44432,9.02,1,83,2989,15.04,0.00,0.00,2.56,1.0000,38.00,33.533,14.12,0,7,0.55,1.00,39,0.0000
44535,9.02,1,83,3002,15.33,0.00,0.00,2.56,1.0000,38.00,33.533,14.12,0,7,0.54,1.00,39,0.0000
44640,9.02,1,83,2950,15.58,0.00,0.00,2.30,1.0000,38.00,32.897,14.12,0,7,0.54,1.00,39,0.0000
44744,9.41,1,83,2959,15.17,0.00,0.00,2.30,1.0000,38.00,33.215,14.12,0,7,0.53,1.00,39,0.0000
44849,9.41,1,83,3002,15.57,0.00,0.00,2.56,1.0000,38.50,33.850,14.51,0,7,0.53,1.00,39,0.0000
44952,9.41,1,83,2954,15.59,0.00,0.00,2.56,1.0000,38.00,34.168,14.51,0,7,0.54,1.00,39,0.0002
45057,9.41,1,84,3011,15.59,0.00,0.00,2.56,1.0000,38.00,33.850,14.51,0,7,0.55,1.00,39,0.0003
45161,9.41,1,84,3026,15.57,0.00,0.00,2.56,1.0000,38.00,33.533,14.51,0,7,0.55,1.01,39,0.0003
45265,9.41,1,84,3069,15.61,0.00,0.00,2.56,1.0000,38.00,33.215,14.51,0,7,0.55,1.00,39,0.0002
45369,9.41,1,84,3057,16.11,0.00,0.00,2.56,1.0000,38.00,33.215,14.51,0,7,0.55,1.00,39,0.0000
45473,10.20,1,84,3130,15.61,0.00,0.00,2.56,1.0000,38.00,32.580,14.51,0,7,0.55,1.00,39,0.0000
45578,10.59,1,84,3113,16.22,0.00,0.00,2.56,1.0000,38.00,35.121,15.69,0,7,0.55,1.01,39,0.0000
45683,10.59,1,84,3180,15.82,0.00,0.00,2.56,1.0000,38.00,36.392,15.69,0,7,0.58,1.04,39,0.0374
45787,10.59,1,84,3144,15.60,0.00,0.00,2.56,1.0000,37.50,36.392,15.69,0,7,0.60,1.01,39,0.0012
45891,10.59,1,84,3241,16.92,0.00,0.00,2.82,1.0000,37.50,35.756,15.69,0,7,0.62,1.01,39,0.0013
45996,10.59,3,84,3241,16.24,0.00,0.00,2.82,1.0000,37.50,37.027,15.69,0,7,0.62,1.01,39,0.0010
46099,10.59,3,84,3229,15.57,0.00,0.00,3.07,1.0000,37.50,41.157,15.69,0,7,0.65,1.06,39,0.0616
46204,10.59,3,84,3256,15.11,0.00,0.00,3.07,1.0000,37.00,42.110,15.69,0,7,0.71,1.04,39,0.0430
46309,10.59,3,84,3310,15.13,0.00,0.00,3.07,1.0000,36.00,42.745,15.69,0,7,0.75,1.01,39,0.0027
46412,10.59,3,84,3299,14.10,0.00,0.00,3.33,1.0000,35.50,42.110,15.69,0,7,0.77,1.01,39,0.0024
46517,10.59,3,84,3386,13.09,0.00,0.00,3.33,1.0000,41.00,41.792,15.69,0,7,0.77,1.01,39,0.0020
46622,10.59,3,84,3338,12.85,0.00,0.00,3.33,1.0000,40.50,42.110,15.69,0,7,0.77,1.01,39,0.0015
46726,10.59,3,84,3382,13.12,0.00,0.00,3.07,1.0000,41.00,41.475,15.69,0,7,0.77,1.01,39,0.0011
46829,10.59,3,84,3331,12.71,0.00,0.00,3.07,1.0000,41.00,41.475,15.69,0,7,0.77,1.01,39,0.0008
46933,10.59,3,84,3372,12.57,0.00,0.00,3.33,1.0000,41.00,41.157,15.69,0,7,0.77,1.01,39,0.0006
47037,10.59,3,84,3446,12.58,0.00,0.00,3.07,1.0000,41.00,41.792,15.69,0,7,0.76,1.01,39,0.0004
47141,10.59,3,84,3450,12.10,0.00,0.00,3.07,1.0000,41.00,41.475,15.69,0,7,0.76,1.01,39,0.0002
47246,10.59,3,84,3398,12.11,0.00,0.00,3.07,1.0000,41.00,41.475,15.69,0,7,0.76,1.01,39,0.0000
47351,10.59,3,84,3406,12.09,0.00,0.00,3.07,1.0000,41.00,41.157,15.69,0,7,0.76,1.01,39,0.0000
47456,10.59,3,84,3412,12.11,0.00,0.00,3.07,1.0000,41.00,40.839,15.69,0,7,0.76,1.01,39,0.0000
47559,10.59,3,84,3419,12.10,0.00,0.00,3.07,1.0000,41.00,40.521,15.69,0,7,0.75,1.01,39,0.0000
47664,10.59,3,84,3492,12.10,0.00,0.00,3.07,1.0000,41.00,40.521,15.69,0,7,0.75,1.01,39,0.0000
47768,10.59,3,84,3494,12.11,0.00,0.00,3.07,1.0000,41.00,40.521,15.69,0,7,0.75,1.01,39,0.0000
47873,10.59,3,84,3501,12.07,0.00,0.00,3.07,1.0000,41.00,40.521,15.69,0,7,0.75,1.01,39,0.0000
47978,10.59,3,84,3506,12.11,0.00,0.00,3.07,1.0000,41.00,40.204,15.69,0,7,0.75,1.01,39,0.0000
48082,10.59,3,84,3510,12.10,0.00,0.00,3.07,1.0000,41.00,40.204,15.69,0,7,0.75,1.01,39,0.0000
48185,10.59,3,84,3449,12.10,0.00,0.00,3.07,1.0000,41.00,40.204,15.69,0,7,0.74,1.01,39,0.0000
48290,10.59,3,84,3452,12.07,0.00,0.00,3.07,1.0000,41.00,40.521,15.69,0,7,0.74,1.01,39,0.0000
48393,10.59,3,84,3393,12.09,0.00,0.00,3.07,1.0000,41.00,40.204,15.69,0,7,0.74,1.01,39,0.0000
48498,10.59,3,84,3462,12.12,0.00,0.00,3.07,1.0000,41.00,40.204,15.69,0,7,0.74,1.01,39,0.0000
48601,10.59,3,84,3465,12.34,0.00,0.00,3.07,1.0000,41.00,39.886,15.69,0,7,0.74,1.01,39,0.0000
48706,10.59,3,84,3466,11.93,0.00,0.00,3.07,1.0000,41.00,39.568,15.69,0,7,0.74,1.01,39,0.0000
48809,10.59,3,84,3467,11.88,0.00,0.00,3.07,1.0000,41.00,39.886,15.69,0,7,0.74,1.01,39,0.0000
48914,10.59,3,84,3469,12.56,0.00,0.00,3.07,1.0000,41.00,40.204,15.69,0,7,0.74,1.01,39,0.0000
49018,10.59,3,84,3467,12.11,0.00,0.00,3.07,1.0000,41.00,40.204,15.69,0,7,0.74,1.01,39,0.0000
49122,10.59,3,84,3469,12.34,0.00,0.00,3.07,1.0000,41.00,40.204,15.69,0,7,0.74,1.01,39,0.0000
49227,10.59,3,84,3472,12.30,0.00,0.00,3.07,1.0000,41.00,40.521,15.69,0,7,0.74,1.01,39,0.0000
49331,10.59,3,84,3474,12.10,0.00,0.00,3.07,1.0000,41.00,40.204,15.69,0,7,0.74,1.01,39,0.0000
49435,10.59,3,84,3473,12.10,0.00,0.00,3.07,1.0000,41.00,39.568,15.69,0,7,0.74,1.01,39,0.0000
49539,10.59,3,84,3475,12.11,0.00,0.00,3.07,1.0000,41.00,39.886,15.69,0,7,0.73,1.01,39,0.0000
49642,10.59,3,84,3476,12.08,0.00,0.00,3.07,1.0000,41.00,39.886,15.69,0,7,0.73,1.01,39,0.0000
49746,10.59,3,84,3514,12.09,0.00,0.00,3.07,1.0000,41.00,39.886,15.69,0,7,0.73,1.01,39,0.0000
49851,10.59,3,84,3516,12.10,0.00,0.00,3.07,1.0000,41.00,39.886,15.69,0,7,0.73,1.01,39,0.0000
49955,10.59,3,84,3516,12.55,0.00,0.00,3.07,1.0000,41.00,39.568,15.69,0,7,0.73,1.01,39,0.0000
50060,10.59,3,84,3518,12.11,0.00,0.00,3.07,1.0000,41.00,39.568,15.69,0,7,0.73,1.01,39,0.0000
50163,10.59,3,84,3518,12.09,0.00,0.00,3.07,1.0000,41.00,39.568,15.69,0,7,0.73,1.01,39,0.0000
50268,10.59,3,84,3486,12.08,0.00,0.00,3.07,1.0000,41.00,39.886,15.69,0,7,0.73,1.01,39,0.0000
50372,10.59,3,84,3486,12.54,0.00,0.00,3.07,1.0000,41.00,40.204,15.69,0,7,0.73,1.01,39,0.0000
50476,10.59,3,84,3551,12.11,0.00,0.00,3.07,1.0000,41.00,39.568,15.69,0,7,0.73,1.01,39,0.0000
50580,10.59,3,84,3553,12.11,0.00,0.00,3.07,1.0000,41.00,39.251,15.69,0,7,0.73,1.01,39,0.0000
50685,10.59,3,84,3550,12.08,0.00,0.00,3.07,1.0000,41.00,39.568,15.69,0,7,0.73,1.01,39,0.0000
50789,10.59,3,84,3549,12.09,0.00,0.00,3.07,1.0000,41.00,39.568,15.69,0,7,0.73,1.01,39,0.0000
50893,10.59,3,84,3485,11.86,0.00,0.00,3.07,1.0000,41.00,39.251,15.69,0,7,0.73,1.01,39,0.0000
50997,10.59,3,84,3486,12.10,0.00,0.00,3.07,1.0000,41.00,39.886,15.69,0,7,0.73,1.01,39,0.0000
51101,10.59,3,84,3457,12.12,0.00,0.00,3.07,1.0000,41.00,39.886,15.69,0,7,0.73,1.01,39,0.0000
51206,10.59,3,85,3460,12.11,0.00,0.00,3.07,1.0000,41.00,39.886,15.69,0,7,0.73,1.01,39,0.0000
51309,10.59,3,85,3459,12.30,0.00,0.00,3.07,1.0000,41.00,39.568,15.69,0,7,0.73,1.01,39,0.0000
51414,10.59,3,85,3461,12.10,0.00,0.00,3.07,1.0000,41.00,39.886,15.69,0,7,0.73,1.01,39,0.0000
51519,10.59,3,85,3491,12.09,0.00,0.00,3.07,1.0000,41.00,39.568,15.69,0,7,0.73,1.01,39,0.0000
51622,10.59,3,85,3490,12.58,0.00,0.00,3.07,1.0000,41.00,39.886,15.69,0,7,0.73,1.01,39,0.0000
51726,10.59,3,85,3551,12.09,0.00,0.00,3.07,1.0000,41.00,39.568,15.69,0,7,0.73,1.01,39,0.0000
51831,10.59,3,85,3551,12.11,0.00,0.00,3.07,1.0000,41.00,39.568,15.69,0,7,0.73,1.01,39,0.0000
51934,10.59,3,85,3552,12.10,0.00,0.00,3.07,1.0000,41.00,39.568,15.69,0,7,0.73,1.01,39,0.0000
52039,10.59,3,85,3484,12.10,0.00,0.00,3.07,1.0000,41.00,39.886,15.69,0,7,0.73,1.01,39,0.0000
52142,10.59,3,85,3550,12.10,0.00,0.00,3.07,1.0000,41.00,39.886,15.69,0,7,0.73,1.01,39,0.0000
52246,7.45,3,85,3486,12.10,0.00,0.00,3.07,1.0000,41.00,39.886,15.69,0,7,0.73,1.01,39,0.0000
52350,0.00,3,85,3433,12.11,0.00,0.00,2.56,1.0000,41.00,29.085,9.02,0,7,0.73,0.92,39,-0.0247
52454,0.00,3,85,3290,12.09,0.00,0.00,1.79,1.0000,42.50,17.331,5.10,0,7,0.57,0.78,39,-0.2030
52557,0.00,3,85,3039,12.51,0.00,0.00,0.77,1.0000,15.00,13.519,5.49,0,7,0.37,0.82,39,-0.1995
52662,0.00,1,85,2868,13.53,0.00,0.00,0.77,1.0000,15.00,11.613,5.88,0,7,0.27,0.91,40,-0.1058
52766,0.00,1,85,2639,14.09,0.00,0.00,0.77,1.0000,15.00,13.519,8.24,0,7,0.22,0.95,40,-0.0831
52870,0.00,1,85,2456,14.10,0.00,0.00,0.77,1.0000,15.00,12.884,7.45,0,7,0.20,1.00,40,0.0000
52974,0.00,1,85,2256,13.88,0.00,0.00,0.77,1.0000,15.00,15.107,7.84,0,7,0.20,1.00,40,0.0000
53077,0.00,1,85,2054,14.58,0.00,0.00,0.77,1.0000,15.00,15.425,7.06,0,7,0.22,1.00,40,0.0000
53182,0.00,1,85,1888,16.59,0.00,0.00,0.77,1.0000,15.00,17.649,7.45,0,7,0.23,1.05,40,0.0386
53287,0.00,1,85,1689,0.00,0.00,0.00,0.77,1.0000,15.00,19.555,7.06,0,7,0.25,1.06,40,0.0536
53389,0.00,1,85,1536,0.00,0.00,0.00,1.54,1.0000,15.00,21.779,7.06,0,7,0.27,1.06,40,0.0527
53494,0.00,1,85,1474,0.00,0.00,0.00,1.79,1.0000,15.00,23.685,6.67,0,7,0.30,1.07,40,0.0705
53598,0.00,1,85,1454,0.00,0.00,0.00,1.79,1.0000,15.00,21.461,5.10,0,7,0.32,1.04,40,0.0579
53701,0.00,1,85,1398,0.00,0.00,0.00,1.79,1.0000,15.00,19.872,4.71,0,7,0.33,1.00,40,0.0033
53805,0.00,1,85,1346,0.00,0.00,0.00,1.79,1.0000,15.00,18.919,4.71,0,7,0.32,0.98,40,-0.0191
53910,0.00,1,85,1283,0.00,0.00,0.00,1.79,1.0000,15.00,19.555,5.10,0,7,0.31,0.98,40,-0.0179
54013,0.00,1,85,1235,0.00,0.00,0.00,1.79,1.0000,15.00,20.508,5.10,0,7,0.31,1.00,40,0.0010
54117,0.00,1,85,1194,0.00,0.00,0.00,1.79,1.0000,15.00,21.461,4.71,0,7,0.31,1.00,40,0.0013
54222,0.00,1,85,1148,0.00,0.00,0.00,1.79,1.0000,15.00,21.461,4.71,0,7,0.31,1.00,40,0.0018
54325,0.00,1,85,1110,0.00,0.00,0.00,1.79,1.0000,15.00,21.779,4.31,0,7,0.32,1.00,40,0.0021
54428,0.00,1,85,1071,0.00,0.00,0.00,1.79,1.0000,15.00,22.414,4.71,0,7,0.32,1.00,40,0.0023
54533,0.00,1,85,1043,18.73,0.00,0.00,1.79,1.0000,15.00,24.002,4.71,0,7,0.33,1.03,40,0.0261
54637,0.00,1,85,1015,16.59,0.00,0.00,1.79,1.0000,15.00,24.638,4.71,0,7,0.34,1.04,40,0.0337
54740,0.00,1,85,994,16.61,0.00,0.00,1.79,1.0000,15.00,25.591,4.71,0,7,0.35,1.04,40,0.0389
54845,0.00,1,85,972,16.22,0.00,0.00,1.79,1.0000,15.00,26.226,4.31,0,7,0.36,1.04,40,0.0395
54949,0.00,1,85,962,16.58,0.00,0.00,1.79,1.0000,15.00,26.544,4.31,0,7,0.37,1.03,40,0.0343
55052,0.00,1,85,945,16.47,0.00,0.00,2.05,1.0000,15.00,26.861,4.31,0,7,0.38,1.03,40,0.0275
55157,0.00,1,85,932,15.86,0.00,0.00,2.05,1.0000,15.00,26.861,4.31,0,7,0.38,1.02,40,0.0270
55260,0.00,1,85,922,16.13,0.00,0.00,2.05,1.0000,15.00,26.544,4.31,0,7,0.39,1.01,40,0.0254
55364,0.00,1,85,908,16.10,0.00,0.00,2.05,1.0000,15.00,26.861,4.31,0,7,0.39,1.01,40,0.0071
55469,0.00,1,85,900,16.48,0.00,0.00,2.05,1.0000,15.00,27.179,4.31,0,7,0.40,1.01,40,0.0070
55572,0.00,1,85,886,16.69,0.00,0.00,2.05,1.0000,15.00,27.179,4.31,0,7,0.40,1.01,40,0.0069
55677,0.00,1,85,878,18.12,0.00,0.00,2.05,1.0000,15.00,27.497,4.31,0,7,0.40,1.01,40,0.0068
55780,0.00,1,85,869,16.60,0.00,0.00,2.05,1.0000,15.00,28.132,4.31,0,7,0.40,1.01,40,0.0067
55885,0.00,1,85,863,16.48,0.00,0.00,2.05,1.0000,15.00,28.132,4.31,0,7,0.41,1.01,40,0.0068
55989,0.00,1,85,853,16.11,0.00,0.00,2.05,1.0000,15.00,28.767,4.31,0,7,0.41,1.01,40,0.0068
56093,0.00,1,85,852,16.60,0.00,0.00,2.05,1.0000,15.00,28.767,4.31,0,7,0.42,1.01,40,0.0069
56198,0.00,1,85,847,15.83,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.42,1.01,40,0.0070
56302,0.00,1,85,846,16.15,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.42,1.01,40,0.0070
56405,0.00,1,85,842,15.59,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.43,1.01,40,0.0070
56509,0.00,1,85,844,16.12,0.00,0.00,2.05,1.0000,15.00,29.720,4.31,0,7,0.43,1.01,40,0.0070
56614,0.00,1,85,841,15.58,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.44,1.01,40,0.0070
56718,0.00,1,85,841,15.59,0.00,0.00,2.05,1.0000,15.00,29.720,4.31,0,7,0.44,1.01,40,0.0069
56821,0.00,1,85,839,16.14,0.00,0.00,2.05,1.0000,15.00,29.720,4.31,0,7,0.44,1.01,40,0.0067
56925,0.00,1,85,842,15.59,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.44,1.01,40,0.0065
57029,0.00,1,85,842,15.59,0.00,0.00,2.05,1.0000,15.00,29.720,4.31,0,7,0.44,1.01,40,0.0063
57133,0.00,1,85,843,15.44,0.00,0.00,2.05,1.0000,15.00,30.038,4.31,0,7,0.45,1.01,40,0.0060
57237,0.00,1,85,847,15.87,0.00,0.00,2.05,1.0000,15.00,29.720,4.31,0,7,0.45,1.00,40,0.0058
57342,0.00,1,85,848,15.60,0.00,0.00,2.05,1.0000,15.00,30.038,4.31,0,7,0.45,1.00,40,0.0056
57445,0.00,1,85,848,15.58,0.00,0.00,2.05,1.0000,15.00,29.720,4.31,0,7,0.45,1.00,40,0.0054
57549,0.00,1,85,850,15.61,0.00,0.00,2.05,1.0000,15.00,30.038,4.31,0,7,0.45,1.00,40,0.0051
57652,0.00,1,85,852,15.58,0.00,0.00,2.05,1.0000,15.00,30.038,4.31,0,7,0.45,1.00,40,0.0048
57757,0.00,1,85,855,15.59,0.00,0.00,2.05,1.0000,15.00,30.038,4.31,0,7,0.45,1.00,40,0.0047
57861,0.00,1,85,858,15.60,0.00,0.00,2.05,1.0000,15.00,30.038,4.31,0,7,0.45,1.00,40,0.0045
57964,0.00,1,85,858,15.58,0.00,0.00,2.05,1.0000,15.00,30.038,4.31,0,7,0.45,1.00,40,0.0042
58069,0.00,1,85,862,15.44,0.00,0.00,2.05,1.0000,15.00,30.038,4.31,0,7,0.45,1.00,40,0.0040
58174,0.00,1,85,858,15.12,0.00,0.00,2.05,1.0000,15.00,29.720,4.31,0,7,0.45,1.00,40,0.0037
58277,0.00,1,85,862,15.59,0.00,0.00,2.05,1.0000,15.00,29.720,4.31,0,7,0.45,1.00,40,0.0034
58382,0.00,1,85,863,15.25,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.45,1.00,40,0.0032
58485,0.00,1,85,868,15.19,0.00,0.00,2.05,1.0000,15.00,29.720,4.31,0,7,0.45,1.00,40,0.0028
58589,0.00,1,85,864,15.13,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.45,1.00,40,0.0026
58694,0.00,1,85,867,15.56,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.45,1.00,40,0.0023
58797,0.00,1,85,866,15.60,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.45,1.00,40,0.0021
58901,0.00,1,85,866,15.12,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.45,1.00,40,0.0018
59005,0.00,1,85,862,15.11,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.45,1.00,40,0.0016
59109,0.00,1,85,864,15.14,0.00,0.00,2.05,1.0000,15.00,29.720,4.31,0,7,0.45,1.00,40,0.0014
59214,0.00,1,85,863,15.10,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.45,1.00,40,0.0013
59317,0.00,1,85,866,14.88,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.45,1.00,40,0.0011
59421,0.00,1,85,862,14.98,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.44,1.00,40,0.0009
59524,0.00,1,85,867,15.14,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.44,1.00,40,0.0000
59629,0.00,1,85,865,15.14,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.44,1.00,40,0.0000
59732,0.00,1,85,866,15.10,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.44,1.00,40,0.0000
59839,0.00,1,85,863,15.14,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.44,1.00,40,0.0000
59940,0.00,1,85,868,15.12,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.44,1.00,40,0.0000
60045,0.00,1,85,864,15.13,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.44,1.00,40,0.0000
60150,0.00,1,85,866,15.13,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.44,1.00,40,0.0000
60253,0.00,1,85,863,15.11,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.44,1.00,40,0.0000
60357,0.00,1,85,864,15.18,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.44,1.00,40,0.0000
60462,0.00,1,85,864,15.35,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.44,1.00,40,0.0000
60565,0.00,1,85,866,15.12,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.44,1.00,40,0.0000
60669,0.00,1,85,861,15.13,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.44,1.00,40,0.0000
60774,0.00,1,85,864,15.11,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.44,1.00,40,0.0000
60877,0.00,1,85,861,15.15,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.44,1.00,40,0.0000
60981,0.00,1,85,862,15.10,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.44,1.00,40,0.0000
61084,0.00,1,85,861,15.11,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.44,1.00,40,0.0000
61189,0.00,1,85,861,15.13,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.44,1.00,40,0.0000
61292,0.00,1,85,860,15.12,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.44,1.00,40,0.0000
61397,0.00,1,85,862,15.11,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.44,1.00,40,0.0000
61501,0.00,1,85,860,14.86,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.44,1.00,40,0.0000
61604,0.00,1,85,864,15.12,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.44,1.00,40,0.0000
61709,0.00,1,85,864,15.61,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.44,1.00,40,0.0000
61812,0.00,1,85,867,15.10,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.44,1.00,40,0.0000
61917,0.00,1,85,866,15.14,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.44,1.00,40,0.0000
62021,0.00,1,85,868,15.10,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.44,1.00,40,0.0000
62124,0.00,1,85,864,15.14,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.44,1.00,40,0.0000
62228,0.00,1,85,866,15.11,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.44,1.00,40,0.0000
62332,0.00,1,85,860,15.11,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.44,1.00,40,0.0000
62436,0.00,1,85,861,15.15,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.44,1.00,40,0.0000
62541,0.00,1,85,858,15.36,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.44,1.00,40,0.0000
62644,0.00,1,85,858,15.12,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.44,1.00,40,0.0000
62747,0.00,1,85,856,15.11,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.44,1.00,40,0.0000
62852,0.00,1,85,860,15.10,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.44,1.00,40,0.0000
62956,0.00,1,85,860,15.14,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.44,1.00,40,0.0000
63059,0.00,1,85,863,15.58,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.44,1.00,40,0.0000
63164,0.00,1,85,880,15.09,0.00,0.00,0.77,1.0000,15.00,28.450,3.14,0,7,0.44,1.00,40,0.0000
63267,0.00,1,85,802,15.10,0.00,0.00,0.77,1.0000,15.00,23.049,1.57,0,7,0.44,0.96,40,-0.0283
63372,0.00,1,85,666,15.08,0.00,0.00,0.77,1.0000,15.00,21.143,1.57,0,7,0.42,0.92,40,-0.0791
63475,0.00,1,85,543,15.20,0.00,0.00,0.77,1.0000,15.00,20.825,1.57,0,7,0.38,0.87,40,-0.1155
63580,0.00,1,85,439,14.84,0.00,0.00,0.77,1.0000,15.00,21.779,1.57,0,7,0.35,0.85,40,-0.1438
63683,0.00,1,85,297,14.77,0.00,0.00,0.77,1.0000,15.00,23.685,1.57,0,7,0.33,0.86,40,-0.1352
63787,0.00,1,85,297,15.11,0.00,0.00,0.77,1.0000,15.00,26.861,1.57,0,7,1.05,1.51,40,0.5142
63892,0.00,1,85,135,15.08,0.00,0.00,0.77,1.0000,15.00,31.944,1.57,0,7,1.05,1.16,40,0.0000
