Time (msec),Accelerator Pedal Angle (%),Committed AVLS VE State (D2WD610H master)* (AVLS mode (1 low; 3 high)),Coolant Temperature (C),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),Feedback Knock Correction (4-byte)* (degrees),Fine Learning Knock Correction (4-byte)* (degrees),Fuel Injector #1 Pulse Width (ms),IAM (4-byte)* (multiplier),Ignition Total Timing (degrees),SD Native MAP Input (D2WD610H diagnostic)* (kPa absolute),Throttle Opening Angle (%),Vehicle Speed (km/h),CL/OL Fueling* (status),Engine Load (4-Byte)* (g/rev),Final Fueling Base (4-byte)* (fuel-air equivalence ratio),Intake Air Temperature (C),Transient Load Fuel Correction (D2WD610H diagnostic)* (raw additive factor)
141969,5.10,1,71,2400,16.38,0.00,0.00,2.82,1.0000,34.50,38.298,12.55,43,7,0.65,1.01,34,0.0075
142074,4.31,1,71,2388,15.58,0.00,0.00,2.82,1.0000,34.50,37.662,12.55,43,7,0.66,1.01,34,0.0066
142177,0.00,1,71,2380,15.61,0.00,0.00,2.82,1.0000,34.50,34.486,10.20,43,7,0.66,0.99,34,0.0057
142282,0.00,1,71,2350,15.11,0.00,0.00,2.30,1.0000,34.00,26.226,7.84,42,7,0.62,0.91,34,-0.0783
142385,0.00,1,71,2367,15.14,0.00,0.00,0.77,1.0000,33.50,22.414,8.24,42,7,0.52,0.87,34,-0.1334
142489,0.00,1,71,2137,14.13,0.00,0.00,0.77,1.0000,33.00,21.461,7.84,42,7,0.44,0.91,34,-0.1075
142593,14.51,1,71,1929,13.57,0.00,0.00,1.79,1.0000,30.50,22.732,7.84,42,7,0.39,0.96,34,-0.0661
142697,30.98,1,71,2031,13.55,0.00,0.00,3.84,1.0000,30.50,78.007,32.94,42,7,0.39,1.48,34,0.2052
142800,0.00,1,71,2284,14.39,0.00,0.00,5.63,1.0000,9.50,82.455,25.49,41,7,0.81,1.51,34,0.6509
142905,0.00,1,71,2492,16.11,0.00,0.00,4.35,1.0000,25.50,47.193,7.84,41,7,1.16,1.10,34,0.0654
143008,0.00,1,71,2454,15.60,0.00,0.00,0.77,1.0000,21.50,30.673,7.84,41,7,1.01,0.76,34,-0.2660
143112,0.00,1,71,2374,16.12,0.00,0.00,0.77,1.0000,28.00,23.685,7.45,41,7,0.74,0.79,34,-0.2424
143218,0.39,1,71,2248,15.02,0.00,0.00,0.77,1.0000,30.50,20.508,7.45,41,7,0.56,0.83,34,-0.1878
143321,0.39,1,71,2218,13.59,0.00,0.00,1.79,1.0000,30.00,19.872,7.45,40,7,0.44,0.88,34,-0.1388
143426,0.39,1,71,2294,13.56,0.00,0.00,1.79,1.0000,28.00,18.919,7.45,40,7,0.38,0.92,34,-0.0910
143530,0.39,1,71,2424,14.18,0.00,0.00,1.54,1.0000,26.50,18.284,7.45,39,7,0.33,0.95,34,-0.0611
143633,0.39,1,71,2534,14.36,0.00,0.00,1.54,1.0000,25.00,16.696,7.45,39,7,0.31,0.95,34,-0.0518
143738,0.39,1,71,2642,13.84,0.00,0.00,1.54,1.0000,23.50,16.696,7.84,38,7,0.28,1.00,34,-0.0431
143841,0.39,1,71,2782,13.25,0.00,0.00,1.54,1.0000,22.00,16.378,8.24,38,7,0.27,1.00,34,-0.0008
143945,0.39,1,71,2924,13.12,0.00,0.00,1.54,1.0000,20.50,16.696,8.63,37,7,0.26,1.00,34,-0.0004
144049,0.00,1,71,2774,13.06,0.00,0.00,1.54,1.0000,20.00,16.696,9.02,37,7,0.26,1.00,34,0.0000
144153,0.00,1,71,2706,13.59,0.00,0.00,0.77,1.0000,20.00,17.013,8.24,37,7,0.26,1.00,34,0.0000
144257,0.00,1,71,2755,14.09,0.00,0.00,0.77,1.0000,20.00,16.378,8.24,36,7,0.26,1.00,34,0.0000
144361,0.00,1,71,2710,14.07,0.00,0.00,0.77,1.0000,20.00,16.060,8.24,36,7,0.26,1.00,34,0.0000
144464,0.00,1,71,2624,15.13,0.00,0.00,0.77,1.0000,20.00,16.378,8.24,36,7,0.25,1.00,34,0.0000
144570,0.00,1,71,2674,15.58,0.00,0.00,0.77,1.0000,20.00,16.378,8.24,35,7,0.25,1.00,34,0.0000
144674,0.00,1,71,2633,16.04,0.00,0.00,0.77,1.0000,20.00,16.378,7.84,35,7,0.26,1.00,34,0.0000
144779,0.00,1,71,2564,16.23,0.00,0.00,0.77,1.0000,20.00,16.378,7.84,35,7,0.26,1.00,34,0.0000
144882,0.00,1,71,2563,18.34,0.00,0.00,0.77,1.0000,20.00,16.696,7.84,34,7,0.26,1.00,34,0.0000
144987,0.00,1,71,2497,0.00,0.00,0.00,0.77,1.0000,20.00,16.696,7.84,34,7,0.26,1.00,34,0.0000
145091,0.00,1,71,2498,0.00,0.00,0.00,0.77,1.0000,20.00,16.378,7.84,33,7,0.26,1.00,34,0.0000
145195,0.00,1,71,2458,0.00,0.00,0.00,0.77,1.0000,20.00,16.060,7.45,33,7,0.26,1.00,34,0.0000
145301,0.00,1,71,2454,0.00,0.00,0.00,0.77,1.0000,20.00,15.743,7.45,32,7,0.26,1.00,34,0.0000
145404,0.00,1,71,2400,0.00,0.00,0.00,0.77,1.0000,20.00,16.060,7.45,32,7,0.25,1.00,34,0.0000
145508,0.00,1,71,2428,0.00,0.00,0.00,0.77,1.0000,20.00,15.743,7.45,31,7,0.25,1.00,34,0.0000
145613,0.00,1,71,2336,0.00,0.00,0.00,0.77,1.0000,20.00,15.425,7.06,31,7,0.25,1.00,34,0.0000
145716,0.00,1,71,2304,0.00,0.00,0.00,0.77,1.0000,20.00,15.743,7.06,31,7,0.25,1.00,34,0.0000
145821,0.00,1,71,2274,0.00,0.00,0.00,0.77,1.0000,20.00,16.060,7.06,30,7,0.25,1.00,34,0.0000
145924,0.00,1,71,2250,0.00,0.00,0.00,0.77,1.0000,20.00,16.060,7.06,30,7,0.25,1.00,34,0.0000
146028,0.00,1,71,2213,0.00,0.00,0.00,0.77,1.0000,20.00,16.060,7.06,29,7,0.25,1.00,34,0.0000
146132,0.00,1,71,2200,0.00,0.00,0.00,0.77,1.0000,20.00,16.060,7.06,29,7,0.25,1.00,34,0.0000
146236,0.00,1,71,2160,0.00,0.00,0.00,0.77,1.0000,20.00,16.060,6.67,29,7,0.25,1.00,34,0.0000
146340,0.00,1,71,2130,0.00,0.00,0.00,0.77,1.0000,20.00,16.060,6.67,28,7,0.25,1.00,34,0.0000
146444,0.00,1,71,2105,0.00,0.00,0.00,0.77,1.0000,20.00,16.378,6.67,28,7,0.25,1.00,34,0.0000
146548,0.00,1,71,2076,0.00,0.00,0.00,0.77,1.0000,20.00,16.696,6.67,27,7,0.25,1.00,34,0.0000
146652,0.00,1,71,2106,0.00,0.00,0.00,0.77,1.0000,20.00,16.696,6.67,27,7,0.26,1.00,34,0.0000
146755,0.00,1,71,2012,0.00,0.00,0.00,0.77,1.0000,20.00,16.378,6.67,27,7,0.26,1.00,34,0.0000
146859,0.00,1,71,1991,0.00,0.00,0.00,0.77,1.0000,20.00,17.013,6.67,26,7,0.26,1.00,34,0.0000
146964,0.00,1,71,1958,0.00,0.00,0.00,0.77,1.0000,20.00,17.013,6.67,26,7,0.26,1.00,34,0.0000
147067,0.00,1,71,1862,0.00,0.00,0.00,0.77,1.0000,20.00,4.333,6.67,26,7,0.26,1.00,34,0.0000
147172,0.00,1,71,1900,0.00,0.00,0.00,0.77,1.0000,20.00,4.333,6.27,25,7,0.27,1.00,35,0.0000
147275,0.00,1,71,1867,0.00,0.00,0.00,0.77,1.0000,20.00,4.333,6.27,25,7,0.27,1.00,35,0.0000
147379,0.78,1,71,1839,0.00,0.00,0.00,1.54,1.0000,20.00,17.331,6.27,24,7,0.27,1.00,35,0.0000
147483,1.57,1,71,1807,0.00,0.00,0.00,1.54,1.0000,20.00,18.602,6.67,24,7,0.27,1.00,35,0.0000
147587,2.35,1,71,1809,0.00,0.00,0.00,1.54,1.0000,1.50,21.461,7.84,24,7,0.28,1.05,35,0.0421
147691,2.35,1,71,1792,0.00,0.00,0.00,1.79,1.0000,22.00,24.002,8.63,24,7,0.30,1.08,35,0.0720
147795,2.35,1,71,1791,0.00,0.00,0.00,2.05,1.0000,23.00,26.226,8.63,24,7,0.34,1.10,35,0.1016
147898,2.35,1,71,1782,0.00,0.00,0.00,2.05,1.0000,24.00,28.132,8.63,24,7,0.38,1.09,35,0.0933
148003,2.35,1,71,1786,0.00,0.00,0.00,2.30,1.0000,25.50,29.085,8.63,23,7,0.42,1.09,35,0.0793
148106,2.35,1,71,1776,0.00,0.00,0.00,2.30,1.0000,26.50,29.085,8.63,23,7,0.45,1.06,35,0.0592
148211,2.75,1,71,1771,0.00,0.00,0.00,2.30,1.0000,27.00,29.720,8.63,24,7,0.47,1.05,35,0.0440
148314,3.14,1,71,1783,0.00,0.00,0.00,2.30,1.0000,27.50,30.038,8.63,24,7,0.48,1.04,35,0.0357
148419,3.53,1,71,1728,0.00,0.00,0.00,2.30,1.0000,28.50,31.309,9.41,24,7,0.50,1.04,35,0.0319
148522,4.71,1,71,1816,0.00,0.00,0.00,2.56,1.0000,29.00,33.850,10.59,24,7,0.51,1.06,35,0.0392
148626,4.71,1,71,1855,18.58,0.00,0.00,2.82,1.0000,28.00,37.662,10.98,24,7,0.55,1.10,35,0.0925
148730,4.71,1,71,1852,18.39,0.00,0.00,2.82,1.0000,26.50,39.886,10.98,24,7,0.60,1.10,35,0.0956
148834,4.71,1,71,1817,17.12,0.00,0.00,3.07,1.0000,25.50,40.204,10.98,24,7,0.65,1.07,34,0.0771
148938,4.71,1,71,1800,17.14,0.00,0.00,3.07,1.0000,25.00,40.839,10.98,24,7,0.68,1.05,34,0.0502
149043,4.71,1,71,1809,17.09,0.00,0.00,3.07,1.0000,24.00,41.157,10.98,24,7,0.71,1.04,34,0.0386
149146,4.71,1,71,1867,16.88,0.00,0.00,3.07,1.0000,24.00,41.157,10.98,24,7,0.72,1.04,34,0.0296
149250,4.71,1,71,1859,16.57,0.00,0.00,3.07,1.0000,24.00,40.204,10.98,25,7,0.73,1.02,34,0.0125
149354,4.71,1,71,1857,16.64,0.00,0.00,3.07,1.0000,24.00,40.839,10.98,25,7,0.73,1.02,34,0.0110
149458,4.71,1,71,1886,16.08,0.00,0.00,3.07,1.0000,24.00,40.521,10.98,25,7,0.73,1.02,34,0.0093
149562,4.71,1,71,1890,15.61,0.00,0.00,3.07,1.0000,24.50,40.204,10.98,25,7,0.73,1.01,34,0.0080
149666,4.71,1,71,1891,15.58,0.00,0.00,3.07,1.0000,24.50,40.204,11.37,25,7,0.73,1.01,34,0.0068
149770,5.10,1,71,1904,15.13,0.00,0.00,3.07,1.0000,24.50,40.521,11.37,25,7,0.73,1.01,34,0.0059
149874,5.49,1,71,1920,15.12,0.00,0.00,3.07,1.0000,24.50,42.110,12.16,25,7,0.74,1.01,34,0.0053
149977,5.88,1,71,1960,14.57,0.00,0.00,3.33,1.0000,24.50,43.698,12.55,25,7,0.75,1.04,34,0.0278
150081,5.88,1,71,1975,14.60,0.00,0.00,3.33,1.0000,24.00,44.016,12.55,26,7,0.78,1.04,34,0.0351
150186,5.88,1,71,2000,14.64,0.00,0.00,3.58,1.0000,24.00,45.287,12.55,26,7,0.81,1.03,34,0.0275
150290,7.06,1,71,1995,15.35,0.00,0.00,3.58,1.0000,23.50,46.240,13.33,26,7,0.83,1.03,34,0.0203
150393,7.06,1,71,2034,15.11,0.00,0.00,3.58,1.0000,23.50,48.463,13.73,27,7,0.85,1.05,34,0.0341
150498,7.06,1,71,2036,14.56,0.00,0.00,3.84,1.0000,23.00,49.734,13.73,27,7,0.89,1.07,34,0.0349
150601,7.45,1,71,2070,14.53,0.00,0.00,3.84,1.0000,22.50,50.052,13.73,27,7,0.92,1.07,34,0.0263
150706,8.63,1,71,2084,14.57,0.00,0.00,4.10,1.0000,22.50,51.005,14.51,27,7,0.93,1.07,34,0.0215
150809,10.98,1,71,2100,14.10,0.00,0.00,4.10,1.0000,22.50,54.817,16.08,28,7,0.96,1.10,34,0.0285
150913,13.33,1,71,2158,14.12,0.00,0.00,4.61,1.0000,24.00,64.347,19.61,28,7,1.01,1.14,34,0.0542
151017,13.33,1,71,2172,14.10,0.00,0.00,5.12,1.0000,26.00,71.971,21.18,28,7,1.11,1.19,34,0.0774
151121,13.33,1,71,2175,14.10,0.00,0.00,5.38,1.0000,24.00,74.195,21.18,29,7,1.20,1.18,34,0.0591
151226,13.33,1,71,2242,14.07,0.00,0.00,5.63,1.0000,22.50,73.878,21.18,29,7,1.27,1.17,34,0.0405
151330,13.33,1,71,2299,14.32,0.00,0.00,5.63,1.0000,22.00,73.878,21.18,30,7,1.30,1.16,34,0.0250
151435,13.33,1,71,2308,14.12,0.00,0.00,5.63,1.0000,21.50,73.878,21.18,30,7,1.32,1.15,34,0.0135
151539,13.33,1,71,2314,13.67,0.00,0.00,5.63,1.0000,21.50,72.925,21.18,31,7,1.33,1.15,34,0.0107
151643,13.33,1,71,2344,13.11,0.00,0.00,5.63,1.0000,21.50,72.925,21.18,31,7,1.33,1.15,34,0.0089
151746,13.33,1,71,2388,13.11,0.00,0.00,5.63,1.0000,21.50,73.242,21.18,31,7,1.32,1.14,34,0.0068
151851,13.33,1,71,2395,13.12,0.00,0.00,5.63,1.0000,22.00,72.925,21.18,32,7,1.32,1.14,34,0.0052
151956,13.33,1,71,2468,13.35,0.00,0.00,5.63,1.0000,22.00,72.925,21.18,32,7,1.31,1.14,34,0.0041
152060,13.33,1,71,2462,12.64,0.00,0.00,5.63,1.0000,22.00,72.607,21.18,32,7,1.31,1.14,34,0.0032
152164,8.24,1,71,2507,12.57,0.00,0.00,5.63,1.0000,22.00,71.971,21.18,33,7,1.31,1.14,34,0.0024
152269,0.00,1,71,2490,12.58,0.00,0.00,4.86,1.0000,22.50,53.864,11.37,33,7,1.30,1.06,34,-0.0301
152372,0.00,1,71,2327,12.58,0.00,0.00,0.77,1.0000,25.50,34.803,7.84,34,7,1.14,0.80,34,-0.2467
152477,0.00,1,71,2193,12.10,0.00,0.00,0.77,1.0000,22.50,27.497,7.06,34,7,0.87,0.76,34,-0.2735
152580,0.00,1,71,2147,13.11,0.00,0.00,0.77,1.0000,25.50,24.638,7.84,34,7,0.65,0.84,34,-0.1724
152685,0.00,1,71,2129,14.09,0.00,0.00,0.77,1.0000,26.50,23.367,7.84,34,7,0.53,0.88,34,-0.1324
152789,0.00,1,71,2094,14.11,0.00,0.00,0.77,1.0000,28.50,22.414,7.45,34,7,0.45,0.92,34,-0.0941
152893,5.10,1,71,2010,13.59,0.00,0.00,1.79,1.0000,27.00,21.779,7.84,34,7,0.41,0.94,34,-0.0684
152997,5.88,1,71,1949,13.05,0.00,0.00,2.30,1.0000,26.50,32.580,12.55,34,7,0.39,1.10,34,0.0000
153100,6.27,1,71,1928,14.10,0.00,0.00,2.82,1.0000,27.50,41.157,12.55,34,7,0.47,1.23,34,0.2180
153205,6.67,1,71,1980,15.67,0.00,0.00,3.07,1.0000,25.50,45.287,12.94,35,7,0.60,1.19,34,0.1926
153311,6.67,1,71,1945,15.24,0.00,0.00,3.58,1.0000,25.00,47.828,13.33,35,7,0.71,1.14,34,0.1416
153415,7.84,1,71,1970,15.74,0.00,0.00,3.58,1.0000,23.50,50.052,13.73,35,7,0.81,1.09,34,0.0917
153518,8.24,1,71,2004,15.61,0.00,0.00,3.84,1.0000,14.50,52.911,14.51,35,7,0.88,1.11,34,0.0770
153622,8.63,1,71,2002,16.10,0.00,0.00,4.35,1.0000,21.00,55.452,15.29,36,7,0.94,1.12,34,0.0615
153727,8.63,1,71,2044,15.61,0.00,0.00,4.35,1.0000,22.50,57.358,15.69,36,7,0.99,1.13,34,0.0575
153831,8.63,1,71,2018,16.24,0.00,0.00,4.61,1.0000,24.00,57.676,15.69,36,7,1.04,1.14,34,0.0471
153934,7.84,1,71,2068,15.11,0.00,0.00,4.61,1.0000,25.50,58.947,15.69,36,7,1.08,1.13,34,0.0376
154038,2.35,1,71,2045,14.60,0.00,0.00,4.61,1.0000,26.00,53.546,12.55,37,7,1.09,1.12,34,0.0187
154143,1.96,1,71,2096,14.10,0.00,0.00,3.84,1.0000,25.00,40.839,9.02,37,7,1.05,0.98,34,-0.0851
154246,1.57,1,71,2016,13.59,0.00,0.00,3.07,1.0000,22.50,34.803,8.63,37,7,0.92,0.85,34,-0.1571
154351,1.18,1,71,2089,13.12,0.00,0.00,0.77,1.0000,25.00,30.038,8.24,37,7,0.77,0.86,34,-0.1590
154454,1.18,1,71,2094,12.56,0.00,0.00,0.77,1.0000,29.00,26.544,7.84,37,7,0.64,0.89,34,-0.1243
154558,0.78,1,71,2028,12.11,0.00,0.00,0.77,1.0000,30.00,24.955,7.84,37,7,0.54,0.91,34,-0.1022
154663,0.39,1,71,2097,12.08,0.00,0.00,0.77,1.0000,32.00,23.367,7.45,37,7,0.48,0.93,34,-0.0843
154768,0.00,1,71,2051,12.10,0.00,0.00,0.77,1.0000,34.00,21.461,7.06,37,7,0.43,0.92,34,-0.0800
154872,0.00,1,71,2109,12.53,0.00,0.00,0.77,1.0000,33.50,19.555,6.67,37,7,0.38,0.94,34,-0.0688
154976,0.00,1,71,2050,12.57,0.00,0.00,0.77,1.0000,33.00,18.602,6.67,36,7,0.35,0.94,34,-0.0653
155080,0.00,1,71,2030,13.13,0.00,0.00,0.77,1.0000,31.00,17.966,6.67,36,7,0.32,0.96,34,-0.0515
155183,0.00,1,71,1987,13.69,0.00,0.00,0.77,1.0000,29.50,68.053,6.67,36,7,0.30,0.97,34,-0.0334
155288,0.00,1,71,2011,15.51,0.00,0.00,0.77,1.0000,28.00,17.331,6.67,36,7,0.29,1.00,34,0.0000
155393,0.00,1,71,2032,18.28,0.00,0.00,0.77,1.0000,26.50,66.783,6.67,36,7,0.28,1.00,34,0.0000
155496,0.00,1,71,1984,18.36,0.00,0.00,0.77,1.0000,25.00,4.333,6.67,35,7,0.27,1.00,34,0.0000
155602,0.00,1,71,2023,18.33,0.00,0.00,0.77,1.0000,20.00,17.013,6.67,36,7,0.27,1.00,34,0.0000
155706,0.00,1,71,1990,18.59,0.00,0.00,0.77,1.0000,22.50,17.013,6.67,35,7,0.27,1.00,34,0.0000
155811,0.00,1,71,1978,18.58,0.00,0.00,0.77,1.0000,20.00,68.053,6.67,35,7,0.27,1.00,34,0.0000
155914,0.00,1,71,2028,18.58,0.00,0.00,0.77,1.0000,20.00,68.053,6.67,35,7,0.27,1.00,34,0.0000
156018,0.00,1,71,1947,18.59,0.00,0.00,0.77,1.0000,20.00,17.649,6.67,35,7,0.27,1.00,34,0.0000
156123,0.00,1,71,1982,18.58,0.00,0.00,0.77,1.0000,20.00,17.331,6.67,35,7,0.27,1.00,34,0.0000
156226,0.00,1,71,1920,18.58,0.00,0.00,0.77,1.0000,20.00,17.649,6.67,35,7,0.27,1.00,34,0.0000
156330,0.39,1,71,1978,18.59,0.00,0.00,1.54,1.0000,20.00,68.053,6.27,34,7,0.27,1.00,34,0.0000
156434,0.39,1,71,1928,18.58,0.00,0.00,1.54,1.0000,20.00,68.053,6.67,34,7,0.27,1.00,34,0.0000
156538,0.39,1,71,1927,18.59,0.00,0.00,1.54,1.0000,20.00,18.602,7.06,34,7,0.27,1.00,34,0.0000
156642,0.39,1,71,1941,18.59,0.00,0.00,1.54,1.0000,20.00,18.602,7.06,34,7,0.28,1.00,34,0.0006
156746,0.39,1,71,1943,18.58,0.00,0.00,1.54,1.0000,20.00,18.919,7.06,34,7,0.29,1.00,34,0.0009
156849,0.39,1,71,1931,18.59,0.00,0.00,1.54,1.0000,20.00,19.237,7.06,34,7,0.29,1.00,34,0.0012
156954,0.39,1,71,1944,18.58,0.00,0.00,1.54,1.0000,20.00,19.237,7.06,34,7,0.30,1.00,34,0.0012
157057,0.39,1,71,1928,18.58,0.00,0.00,1.54,1.0000,20.00,19.237,7.06,34,7,0.30,1.00,34,0.0012
157162,0.39,1,71,1936,18.59,0.00,0.00,1.54,1.0000,20.00,19.237,7.06,34,7,0.30,1.00,34,0.0012
157266,0.39,1,71,1940,0.00,0.00,0.00,1.54,1.0000,20.00,18.919,7.06,34,7,0.30,1.00,34,0.0011
157370,0.39,1,71,1940,0.00,0.00,0.00,1.54,1.0000,20.00,18.919,7.06,34,7,0.30,1.00,34,0.0010
157475,0.00,1,71,1924,18.59,0.00,0.00,1.79,1.0000,20.00,18.919,7.06,34,7,0.30,1.00,34,0.0009
157580,0.00,1,71,1938,18.54,0.00,0.00,1.54,1.0000,20.00,18.602,6.67,34,7,0.30,1.00,34,0.0007
157683,0.00,1,71,1923,17.87,0.00,0.00,1.54,1.0000,20.00,17.966,6.27,34,7,0.30,1.00,34,0.0000
157788,0.00,1,71,1932,18.13,0.00,0.00,0.77,1.0000,20.00,17.331,6.27,34,7,0.29,1.00,34,0.0000
157891,0.00,1,71,1929,18.12,0.00,0.00,0.77,1.0000,20.00,68.053,6.27,34,7,0.29,1.00,34,0.0000
157995,0.00,1,71,1934,17.60,0.00,0.00,0.77,1.0000,20.00,68.053,6.27,34,7,0.28,1.00,34,0.0000
158099,0.00,1,71,1908,18.12,0.00,0.00,0.77,1.0000,20.00,68.053,6.27,34,7,0.27,1.00,34,0.0000
158202,0.00,1,71,1941,18.11,0.00,0.00,0.77,1.0000,20.00,68.053,6.27,34,7,0.27,1.00,34,0.0000
158307,0.00,1,71,1875,18.12,0.00,0.00,0.77,1.0000,20.00,68.053,6.27,34,7,0.27,1.00,34,0.0000
158411,0.00,1,71,1940,0.00,0.00,0.00,0.77,1.0000,20.00,17.331,6.27,34,7,0.27,1.00,34,0.0000
158516,0.00,1,71,1884,0.00,0.00,0.00,0.77,1.0000,20.00,17.331,6.27,34,7,0.27,1.00,34,0.0000
158619,0.00,1,71,1902,0.00,0.00,0.00,0.77,1.0000,20.00,17.331,6.27,34,7,0.27,1.00,34,0.0000
158724,0.00,1,71,1864,0.00,0.00,0.00,0.77,1.0000,20.00,17.331,6.27,33,7,0.27,1.00,34,0.0000
158828,0.00,1,71,1897,0.00,0.00,0.00,0.77,1.0000,20.00,17.649,6.27,33,7,0.27,1.00,34,0.0000
158932,0.00,1,71,1917,0.00,0.00,0.00,0.77,1.0000,20.00,17.331,6.27,33,7,0.27,1.00,34,0.0000
159036,0.39,1,71,1862,0.00,0.00,0.00,0.77,1.0000,20.00,17.649,6.27,33,7,0.28,1.00,34,0.0000
159141,0.78,1,71,1885,0.00,0.00,0.00,1.54,1.0000,20.00,17.649,6.27,33,7,0.28,1.00,34,0.0000
159245,0.78,1,71,1844,0.00,0.00,0.00,1.54,1.0000,20.00,19.237,7.06,33,7,0.28,1.00,34,0.0000
159348,0.78,1,71,1881,0.00,0.00,0.00,1.54,1.0000,20.50,19.555,7.06,33,7,0.29,1.03,34,0.0314
159453,0.78,1,71,1862,0.00,0.00,0.00,1.54,1.0000,21.50,19.872,7.06,33,7,0.30,1.00,34,0.0014
159557,0.78,1,72,1861,0.00,0.00,0.00,1.79,1.0000,23.00,20.508,7.06,33,7,0.30,1.00,34,0.0017
159662,0.78,1,72,1889,0.00,0.00,0.00,1.79,1.0000,24.00,20.508,7.06,33,7,0.31,1.01,34,0.0020
159766,0.78,1,71,1875,0.00,0.00,0.00,1.79,1.0000,25.50,20.508,7.06,33,7,0.32,1.01,34,0.0020
159871,0.78,1,71,1875,0.00,0.00,0.00,1.79,1.0000,27.00,20.190,7.06,33,7,0.32,1.01,34,0.0019
159976,0.78,1,71,1878,0.00,0.00,0.00,1.79,1.0000,28.00,20.190,7.06,33,7,0.32,1.00,34,0.0017
160080,0.78,1,72,1892,0.00,0.00,0.00,1.79,1.0000,29.50,20.508,7.06,33,7,0.32,1.00,34,0.0015
160184,0.78,1,72,1885,0.00,0.00,0.00,1.79,1.0000,30.50,20.508,7.06,34,7,0.32,1.00,34,0.0012
160287,0.78,1,72,1886,0.00,0.00,0.00,1.79,1.0000,32.00,20.508,7.06,34,7,0.32,1.00,34,0.0011
160392,1.57,1,72,1900,0.00,0.00,0.00,1.79,1.0000,32.00,20.508,7.06,34,7,0.32,1.00,34,0.0009
160495,3.14,1,72,1902,18.58,0.00,0.00,1.79,1.0000,32.00,22.414,7.84,34,7,0.32,1.04,34,0.0010
160600,3.14,1,72,1911,18.59,0.00,0.00,2.05,1.0000,32.50,25.908,9.41,34,7,0.34,1.08,34,0.0644
160704,3.14,1,72,1866,0.00,0.00,0.00,2.05,1.0000,32.50,28.450,9.41,34,7,0.38,1.11,34,0.1023
160808,3.14,1,72,1921,18.12,0.00,0.00,2.30,1.0000,32.50,29.403,9.80,34,7,0.43,1.09,34,0.0847
160913,3.14,1,72,1911,0.00,0.00,0.00,2.30,1.0000,32.00,30.356,9.80,34,7,0.46,1.06,34,0.0671
161016,3.14,1,72,1860,0.00,0.00,0.00,2.30,1.0000,31.00,30.673,9.80,34,7,0.49,1.05,34,0.0489
161120,3.14,1,72,1936,0.00,0.00,0.00,2.30,1.0000,30.00,30.991,9.80,34,7,0.51,1.04,34,0.0341
161224,3.14,1,72,1929,18.59,0.00,0.00,2.30,1.0000,30.00,30.991,9.80,34,7,0.52,1.01,34,0.0082
161331,3.14,1,72,1940,18.58,0.00,0.00,2.30,1.0000,29.50,31.309,9.80,34,7,0.53,1.01,34,0.0075
161432,3.14,1,72,1945,18.37,0.00,0.00,2.30,1.0000,29.50,31.309,9.80,35,7,0.53,1.01,34,0.0066
161536,3.14,1,72,1951,16.58,0.00,0.00,2.30,1.0000,29.50,31.309,9.80,35,7,0.53,1.01,34,0.0057
161640,3.14,1,72,1962,16.48,0.00,0.00,2.30,1.0000,29.50,31.627,9.80,35,7,0.53,1.01,34,0.0048
161744,3.14,1,72,1977,16.60,0.00,0.00,2.30,1.0000,29.50,30.991,9.80,35,7,0.53,1.01,34,0.0042
161848,3.14,1,72,1930,16.03,0.00,0.00,2.30,1.0000,29.50,30.673,9.80,35,7,0.53,1.01,34,0.0035
161952,3.14,1,72,1974,15.87,0.00,0.00,2.30,1.0000,29.50,31.309,9.80,35,7,0.53,1.01,34,0.0029
162057,3.53,1,72,2003,16.22,0.00,0.00,2.30,1.0000,29.50,31.309,9.80,35,7,0.53,1.01,34,0.0025
162160,3.92,1,72,1992,16.11,0.00,0.00,2.56,1.0000,29.50,32.580,10.20,36,7,0.53,1.01,34,0.0023
162265,3.92,1,72,2006,15.60,0.00,0.00,2.56,1.0000,29.00,33.533,10.59,36,7,0.55,1.02,34,0.0240
162368,3.92,1,72,2023,16.59,0.00,0.00,2.56,1.0000,29.00,33.850,10.59,36,7,0.56,1.03,34,0.0285
162473,3.92,1,72,2018,15.57,0.00,0.00,2.56,1.0000,29.00,34.803,10.59,36,7,0.58,1.02,34,0.0258
162576,3.92,1,72,2098,16.13,0.00,0.00,2.56,1.0000,28.50,34.803,10.59,36,7,0.59,1.01,34,0.0039
162680,4.71,1,72,1996,16.10,0.00,0.00,2.56,1.0000,28.50,35.439,11.37,36,7,0.60,1.01,34,0.0038
162784,4.71,1,72,2062,16.12,0.00,0.00,2.82,1.0000,28.50,37.662,11.37,36,7,0.61,1.04,34,0.0345
162889,6.67,1,72,2058,16.14,0.00,0.00,2.82,1.0000,28.50,37.980,11.37,37,7,0.64,1.04,34,0.0378
162992,10.20,1,72,2082,15.57,0.00,0.00,3.33,1.0000,28.00,47.193,16.08,37,7,0.66,1.09,34,0.0517
163097,10.20,1,72,2121,15.83,0.00,0.00,3.84,1.0000,26.50,57.041,17.65,37,7,0.78,1.16,34,0.1434
163201,10.59,1,72,2050,15.58,0.00,0.00,4.35,1.0000,24.00,61.170,17.65,38,7,0.93,1.17,34,0.1111
