Time (msec),CL/OL Fueling* (status),Coolant Temperature (C),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),Final Fueling Base (4-byte)* (fuel-air equivalence ratio),Intake Air Temperature (C),Transient Load Fuel Correction (D2WD610H diagnostic)* (raw additive factor),Fuel Injector #1 Pulse Width (ms),Committed AVLS VE State (D2WD610H master)* (AVLS mode (1 low; 3 high)),Engine Load (4-Byte)* (g/rev),Ignition Total Timing (degrees),Throttle Opening Angle (%),Accelerator Pedal Angle (%),Feedback Knock Correction (4-byte)* (degrees),Fine Learning Knock Correction (4-byte)* (degrees),IAM (4-byte)* (multiplier),SD Native MAP Input (D2WD610H diagnostic)* (kPa absolute),Vehicle Speed (km/h)
199526,7,37,1257,14.57,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.564,0
199631,7,37,1253,14.60,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.298,0
199734,7,38,1255,14.57,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.615,0
199838,7,38,1256,14.58,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.564,0
199942,7,38,1247,14.60,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.615,0
200045,7,38,1253,14.58,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.615,0
200150,7,38,1258,14.57,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.298,0
200254,7,38,1257,14.36,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.298,0
200358,7,38,1255,14.57,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.349,0
200461,7,38,1260,14.61,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.564,0
200566,7,38,1256,14.58,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.298,0
200670,7,38,1252,14.58,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.564,0
200774,7,38,1253,14.61,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.349,0
200879,7,38,1262,14.57,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.564,0
200983,7,38,1264,14.60,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.298,0
201087,7,38,1256,14.58,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.349,0
201192,7,38,1253,14.83,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.349,0
201295,7,38,1260,14.60,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.349,0
201399,7,38,1264,14.57,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.298,0
201504,7,38,1263,14.58,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.349,0
201607,7,38,1255,14.59,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.564,0
201711,7,38,1258,14.58,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.349,0
201816,7,38,1256,14.60,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.564,0
201920,7,38,1256,14.58,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.031,0
202023,7,38,1264,14.59,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.615,0
202127,7,38,1267,14.60,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.298,0
202232,7,38,1258,14.55,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.349,0
202337,7,38,1263,14.37,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.247,0
202441,7,38,1259,14.47,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.031,0
202545,7,38,1264,14.59,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.564,0
202648,7,38,1264,14.61,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.082,0
202753,7,38,1256,14.57,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.564,0
202857,7,38,1256,14.61,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.298,0
202961,7,38,1254,14.57,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.349,0
203065,7,38,1261,14.59,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.564,0
203170,7,38,1261,14.60,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.082,0
203273,7,38,1257,14.56,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.513,0
203378,7,38,1260,14.60,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.349,0
203483,7,38,1258,14.58,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.564,0
203586,7,38,1257,14.57,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.298,0
203691,7,38,1254,14.60,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.298,0
203796,7,38,1259,14.58,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.298,0
203900,7,38,1258,14.60,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.564,0
204003,7,38,1259,14.59,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.247,0
204107,7,38,1260,14.56,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.349,0
204211,7,38,1270,14.60,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.247,0
204316,7,38,1274,14.57,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.031,0
204419,7,38,1263,14.47,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,37.980,0
204523,7,38,1266,14.36,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,37.980,0
204628,7,38,1266,14.57,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,37.980,0
204731,7,38,1264,14.60,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,37.929,0
204836,7,38,1259,14.58,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.031,0
204940,7,38,1253,14.60,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.564,0
205044,7,38,1241,14.60,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.615,0
205148,7,38,1240,14.10,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.615,0
205251,7,38,1239,14.60,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.133,0
205356,7,38,1254,14.58,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,39.149,0
205460,7,38,1254,14.12,1.02,29,0.0014,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.400,0
205563,7,38,1250,14.12,1.02,29,0.0015,2.82,1,0.66,15.00,7.84,0.00,0.00,0.00,0.0000,39.149,0
205667,7,38,1256,14.58,1.02,29,0.0015,2.82,1,0.66,15.00,7.84,0.00,0.00,0.00,0.0000,38.400,0
205771,7,38,1266,14.59,1.01,29,0.0014,2.82,1,0.66,15.00,7.84,0.00,0.00,0.00,0.0000,38.933,0
205876,7,38,1274,14.58,1.01,29,0.0000,2.82,1,0.66,15.00,7.84,0.00,0.00,0.00,0.0000,38.615,0
205979,7,38,1276,14.57,1.01,29,0.0000,2.82,1,0.66,15.00,7.84,0.00,0.00,0.00,0.0000,38.400,0
206083,7,38,1280,14.61,1.01,29,0.0000,2.82,1,0.66,15.00,7.84,0.00,0.00,0.00,0.0000,39.149,0
206187,7,38,1283,14.57,1.01,29,0.0000,2.82,1,0.66,15.00,7.84,0.00,0.00,0.00,0.0000,38.349,0
206292,7,38,1283,14.59,1.01,29,0.0000,2.82,1,0.66,15.00,7.84,0.00,0.00,0.00,0.0000,38.349,0
206395,7,38,1292,14.59,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,38.247,0
206499,7,38,1295,14.56,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,37.980,0
206603,7,38,1285,14.35,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,37.713,0
206706,7,38,1281,14.59,1.01,29,0.0000,2.82,1,0.65,15.00,7.84,0.00,0.00,0.00,0.0000,37.929,0
206811,7,38,1280,14.60,1.01,29,0.0000,2.82,1,0.64,15.00,7.84,0.00,0.00,0.00,0.0000,37.662,0
206915,7,38,1280,14.58,1.01,29,0.0000,2.82,1,0.64,15.00,7.84,0.00,0.00,0.00,0.0000,37.447,0
207018,7,38,1274,14.10,1.01,29,0.0000,2.82,1,0.64,15.00,7.84,0.00,0.00,0.00,0.0000,37.929,0
207122,7,38,1274,14.12,1.01,29,0.0000,2.82,1,0.64,15.00,7.84,0.00,0.00,0.00,0.0000,37.396,0
207227,7,38,1265,14.09,1.01,29,0.0000,2.82,1,0.64,15.00,7.84,0.00,0.00,0.00,0.0000,37.713,0
207331,7,38,1261,14.14,1.01,29,0.0000,2.82,1,0.64,15.00,7.84,0.00,0.00,0.00,0.0000,37.929,0
207435,7,38,1263,14.37,1.01,29,0.0000,2.82,1,0.64,15.00,7.84,0.00,0.00,0.00,0.0000,37.713,0
207538,7,38,1259,14.20,1.01,29,0.0000,2.82,1,0.64,15.00,7.84,0.00,0.00,0.00,0.0000,37.929,0
207643,7,38,1258,14.13,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,37.396,0
207748,7,38,1255,14.10,1.01,29,0.0000,2.82,1,0.64,15.00,7.84,0.00,0.00,0.00,0.0000,37.611,0
207852,7,38,1253,14.11,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,37.396,0
207955,7,38,1243,14.12,1.01,29,0.0000,2.82,1,0.63,15.00,7.84,0.00,0.00,0.00,0.0000,37.611,0
208059,7,38,1234,14.58,1.01,29,0.0000,2.82,1,0.63,15.00,7.45,0.00,0.00,0.00,0.0000,37.713,0
208164,7,38,1227,14.60,1.01,29,0.0000,2.82,1,0.63,15.00,7.84,0.00,0.00,0.00,0.0000,37.929,0
208267,7,38,1225,14.16,1.01,29,0.0000,2.82,1,0.63,15.00,7.84,0.00,0.00,0.00,0.0000,37.980,0
208371,7,38,1221,14.11,1.01,29,0.0000,2.82,1,0.63,15.00,7.84,0.00,0.00,0.00,0.0000,38.031,0
208475,7,38,1216,14.12,1.01,29,0.0000,2.82,1,0.64,15.00,7.84,0.00,0.00,0.00,0.0000,38.247,0
208579,7,38,1222,14.55,1.01,29,0.0000,2.82,1,0.64,15.00,7.84,0.00,0.00,0.00,0.0000,38.031,0
208683,7,38,1225,13.91,1.01,29,0.0000,2.82,1,0.64,15.00,7.84,0.00,0.00,0.00,0.0000,38.298,0
208786,7,38,1234,14.35,1.01,29,0.0000,2.82,1,0.64,15.00,7.84,0.00,0.00,0.00,0.0000,38.298,0
208890,7,38,1240,14.58,1.01,29,0.0000,2.82,1,0.64,15.00,7.84,0.00,0.00,0.00,0.0000,38.031,0
208994,7,38,1236,14.60,1.01,29,0.0000,2.82,1,0.64,15.00,7.84,0.00,0.00,0.00,0.0000,38.247,0
209099,7,38,1237,14.57,1.01,29,0.0000,2.82,1,0.64,15.00,7.84,0.00,0.00,0.00,0.0000,37.764,0
209203,7,38,1244,14.60,1.01,29,0.0000,2.82,1,0.64,15.00,7.84,0.00,0.00,0.00,0.0000,38.196,0
209306,7,38,1237,14.60,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,37.980,0
209411,7,38,1235,14.57,1.01,29,0.0000,2.82,1,0.64,15.00,7.84,0.00,0.00,0.00,0.0000,37.980,0
209514,7,38,1231,14.59,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,37.980,0
209618,7,38,1231,14.58,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,37.764,0
209722,7,38,1220,14.83,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.247,0
209825,7,38,1216,14.60,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,37.980,0
209930,7,38,1216,14.57,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.031,0
210034,7,38,1210,14.60,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.247,0
210138,7,38,1214,14.57,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.298,0
210242,7,38,1214,14.59,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.349,0
210345,7,38,1217,14.60,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.298,0
210450,7,38,1220,14.56,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.247,0
210554,7,38,1220,14.60,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.031,0
210658,7,38,1221,14.58,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.298,0
210761,7,38,1215,14.55,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.298,0
210865,7,38,1215,14.36,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.031,0
210970,7,38,1214,14.57,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.247,0
211074,7,38,1210,14.59,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.564,0
211177,7,38,1216,14.59,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.298,0
211281,7,38,1218,14.58,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.298,0
211386,7,38,1220,14.60,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.298,0
211489,7,38,1223,14.57,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.031,0
211593,7,38,1218,14.59,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.298,0
211698,7,38,1216,14.59,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.247,0
211801,7,39,1220,14.82,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.298,0
211905,7,39,1218,14.60,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.298,0
212008,7,39,1222,14.57,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.247,0
212113,7,39,1225,14.57,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.031,0
212217,7,39,1230,14.60,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,37.929,0
212320,7,39,1227,14.57,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,37.980,0
212425,7,39,1230,14.61,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,37.713,0
212529,7,39,1217,14.57,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.196,0
212633,7,39,1216,14.58,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.031,0
212736,7,39,1216,14.61,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,37.980,0
212840,7,39,1222,14.57,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.247,0
212945,7,39,1227,14.36,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,37.713,0
213048,7,39,1232,14.33,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,37.980,0
213152,7,39,1236,14.57,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,37.929,0
213256,7,39,1230,14.60,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,37.713,0
213360,7,39,1226,14.57,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.196,0
213464,7,39,1223,14.60,1.01,29,0.0000,2.82,1,0.63,15.00,7.45,0.00,0.00,0.00,0.0000,37.713,0
213567,7,39,1227,14.58,1.01,29,0.0000,2.82,1,0.63,15.00,7.45,0.00,0.00,0.00,0.0000,37.713,0
213671,7,39,1217,14.57,1.01,29,0.0000,2.82,1,0.63,15.00,7.45,0.00,0.00,0.00,0.0000,38.247,0
213776,7,39,1221,14.59,1.01,29,0.0000,2.82,1,0.63,15.00,7.45,0.00,0.00,0.00,0.0000,37.764,0
213880,7,39,1216,14.57,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,37.980,0
213984,7,39,1228,14.63,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,37.929,0
214087,7,39,1228,14.59,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,37.713,0
214191,7,39,1222,14.57,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,37.980,0
214295,7,39,1224,14.60,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,37.713,0
214400,7,39,1224,14.58,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,37.713,0
214504,7,39,1224,14.59,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.196,0
214607,7,39,1223,14.61,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,37.713,0
214712,7,39,1225,14.57,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,37.980,0
214816,7,39,1222,14.60,1.01,29,0.0000,2.82,1,0.63,15.00,7.45,0.00,0.00,0.00,0.0000,37.980,0
214919,7,39,1221,14.58,1.01,29,0.0000,2.82,1,0.63,15.00,7.45,0.00,0.00,0.00,0.0000,38.031,0
215023,7,39,1218,14.57,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.247,0
215128,7,39,1211,14.35,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.247,0
215233,7,39,1214,14.57,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.031,0
215336,7,39,1217,14.60,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.247,0
215441,7,39,1220,14.57,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,37.980,0
215545,7,39,1214,14.60,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,37.764,0
215649,7,39,1218,14.60,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,37.980,0
215754,7,39,1219,14.57,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,37.980,0
215857,7,39,1210,14.60,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.031,0
215961,7,39,1209,14.57,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.298,0
216065,7,39,1204,14.82,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.298,0
216170,7,39,1211,14.58,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.349,0
216275,7,39,1203,14.57,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.349,0
216378,7,39,1212,14.58,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.564,0
216482,7,39,1214,14.57,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.298,0
216586,7,39,1218,14.58,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.031,0
216689,7,39,1223,14.59,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.247,0
216794,7,39,1216,14.56,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.031,0
216898,7,39,1212,14.61,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.031,0
217002,7,39,1210,14.57,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.247,0
217105,7,39,1212,14.55,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.298,0
217210,7,39,1213,14.36,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.031,0
217314,7,39,1211,14.52,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.247,0
217418,7,39,1212,14.59,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.247,0
217521,7,39,1215,14.59,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.031,0
217625,7,39,1208,14.58,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.298,0
217730,7,39,1215,14.60,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.247,0
217834,7,39,1208,14.58,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.031,0
217937,7,39,1213,14.59,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.031,0
218041,7,39,1202,14.59,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.564,0
218145,7,39,1204,14.57,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.298,0
218249,7,39,1212,14.61,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.082,0
218353,7,39,1224,14.57,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.247,0
218456,7,39,1224,14.57,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.247,0
218561,7,39,1228,14.60,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,37.980,0
218666,7,39,1232,14.56,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,37.929,0
218770,7,39,1227,14.61,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,37.713,0
218874,7,39,1227,14.58,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,37.980,0
218977,7,39,1223,14.59,1.01,29,0.0000,2.82,1,0.63,15.00,7.45,0.00,0.00,0.00,0.0000,37.929,0
219082,7,39,1219,14.60,1.01,29,0.0000,2.82,1,0.63,15.00,7.45,0.00,0.00,0.00,0.0000,37.980,0
219185,7,39,1215,14.57,1.01,29,0.0000,2.82,1,0.63,15.00,7.45,0.00,0.00,0.00,0.0000,37.929,0
219289,7,39,1208,14.42,1.01,29,0.0000,2.82,1,0.63,15.00,7.45,0.00,0.00,0.00,0.0000,37.980,0
219394,7,39,1206,14.34,1.01,29,0.0000,2.82,1,0.63,15.00,7.45,0.00,0.00,0.00,0.0000,38.031,0
219498,7,39,1212,14.59,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.247,0
219601,7,39,1221,14.60,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.247,0
219706,7,39,1224,14.57,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,37.980,0
219811,7,39,1218,14.60,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,37.929,0
219916,7,39,1221,14.57,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.031,0
220020,7,39,1222,14.60,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,37.713,0
220124,7,39,1229,14.60,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,37.929,0
220228,7,39,1220,14.57,1.01,29,0.0000,2.82,1,0.63,15.00,7.45,0.00,0.00,0.00,0.0000,38.031,0
220332,7,39,1206,14.84,1.01,29,0.0000,2.82,1,0.63,15.00,7.45,0.00,0.00,0.00,0.0000,37.980,0
220435,7,39,1204,14.58,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.247,0
220539,7,39,1198,14.57,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.298,0
220644,7,39,1199,14.56,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.349,0
220748,7,39,1204,14.57,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.349,0
220851,7,39,1206,14.59,1.01,29,0.0000,2.82,1,0.64,15.00,7.45,0.00,0.00,0.00,0.0000,38.564,0
