Time (msec),Battery Voltage (V),CL/OL Fueling* (status),Coolant Temperature (C),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),External Wideband Input ADC (D2WD610H master)* (ADC counts),Final Fueling Base (4-byte)* (fuel-air equivalence ratio),Fuel Injector #1 Pulse Width (4-byte)* (ms),Ignition Total Timing (degrees),Intake Air Temperature (C),Mass Airflow (g/s),Throttle Opening Angle (%),Transient Load Fuel Correction (D2WD610H diagnostic)* (raw additive factor),Accelerator Pedal Angle (%),Combined Throttle Request (D2WD610H diagnostic)* (%),Effective Idle Speed Target (D2WD610H diagnostic)* (rpm),Idle Air Feedback Flags (D2WD610H diagnostic)* (raw flags),Manifold Absolute Pressure (kPa)
267339,14.40,7,54,0.60,1341,14.56,30016,1.01,1.9865,15.00,22,13.60,7.84,0.0000,0.00,7.56,1328.1,9,36
267444,14.40,7,54,0.61,1334,14.59,29888,1.01,1.9912,15.00,22,13.59,7.84,0.0000,0.00,7.55,1328.1,9,36
267548,14.40,7,54,0.61,1344,14.72,31488,1.01,1.9938,15.00,22,13.66,7.84,0.0000,0.00,7.56,1328.1,9,36
267652,14.40,7,54,0.61,1348,14.58,30016,1.01,1.9958,15.00,22,13.73,7.84,0.0000,0.00,7.56,1328.1,9,36
267756,14.40,7,54,0.61,1346,14.58,29952,1.01,1.9940,15.00,22,13.50,7.84,0.0000,0.00,7.56,1328.1,9,36
267859,14.40,7,54,0.60,1342,14.54,29696,1.01,1.9905,15.00,22,13.51,7.84,0.0000,0.00,7.56,1328.1,9,36
267964,14.40,7,54,0.60,1352,14.56,30016,1.01,1.9888,15.00,22,13.65,7.84,0.0000,0.00,7.56,1328.1,9,36
268067,14.40,7,54,0.60,1348,14.58,30016,1.01,1.9880,15.00,22,13.41,7.84,0.0000,0.00,7.55,1328.1,9,35
268172,14.40,7,54,0.60,1352,14.58,29760,1.01,1.9855,15.00,22,13.47,7.84,0.0000,0.00,7.55,1328.1,9,35
268275,14.40,7,54,0.60,1355,14.57,29888,1.01,1.9823,15.00,22,13.66,7.84,0.0000,0.00,7.55,1328.1,9,35
268381,14.40,7,54,0.60,1352,14.57,30016,1.01,1.9823,15.00,22,13.47,7.84,0.0000,0.00,7.55,1328.1,9,35
268484,14.40,7,54,0.60,1351,14.57,29888,1.01,1.9788,15.00,22,13.62,7.84,0.0000,0.00,7.56,1328.1,9,35
268590,14.32,7,54,0.60,1354,14.57,29824,1.01,1.9838,15.00,22,13.47,7.84,0.0000,0.00,7.55,1328.1,9,35
268694,14.40,7,54,0.60,1348,14.32,28480,1.01,1.9743,15.00,22,13.38,7.84,0.0000,0.00,7.56,1328.1,9,35
268798,14.32,7,54,0.60,1354,14.34,28992,1.01,1.9708,15.00,22,13.47,7.84,0.0000,0.00,7.55,1328.1,9,35
268902,14.40,7,54,0.60,1349,14.57,29824,1.01,1.9698,15.00,22,13.59,7.84,0.0000,0.00,7.55,1328.1,9,35
269006,14.32,7,54,0.60,1345,14.56,30080,1.01,1.9688,15.00,22,13.54,7.84,0.0000,0.00,7.55,1328.1,9,35
269111,14.40,7,54,0.60,1351,14.57,29952,1.01,1.9712,15.00,22,13.45,7.84,0.0000,0.00,7.56,1328.1,9,35
269214,14.32,7,54,0.60,1339,14.58,29888,1.01,1.9735,15.00,22,13.53,7.84,0.0000,0.00,7.55,1328.1,9,35
269319,14.40,7,54,0.60,1342,14.55,30016,1.01,1.9758,15.00,22,13.44,7.84,0.0000,0.00,7.56,1328.1,9,35
269422,14.32,7,54,0.60,1346,14.57,30080,1.01,1.9783,15.00,22,13.46,7.84,0.0000,0.00,7.55,1328.1,9,35
269527,14.40,7,54,0.60,1334,14.58,29888,1.01,1.9805,15.00,22,13.45,7.84,0.0000,0.00,7.56,1328.1,9,36
269631,14.32,7,54,0.60,1330,14.56,29888,1.01,1.9825,15.00,22,13.57,7.84,0.0000,0.00,7.56,1328.1,9,35
269734,14.40,7,54,0.60,1339,14.19,27008,1.01,1.9872,15.00,22,13.49,7.84,0.0000,0.00,7.55,1328.1,9,36
269839,14.40,7,54,0.61,1335,14.57,29888,1.01,1.9912,15.00,22,13.50,7.84,0.0000,0.00,7.55,1328.1,9,36
269943,14.40,7,54,0.61,1342,14.56,29824,1.01,1.9935,15.00,22,13.60,7.84,0.0000,0.00,7.54,1328.1,9,36
270048,14.40,7,54,0.61,1350,14.56,30080,1.01,1.9932,15.00,22,13.47,7.84,0.0000,0.00,7.56,1328.1,9,36
270152,14.40,7,54,0.61,1340,14.58,29888,1.01,1.9928,15.00,22,13.63,7.84,0.0000,0.00,7.55,1328.1,9,36
270255,14.40,7,54,0.61,1336,14.59,29824,1.01,1.9955,15.00,22,13.42,7.84,0.0000,0.00,7.55,1328.1,9,36
270359,14.40,7,54,0.61,1332,14.55,30016,1.01,1.9943,15.00,22,13.37,7.84,0.0000,0.00,7.55,1328.1,9,36
270463,14.40,7,54,0.60,1340,14.59,30016,1.01,1.9923,15.00,22,13.62,7.84,0.0000,0.00,7.56,1328.1,9,36
270567,14.40,7,54,0.61,1337,14.58,29888,1.01,1.9960,15.00,22,13.56,7.84,0.0000,0.00,7.55,1328.1,9,36
270671,14.40,7,54,0.61,1340,14.57,29888,1.01,1.9960,15.00,22,13.49,7.84,0.0000,0.00,7.55,1328.1,9,36
270774,14.40,7,54,0.61,1348,14.07,26816,1.01,1.9955,15.00,22,13.71,7.84,0.0000,0.00,7.55,1328.1,9,36
270879,14.32,7,54,0.61,1346,14.35,28288,1.01,1.9938,15.00,22,13.52,7.84,0.0000,0.00,7.56,1328.1,9,36
270983,14.40,7,54,0.61,1344,14.57,29888,1.01,1.9995,15.00,22,13.45,7.84,0.0000,0.00,7.55,1328.1,9,36
271086,14.40,7,54,0.60,1346,14.56,30016,1.01,1.9885,15.00,22,13.51,7.84,0.0000,0.00,7.55,1328.1,9,35
271191,14.40,7,54,0.60,1338,14.58,30016,1.01,1.9865,15.00,22,13.45,7.84,0.0000,0.00,7.55,1328.1,9,35
271294,14.40,7,54,0.60,1344,14.58,29824,1.01,1.9872,15.00,22,13.67,7.84,0.0000,0.00,7.55,1328.1,9,36
271399,14.40,7,54,0.60,1352,14.56,29952,1.01,1.9895,15.00,22,13.59,7.84,0.0000,0.00,7.55,1328.1,9,36
271504,14.40,7,54,0.60,1348,14.58,30016,1.01,1.9870,15.00,22,13.56,7.84,0.0000,0.00,7.55,1328.1,9,35
271608,14.40,7,54,0.60,1345,14.58,29888,1.01,1.9843,15.00,22,13.51,7.84,0.0000,0.00,7.54,1328.1,9,35
271712,14.40,7,54,0.60,1352,14.56,29824,1.01,1.9832,15.00,22,13.60,7.84,0.0000,0.00,7.55,1328.1,9,35
271815,14.40,7,54,0.60,1343,14.80,31744,1.01,1.9815,15.00,22,13.51,7.84,0.0000,0.00,7.55,1328.1,9,35
271920,14.32,7,54,0.60,1349,14.13,26752,1.01,1.9825,15.00,22,13.47,7.84,0.0000,0.00,7.55,1328.1,9,35
272023,14.40,7,54,0.60,1344,14.09,26752,1.01,1.9810,15.00,22,13.45,7.84,0.0000,0.00,7.55,1328.1,9,36
272127,14.40,7,54,0.60,1336,14.08,26816,1.01,1.9810,15.00,22,13.40,7.84,0.0000,0.00,7.55,1328.1,9,36
272231,14.40,7,54,0.60,1333,14.58,29888,1.01,1.9825,15.00,22,13.54,7.84,0.0000,0.00,7.55,1328.1,9,36
272335,14.40,7,54,0.60,1343,14.59,29824,1.01,1.9870,15.00,22,13.60,7.84,0.0000,0.00,7.55,1328.1,9,36
272439,14.40,7,54,0.60,1334,14.09,26944,1.01,1.9898,15.00,22,13.51,7.84,0.0000,0.00,7.55,1328.1,9,36
272543,14.40,7,54,0.61,1338,14.58,30016,1.01,1.9932,15.00,22,13.47,7.84,0.0000,0.00,7.55,1328.1,9,36
272646,14.40,7,54,0.61,1344,14.59,29888,1.01,1.9948,15.00,22,13.66,7.84,0.0000,0.00,7.55,1328.1,9,36
272750,14.40,7,54,0.61,1342,14.55,29824,1.01,1.9960,15.00,22,13.47,7.84,0.0000,0.00,7.55,1328.1,9,36
272855,14.32,7,54,0.61,1339,14.56,29952,1.01,1.9968,15.00,22,13.40,7.84,0.0000,0.00,7.55,1328.1,9,36
272958,14.40,7,54,0.61,1342,14.34,28288,1.01,1.9948,15.00,22,13.69,7.84,0.0000,0.00,7.55,1328.1,9,36
273063,14.32,7,54,0.61,1338,14.32,29952,1.01,1.9955,15.00,22,13.58,7.84,0.0000,0.00,7.55,1328.1,9,36
273166,14.40,7,54,0.61,1343,14.55,30016,1.01,1.9952,15.00,22,13.52,7.84,0.0000,0.00,7.55,1328.1,9,36
273271,14.32,7,54,0.61,1352,14.58,30016,1.01,1.9940,15.00,22,13.75,7.84,0.0000,0.00,7.55,1328.1,9,36
273376,14.40,7,54,0.61,1348,14.56,29824,1.01,1.9928,15.00,22,13.53,7.84,0.0000,0.00,7.54,1328.1,9,36
273479,14.40,7,54,0.60,1340,14.55,30016,1.01,1.9885,15.00,22,13.60,7.84,0.0000,0.00,7.55,1328.1,9,35
273584,14.40,7,54,0.60,1349,14.57,30016,1.01,1.9888,15.00,22,13.56,7.84,0.0000,0.00,7.54,1328.1,9,36
273688,14.32,7,54,0.60,1344,14.58,29824,1.01,1.9872,15.00,22,13.53,7.84,0.0000,0.00,7.55,1328.1,9,36
273792,14.40,7,54,0.60,1350,14.56,29952,1.01,1.9875,15.00,22,13.58,7.84,0.0000,0.00,7.54,1328.1,9,35
273896,14.32,7,54,0.60,1353,14.56,30400,1.01,1.9855,15.00,22,13.60,7.84,0.0000,0.00,7.55,1328.1,9,35
274000,14.32,7,54,0.60,1348,14.60,29888,1.01,1.9825,15.00,22,13.47,7.84,0.0000,0.00,7.55,1328.1,9,35
274103,14.40,7,54,0.60,1351,14.55,29888,1.01,1.9818,15.00,22,13.60,7.84,0.0000,0.00,7.54,1328.1,9,35
274208,14.40,7,54,0.60,1360,14.56,30016,1.01,1.9792,15.00,22,13.56,7.84,0.0000,0.00,7.55,1328.1,9,35
274311,14.48,7,54,0.60,1352,14.59,29888,1.01,1.9748,15.00,22,13.44,7.84,0.0000,0.00,7.54,1328.1,9,35
274416,14.40,7,54,0.60,1354,14.58,29824,1.01,1.9718,15.00,22,13.46,7.84,0.0000,0.00,7.54,1328.1,9,35
274519,14.48,7,54,0.60,1355,14.56,30016,1.01,1.9692,15.00,22,13.48,7.45,0.0000,0.00,7.54,1328.1,9,35
274624,14.40,7,54,0.60,1350,14.59,29952,1.01,1.9675,15.00,22,13.34,7.84,0.0000,0.00,7.54,1328.1,9,35
274727,14.40,7,54,0.60,1338,14.59,29824,1.01,1.9663,15.00,22,13.44,7.45,0.0000,0.00,7.54,1328.1,9,35
274832,14.40,7,54,0.60,1347,14.56,29952,1.01,1.9690,15.00,22,13.46,7.84,0.0000,0.00,7.55,1328.1,9,35
274935,14.40,7,54,0.60,1344,14.59,30016,1.01,1.9705,15.00,22,13.53,7.45,0.0000,0.00,7.55,1328.1,9,35
275039,14.40,7,54,0.60,1350,14.57,28352,1.01,1.9705,15.00,22,13.48,7.84,0.0000,0.00,7.54,1328.1,9,35
275144,14.40,7,54,0.60,1360,14.33,28288,1.01,1.9718,15.00,22,13.57,7.45,0.0000,0.00,7.54,1328.1,9,35
275249,14.32,7,54,0.60,1355,14.58,30080,1.01,1.9690,15.00,22,13.46,7.84,0.0000,0.00,7.54,1328.1,9,35
275352,14.40,7,54,0.60,1352,14.59,29952,1.01,1.9672,15.00,22,13.35,7.45,0.0000,0.00,7.53,1328.1,9,35
275456,14.40,7,54,0.60,1342,14.57,29952,1.01,1.9650,15.00,22,13.41,7.84,0.0000,0.00,7.54,1328.1,9,35
275560,14.40,7,54,0.60,1344,14.56,30144,1.01,1.9650,15.00,22,13.36,7.45,0.0000,0.00,7.53,1328.1,9,35
275665,14.40,7,54,0.60,1352,14.59,30016,1.01,1.9652,15.00,22,13.43,7.84,0.0000,0.00,7.54,1328.1,9,35
275768,14.40,7,54,0.60,1346,14.57,29824,1.01,1.9645,15.00,22,13.42,7.84,0.0000,0.00,7.54,1328.1,9,35
275873,14.32,7,54,0.60,1342,14.56,30080,1.01,1.9658,15.00,22,13.47,7.84,0.0000,0.00,7.55,1328.1,9,35
275977,14.40,7,55,0.60,1346,14.58,30080,1.01,1.9672,15.00,22,13.36,7.45,0.0000,0.00,7.54,1328.1,9,35
276081,14.32,7,55,0.60,1333,14.83,31488,1.01,1.9688,15.00,22,13.43,7.84,0.0000,0.00,7.54,1328.1,9,35
276184,14.32,7,55,0.60,1336,14.55,30016,1.01,1.9738,15.00,22,13.36,7.45,0.0000,0.00,7.54,1328.1,9,35
276289,14.32,7,55,0.60,1339,14.58,30016,1.01,1.9680,15.00,22,13.41,7.84,0.0000,0.00,7.54,1328.1,9,35
276392,14.40,7,55,0.60,1336,14.57,29888,1.01,1.9803,15.00,22,13.45,7.45,0.0000,0.00,7.54,1328.1,9,36
276496,14.32,7,55,0.60,1336,14.56,29888,1.01,1.9815,15.00,22,13.43,7.84,0.0000,0.00,7.54,1328.1,9,36
276601,14.40,7,55,0.60,1338,14.58,30016,1.01,1.9832,15.00,22,13.44,7.45,0.0000,0.00,7.54,1328.1,9,36
276704,14.40,7,55,0.60,1346,14.59,29888,1.01,1.9832,15.00,22,13.58,7.84,0.0000,0.00,7.53,1328.1,9,35
276809,14.40,7,55,0.60,1343,14.56,29824,1.01,1.9845,15.00,22,13.43,7.84,0.0000,0.00,7.54,1328.1,9,35
276912,14.40,7,55,0.60,1342,14.56,30016,1.01,1.9835,15.00,22,13.47,7.84,0.0000,0.00,7.54,1328.1,9,35
277017,14.40,7,55,0.60,1347,14.59,29952,1.01,1.9823,15.00,22,13.59,7.45,0.0000,0.00,7.53,1328.1,9,35
277120,14.40,7,55,0.60,1346,14.56,29696,1.01,1.9810,15.00,22,13.44,7.84,0.0000,0.00,7.54,1328.1,9,35
277225,14.40,7,55,0.60,1350,14.31,28416,1.01,1.9803,15.00,22,13.44,7.45,0.0000,0.00,7.54,1328.1,9,35
277328,14.40,7,55,0.60,1358,14.49,30016,1.01,1.9832,15.00,22,13.52,7.84,0.0000,0.00,7.54,1328.1,9,35
277432,14.40,7,55,0.60,1351,14.58,29824,1.01,1.9708,15.00,22,13.48,7.45,0.0000,0.00,7.54,1328.1,9,35
277536,14.32,7,55,0.60,1358,14.56,30016,1.01,1.9685,15.00,22,13.40,7.84,0.0000,0.00,7.54,1328.1,9,35
277640,14.40,7,55,0.60,1360,14.58,30016,1.01,1.9647,15.00,22,13.64,7.45,0.0000,0.00,7.54,1328.1,9,35
277745,14.32,7,55,0.60,1360,14.59,29888,1.01,1.9600,15.00,22,13.38,7.84,0.0000,0.00,7.54,1328.1,9,35
277848,14.40,7,55,0.59,1362,14.55,29888,1.01,1.9563,15.00,22,13.28,7.45,0.0000,0.00,7.53,1328.1,9,35
277953,14.32,7,55,0.59,1349,14.56,30080,1.01,1.9530,15.00,22,13.38,7.45,0.0000,0.00,7.54,1328.1,9,35
278057,14.32,7,55,0.59,1352,14.58,29888,1.01,1.9540,15.00,22,13.40,7.45,0.0000,0.00,7.53,1328.1,9,35
278161,14.32,7,55,0.59,1354,14.56,31424,1.01,1.9547,15.00,22,13.42,7.84,0.0000,0.00,7.53,1328.1,9,35
278264,14.32,7,55,0.60,1348,14.56,30016,1.01,1.9578,15.00,22,13.44,7.45,0.0000,0.00,7.54,1328.1,9,35
278369,14.32,7,55,0.60,1342,14.58,30016,1.01,1.9598,15.00,22,13.32,7.84,0.0000,0.00,7.54,1328.1,9,35
278472,14.32,7,55,0.60,1346,14.56,29760,1.01,1.9600,15.00,22,13.41,7.45,0.0000,0.00,7.53,1328.1,9,35
278576,14.32,7,55,0.60,1336,14.56,30080,1.01,1.9645,15.00,22,13.34,7.45,0.0000,0.00,7.54,1328.1,9,35
278680,14.40,7,55,0.60,1340,14.58,30016,1.01,1.9670,15.00,22,13.30,7.45,0.0000,0.00,7.53,1328.1,9,35
278784,14.32,7,55,0.60,1344,14.58,29888,1.01,1.9688,15.00,22,13.40,7.84,0.0000,0.00,7.54,1328.1,9,35
278889,14.40,7,55,0.60,1332,14.55,30016,1.01,1.9705,15.00,22,13.43,7.45,0.0000,0.00,7.54,1328.1,9,35
278992,14.32,7,55,0.60,1330,14.58,30080,1.01,1.9738,15.00,22,13.39,7.84,0.0000,0.00,7.54,1328.1,9,36
279097,14.40,7,55,0.60,1343,14.59,29952,1.01,1.9770,15.00,22,13.54,7.45,0.0000,0.00,7.53,1328.1,9,36
279200,14.32,7,55,0.60,1334,14.57,29952,1.01,1.9803,15.00,22,13.52,7.84,0.0000,0.00,7.53,1328.1,9,36
279305,14.40,7,55,0.60,1341,14.53,28416,1.01,1.9808,15.00,22,13.43,7.45,0.0000,0.00,7.53,1328.1,9,36
279408,14.32,7,55,0.60,1346,14.35,28224,1.01,1.9812,15.00,22,13.50,7.45,0.0000,0.00,7.53,1328.1,9,35
279514,14.32,7,55,0.60,1342,14.57,29888,1.01,1.9815,15.00,22,13.55,7.45,0.0000,0.00,7.53,1328.1,9,35
279618,14.32,7,55,0.60,1339,14.57,30080,1.01,1.9810,15.00,22,13.52,7.84,0.0000,0.00,7.53,1328.1,9,36
279721,14.40,7,55,0.60,1351,14.58,30016,1.01,1.9818,15.00,22,13.52,7.45,0.0000,0.00,7.54,1328.1,9,35
279826,14.32,7,55,0.60,1348,14.58,29888,1.01,1.9795,15.00,22,13.47,7.45,0.0000,0.00,7.53,1328.1,9,35
279931,14.32,7,55,0.60,1348,14.55,30016,1.01,1.9780,15.00,22,13.35,7.45,0.0000,0.00,7.54,1328.1,9,35
280034,14.32,7,55,0.60,1351,14.58,30080,1.01,1.9772,15.00,22,13.52,7.84,0.0000,0.00,7.54,1328.1,9,35
280138,14.32,7,55,0.60,1346,14.58,29888,1.01,1.9775,15.00,22,13.48,7.45,0.0000,0.00,7.53,1328.1,9,35
280242,14.32,7,55,0.60,1348,14.56,30080,1.01,1.9730,15.00,22,13.46,7.84,0.0000,0.00,7.54,1328.1,9,35
280347,14.32,7,55,0.60,1356,14.80,30976,1.01,1.9698,15.00,22,13.52,7.45,0.0000,0.00,7.53,1328.1,9,35
280451,14.32,7,55,0.60,1345,14.59,29952,1.01,1.9698,15.00,22,13.47,7.45,0.0000,0.00,7.54,1328.1,9,35
280556,14.32,7,55,0.60,1350,14.56,29888,1.01,1.9665,15.00,22,13.41,7.84,0.0000,0.00,7.52,1328.1,9,35
280659,14.24,7,55,0.60,1357,14.55,30144,1.01,1.9660,15.00,22,13.60,7.45,0.0000,0.00,7.53,1328.1,9,35
280763,14.32,7,55,0.60,1348,14.58,29952,1.01,1.9663,15.00,22,13.43,7.45,0.0000,0.00,7.52,1328.1,9,35
280867,14.24,7,55,0.60,1346,14.57,29888,1.01,1.9652,15.00,22,13.39,7.45,0.0000,0.00,7.54,1328.1,9,35
280971,14.32,7,55,0.60,1354,14.56,30016,1.01,1.9670,15.00,22,13.50,7.84,0.0000,0.00,7.52,1328.1,9,35
281074,14.16,7,55,0.60,1350,14.58,30016,1.01,1.9660,15.00,22,13.52,7.45,0.0000,0.00,7.53,1328.1,9,35
281179,14.32,7,55,0.60,1354,14.57,29824,1.01,1.9645,15.00,22,13.49,7.45,0.0000,0.00,7.53,1328.1,9,35
281284,14.24,7,55,0.60,1358,14.56,30016,1.01,1.9647,15.00,22,13.56,7.45,0.0000,0.00,7.53,1328.1,9,35
281388,14.40,7,55,0.60,1356,14.56,29888,1.01,1.9645,15.00,22,13.50,7.45,0.0000,0.00,7.52,1328.1,9,35
281491,14.40,7,55,0.60,1352,14.34,28224,1.01,1.9630,15.00,22,13.29,7.45,0.0000,0.00,7.52,1328.1,9,35
281595,14.40,7,55,0.60,1357,14.58,29952,1.01,1.9607,15.00,22,13.32,7.84,0.0000,0.00,7.53,1328.1,9,35
281700,14.40,7,55,0.60,1348,14.57,30016,1.01,1.9607,15.00,22,13.41,7.45,0.0000,0.00,7.52,1328.1,9,35
281804,14.40,7,55,0.60,1352,14.59,29888,1.01,1.9585,15.00,22,13.32,7.45,0.0000,0.00,7.52,1328.1,9,35
281907,14.40,7,55,0.59,1353,14.56,29888,1.01,1.9570,15.00,22,13.42,7.45,0.0000,0.00,7.53,1328.1,9,35
282012,14.40,7,55,0.60,1345,14.57,30016,1.01,1.9587,15.00,22,13.43,7.84,0.0000,0.00,7.53,1328.1,9,35
282115,14.40,7,55,0.60,1338,14.59,29888,1.01,1.9610,15.00,22,13.41,7.45,0.0000,0.00,7.52,1328.1,9,35
282220,14.40,7,55,0.60,1345,14.57,29824,1.01,1.9663,15.00,22,13.38,7.45,0.0000,0.00,7.53,1328.1,9,35
282323,14.40,7,55,0.60,1341,14.56,30016,1.01,1.9695,15.00,22,13.45,7.45,0.0000,0.00,7.53,1328.1,9,35
282428,14.40,7,55,0.60,1345,14.66,31616,1.01,1.9718,15.00,22,13.43,7.45,0.0000,0.00,7.53,1328.1,9,35
282532,14.40,7,55,0.60,1343,14.58,29824,1.01,1.9748,15.00,22,13.46,7.45,0.0000,0.00,7.53,1328.1,9,35
282637,14.32,7,55,0.60,1336,14.56,30016,1.01,1.9758,15.00,22,13.43,7.84,0.0000,0.00,7.53,1328.1,9,35
282741,14.40,7,55,0.60,1336,14.57,29888,1.01,1.9772,15.00,22,13.33,7.45,0.0000,0.00,7.53,1328.1,9,35
282845,14.40,7,55,0.60,1338,14.59,29824,1.01,1.9778,15.00,22,13.52,7.45,0.0000,0.00,7.52,1328.1,9,35
282951,14.40,7,55,0.60,1338,14.56,29952,1.01,1.9810,15.00,22,13.43,7.45,0.0000,0.00,7.53,1328.1,9,36
283055,14.32,7,55,0.60,1343,14.58,29952,1.01,1.9812,15.00,22,13.52,7.84,0.0000,0.00,7.52,1328.1,9,35
283158,14.40,7,55,0.60,1348,14.58,29888,1.01,1.9818,15.00,22,13.57,7.45,0.0000,0.00,7.52,1328.1,9,35
283263,14.32,7,55,0.60,1346,14.57,29824,1.01,1.9820,15.00,22,13.50,7.84,0.0000,0.00,7.52,1328.1,9,35
283366,14.40,7,55,0.60,1343,14.57,30080,1.01,1.9815,15.00,22,13.51,7.45,0.0000,0.00,7.53,1328.1,9,35
283470,14.32,7,55,0.60,1353,14.59,29760,1.01,1.9778,15.00,22,13.60,7.84,0.0000,0.00,7.52,1328.1,9,35
283575,14.40,7,55,0.60,1344,14.34,28288,1.01,1.9832,15.00,22,13.37,7.45,0.0000,0.00,7.53,1328.1,9,35
283678,14.32,7,55,0.60,1349,14.32,29184,1.01,1.9750,15.00,22,13.41,7.84,0.0000,0.00,7.52,1328.1,9,35
283782,14.40,7,55,0.60,1354,14.59,30080,1.01,1.9750,15.00,22,13.62,7.45,0.0000,0.00,7.52,1328.1,9,35
283887,14.40,7,55,0.60,1349,14.59,29760,1.01,1.9730,15.00,22,13.42,7.45,0.0000,0.00,7.52,1328.1,9,35
283991,14.40,7,55,0.60,1347,14.55,29952,1.01,1.9705,15.00,22,13.46,7.45,0.0000,0.00,7.52,1328.1,9,35
284094,14.40,7,55,0.60,1349,14.57,29952,1.01,1.9703,15.00,22,13.42,7.84,0.0000,0.00,7.52,1328.1,9,35
284199,14.40,7,55,0.60,1342,14.59,29888,1.01,1.9692,15.00,22,13.35,7.45,0.0000,0.00,7.52,1328.1,9,35
284302,14.40,7,55,0.60,1348,14.57,29824,1.01,1.9700,15.00,22,13.38,7.84,0.0000,0.00,7.53,1328.1,9,35
284406,14.40,7,55,0.60,1349,14.56,30016,1.01,1.9703,15.00,22,13.51,7.45,0.0000,0.00,7.52,1328.1,9,35
284510,14.40,7,55,0.60,1341,14.59,29888,1.01,1.9718,15.00,22,13.26,7.84,0.0000,0.00,7.52,1328.1,9,35
284613,14.40,7,55,0.60,1334,14.82,29888,1.01,1.9725,15.00,22,13.40,7.45,0.0000,0.00,7.52,1328.1,9,35
284718,14.40,7,55,0.60,1345,14.55,30016,1.01,1.9738,15.00,22,13.48,7.84,0.0000,0.00,7.52,1328.1,9,35
284822,14.40,7,55,0.60,1338,14.58,29888,1.01,1.9772,15.00,22,13.43,7.45,0.0000,0.00,7.53,1328.1,9,35
284926,14.40,7,55,0.60,1342,14.59,29824,1.01,1.9788,15.00,22,13.55,7.84,0.0000,0.00,7.51,1328.1,9,35
285030,14.40,7,55,0.60,1352,14.56,29952,1.01,1.9803,15.00,22,13.60,7.45,0.0000,0.00,7.53,1328.1,9,36
285134,14.40,7,55,0.60,1349,14.58,30016,1.01,1.9805,15.00,22,13.52,7.84,0.0000,0.00,7.52,1328.1,9,35
285239,14.40,7,55,0.60,1346,14.58,29888,1.01,1.9792,15.00,22,13.40,7.45,0.0000,0.00,7.52,1328.1,9,35
285342,14.40,7,55,0.60,1356,14.57,29824,1.01,1.9778,15.00,22,13.50,7.84,0.0000,0.00,7.52,1328.1,9,35
285447,14.40,7,55,0.60,1350,14.56,30080,1.01,1.9750,15.00,22,13.46,7.45,0.0000,0.00,7.52,1328.1,9,35
285550,14.40,7,55,0.60,1356,14.60,29952,1.01,1.9715,15.00,22,13.49,7.84,0.0000,0.00,7.52,1328.1,9,35
285654,14.40,7,55,0.60,1349,14.55,29888,1.01,1.9688,15.00,22,13.47,7.45,0.0000,0.00,7.52,1328.1,9,35
285758,14.40,7,55,0.60,1346,14.32,28480,1.01,1.9670,15.00,22,13.39,7.45,0.0000,0.00,7.52,1328.1,9,35
285862,14.40,7,55,0.60,1352,14.59,30016,1.01,1.9652,15.00,22,13.51,7.45,0.0000,0.00,7.52,1328.1,9,35
285967,14.32,7,55,0.60,1346,14.11,26816,1.01,1.9655,15.00,22,13.49,7.84,0.0000,0.00,7.51,1328.1,9,35
286072,14.40,7,55,0.60,1352,14.54,30016,1.01,1.9650,15.00,22,13.39,7.84,0.0000,0.00,7.51,1328.1,9,35
286176,14.32,7,55,0.60,1353,14.58,30080,1.01,1.9643,15.00,22,13.40,7.45,0.0000,0.00,7.52,1328.1,9,35
286281,14.40,7,55,0.60,1345,14.57,29824,1.01,1.9645,15.00,22,13.56,7.84,0.0000,0.00,7.51,1328.1,9,35
286385,14.32,7,55,0.60,1340,14.56,30016,1.01,1.9692,15.00,22,13.32,7.45,0.0000,0.00,7.52,1328.1,9,35
286489,14.32,7,55,0.60,1346,14.57,30016,1.01,1.9695,15.00,22,13.42,7.84,0.0000,0.00,7.52,1328.1,9,35
286593,14.32,7,55,0.60,1340,14.58,29888,1.01,1.9683,15.00,22,13.42,7.45,0.0000,0.00,7.52,1328.1,9,35
286698,14.32,7,55,0.60,1343,14.81,31488,1.01,1.9710,15.00,22,13.45,7.84,0.0000,0.00,7.52,1328.1,9,35
286801,14.32,7,55,0.60,1346,14.56,30144,1.01,1.9723,15.00,22,13.51,7.45,0.0000,0.00,7.52,1328.1,9,35
286906,14.40,7,55,0.60,1343,14.58,29888,1.01,1.9735,15.00,22,13.50,7.84,0.0000,0.00,7.51,1328.1,9,35
287010,14.32,7,55,0.60,1338,14.55,29888,1.01,1.9763,15.00,22,13.48,7.45,0.0000,0.00,7.51,1328.1,9,35
287114,14.32,7,55,0.60,1346,14.55,30016,1.01,1.9745,15.00,22,13.41,7.84,0.0000,0.00,7.52,1328.1,9,35
287217,14.32,7,55,0.60,1336,14.59,30016,1.01,1.9768,15.00,22,13.51,7.45,0.0000,0.00,7.52,1328.1,9,35
287322,14.40,7,55,0.60,1344,14.58,29824,1.01,1.9770,15.00,22,13.40,7.84,0.0000,0.00,7.52,1328.1,9,35
287425,14.32,7,55,0.60,1344,14.55,30080,1.01,1.9783,15.00,22,13.48,7.45,0.0000,0.00,7.51,1328.1,9,35
