Time (msec),CL/OL Fueling* (status),Coolant Temperature (C),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),Final Fueling Base (4-byte)* (fuel-air equivalence ratio),Intake Air Temperature (C),Transient Load Fuel Correction (D2WD610H diagnostic)* (raw additive factor),Fuel Injector #1 Pulse Width (ms),Committed AVLS VE State (D2WD610H master)* (AVLS mode (1 low; 3 high)),Engine Load (4-Byte)* (g/rev),Ignition Total Timing (degrees),Throttle Opening Angle (%),Accelerator Pedal Angle (%),Feedback Knock Correction (4-byte)* (degrees),Fine Learning Knock Correction (4-byte)* (degrees),IAM (4-byte)* (multiplier),SD Native MAP Input (D2WD610H diagnostic)* (kPa absolute),Vehicle Speed (km/h)
42743,7,50,1058,15.58,1.03,35,0.0260,3.07,1,0.67,16.50,7.84,3.14,0.00,0.00,1.0000,41.741,0
42846,7,50,1023,16.13,1.10,35,0.0621,3.07,1,0.68,16.50,9.02,4.31,0.00,0.00,1.0000,45.071,0
42951,7,50,985,16.60,1.15,35,0.1201,3.33,1,0.70,16.00,10.59,5.49,0.00,0.00,1.0000,52.429,0
43054,7,50,972,17.13,1.17,35,0.1571,3.58,1,0.75,15.50,10.98,5.49,0.00,0.00,1.0000,59.151,0
43159,7,50,950,17.10,1.18,35,0.1640,3.84,1,0.81,15.50,12.16,5.10,0.00,0.00,1.0000,65.187,0
43262,7,50,946,16.37,1.19,35,0.1627,4.10,1,0.87,18.00,11.37,3.92,0.00,0.00,1.0000,67.836,0
43367,7,50,968,16.58,1.20,35,0.1442,4.35,1,0.91,20.00,11.37,3.92,0.00,0.00,1.0000,68.261,0
43470,7,50,1019,17.14,1.20,35,0.1325,4.61,1,0.97,21.00,11.37,3.53,0.00,0.00,1.0000,67.893,0
43574,7,50,1096,18.62,1.16,35,0.1126,4.61,1,1.00,21.50,9.41,2.75,0.00,0.00,1.0000,63.292,0
43679,7,50,1142,0.00,1.12,35,0.0632,4.35,1,1.02,21.50,9.02,2.75,0.00,0.00,1.0000,58.158,0
43782,7,50,1145,0.00,1.07,35,0.0135,4.10,1,1.01,20.50,8.63,2.75,0.00,0.00,1.0000,54.397,0
43886,7,50,1094,0.00,1.04,35,-0.0153,3.84,1,0.98,19.50,8.63,2.75,0.00,0.00,1.0000,52.542,0
43991,7,50,1022,0.00,1.05,35,-0.0132,3.84,1,0.95,19.50,9.02,2.75,0.00,0.00,1.0000,53.280,2
44094,7,50,952,0.00,1.07,35,0.0076,3.84,1,0.93,19.50,9.41,2.75,0.00,0.00,1.0000,56.456,2
44198,7,50,860,17.15,1.08,35,0.0308,3.84,1,0.93,20.00,10.20,2.75,0.00,0.00,1.0000,61.806,2
44302,7,50,781,16.58,1.10,35,0.0430,4.10,1,0.93,20.50,10.98,2.75,0.00,0.00,1.0000,68.159,3
44406,7,50,705,16.14,1.12,35,0.0554,4.10,1,0.94,21.00,11.76,2.75,0.00,0.00,1.0000,75.148,3
44511,7,50,664,15.61,1.13,35,0.0665,4.10,1,0.95,21.00,12.16,2.75,0.00,0.00,1.0000,79.482,4
44615,7,50,632,15.10,1.14,35,0.0713,4.35,1,0.97,21.50,12.94,2.75,0.00,0.00,1.0000,83.726,4
44718,7,50,590,15.61,1.14,35,0.0682,4.35,1,0.98,22.00,11.76,1.18,0.00,0.00,1.0000,84.996,4
44823,7,50,570,15.54,1.13,35,0.0601,4.35,1,0.99,22.00,10.98,1.18,0.00,0.00,1.0000,84.577,5
44927,7,50,553,16.13,1.13,35,0.0517,4.35,1,1.00,22.50,10.59,1.18,0.00,0.00,1.0000,84.463,5
45030,7,50,660,16.59,1.13,35,0.0510,4.35,1,1.00,15.00,9.02,0.00,0.00,0.00,1.0000,80.878,5
45135,7,50,902,16.57,1.13,35,0.0540,4.35,1,1.01,15.00,5.49,0.00,0.00,0.00,1.0000,67.320,5
45238,7,50,1163,18.56,1.02,35,0.0081,4.10,1,1.02,20.00,5.10,0.00,0.00,0.00,1.0000,53.240,5
45343,7,50,1290,18.35,0.87,35,-0.1313,3.58,1,0.97,20.00,5.10,0.00,0.00,0.00,1.0000,41.741,5
45446,7,50,1322,18.49,0.81,35,-0.1912,2.82,1,0.87,20.00,5.10,0.00,0.00,0.00,1.0000,34.486,5
45551,7,50,1268,18.81,0.82,35,-0.1998,2.56,1,0.76,20.00,5.49,0.00,0.00,0.00,1.0000,30.940,5
45655,7,50,1159,17.74,0.85,35,-0.1732,2.56,1,0.68,18.50,5.49,0.00,0.00,0.00,1.0000,29.720,5
45758,7,50,1045,16.21,0.88,35,-0.1376,2.30,1,0.62,16.00,5.10,0.00,0.00,0.00,1.0000,29.669,5
45863,7,50,938,15.18,0.90,35,-0.1218,2.30,1,0.58,15.00,4.71,0.00,0.00,0.00,1.0000,30.038,5
45966,7,50,864,14.13,0.94,35,-0.0848,2.30,1,0.55,15.00,4.71,0.00,0.00,0.00,1.0000,31.678,5
46071,7,50,796,13.58,0.99,35,-0.0467,2.30,1,0.54,15.00,4.71,0.00,0.00,0.00,1.0000,33.483,4
46174,7,50,754,13.12,1.01,35,-0.0162,2.30,1,0.53,15.00,4.71,0.00,0.00,0.00,1.0000,34.956,4
46278,7,50,734,13.12,1.04,35,0.0222,2.56,1,0.54,15.00,4.71,0.00,0.00,0.00,1.0000,36.125,4
46382,7,50,723,13.13,1.05,35,0.0353,2.56,1,0.55,15.00,4.71,0.00,0.00,0.00,1.0000,37.027,4
46485,7,50,730,12.59,1.05,35,0.0426,2.56,1,0.55,15.00,4.71,0.00,0.00,0.00,1.0000,37.929,3
46590,7,50,740,12.57,1.05,35,0.0417,2.56,1,0.57,15.00,4.71,0.00,0.00,0.00,1.0000,38.031,3
46693,7,50,748,12.61,1.04,35,0.0411,2.56,1,0.57,15.00,4.71,0.00,0.00,0.00,1.0000,37.764,3
46798,7,50,762,12.61,1.01,35,0.0284,2.56,1,0.58,15.00,4.31,0.00,0.00,0.00,1.0000,37.447,3
46901,7,50,776,12.60,1.01,35,0.0050,2.56,1,0.58,15.00,4.71,0.00,0.00,0.00,1.0000,36.811,3
47006,7,50,798,12.61,1.01,35,0.0050,2.56,1,0.59,15.00,4.31,0.00,0.00,0.00,1.0000,37.027,3
47109,7,50,810,12.58,1.01,35,0.0047,2.56,1,0.59,15.00,4.71,0.00,0.00,0.00,1.0000,36.658,2
47213,7,50,819,12.58,1.01,35,0.0036,2.56,1,0.58,15.00,4.71,0.00,0.00,0.00,1.0000,36.341,2
47317,7,50,825,13.13,1.00,35,0.0024,2.56,1,0.58,15.00,4.71,0.00,0.00,0.00,1.0000,35.223,2
47422,7,50,824,13.08,0.99,35,-0.0160,2.56,1,0.58,15.00,4.71,0.00,0.00,0.00,1.0000,35.121,2
47526,7,50,826,13.22,1.01,35,-0.0154,2.56,1,0.57,15.00,4.71,0.00,0.00,0.00,1.0000,35.121,0
47630,7,50,821,13.61,1.01,35,0.0000,2.56,1,0.57,15.00,4.71,0.00,0.00,0.00,1.0000,35.223,0
47734,7,50,814,13.60,1.01,35,0.0000,2.56,1,0.57,15.00,4.71,0.00,0.00,0.00,1.0000,36.176,0
47838,7,50,810,14.12,1.01,35,0.0000,2.56,1,0.57,15.00,5.10,0.00,0.00,0.00,1.0000,37.027,0
47942,7,50,810,14.13,1.03,35,0.0195,2.56,1,0.57,15.00,5.10,0.00,0.00,0.00,1.0000,37.827,0
48046,7,50,813,14.09,1.04,35,0.0282,2.56,1,0.58,15.00,5.49,0.00,0.00,0.00,1.0000,37.980,0
48149,7,50,822,14.12,1.04,35,0.0350,2.56,1,0.59,15.00,5.49,0.00,0.00,0.00,1.0000,38.615,0
48254,7,50,835,14.14,1.04,35,0.0330,2.56,1,0.59,15.00,5.49,0.00,0.00,0.00,1.0000,39.149,2
48357,7,51,838,14.35,1.02,35,0.0268,2.56,1,0.60,15.00,5.10,0.00,0.00,0.00,1.0000,38.564,2
48462,7,51,846,14.86,1.02,35,0.0074,2.56,1,0.60,15.00,5.10,0.00,0.00,0.00,1.0000,38.349,2
48566,7,51,869,14.13,1.02,35,0.0075,2.56,1,0.61,15.00,5.49,0.00,0.00,0.00,1.0000,38.513,2
48669,7,51,897,14.57,1.01,35,0.0068,2.56,1,0.61,15.00,5.10,0.00,0.00,0.00,1.0000,37.396,3
48774,7,51,914,14.59,1.01,35,0.0058,2.56,1,0.61,15.00,5.49,0.00,0.00,0.00,1.0000,37.027,3
48877,7,51,938,14.59,1.01,35,0.0043,2.56,1,0.60,15.00,5.49,0.00,0.00,0.00,1.0000,36.341,3
48982,7,51,944,15.12,0.99,35,-0.0128,2.56,1,0.60,15.00,5.49,0.00,0.00,0.00,1.0000,35.972,3
49085,7,51,949,15.15,0.99,35,-0.0169,2.56,1,0.59,15.00,5.10,0.00,0.00,0.00,1.0000,35.337,3
49189,7,51,952,15.13,0.97,35,-0.0284,2.56,1,0.58,15.00,4.71,0.00,0.00,0.00,1.0000,33.482,3
49294,7,51,944,15.59,0.96,35,-0.0395,2.56,1,0.57,15.00,4.71,0.00,0.00,0.00,1.0000,32.846,3
49397,7,51,921,15.42,0.96,35,-0.0435,2.30,1,0.55,15.00,4.71,0.00,0.00,0.00,1.0000,31.944,3
49502,7,51,904,15.10,0.97,35,-0.0398,2.30,1,0.54,15.00,4.71,0.00,0.00,0.00,1.0000,31.678,3
49605,7,51,891,14.86,0.97,35,-0.0350,2.30,1,0.53,15.00,4.71,0.00,0.00,0.00,1.0000,31.893,3
49710,7,51,871,14.60,0.98,35,-0.0292,2.30,1,0.52,15.00,4.71,0.00,0.00,0.00,1.0000,31.893,3
49813,7,51,849,14.58,1.00,35,-0.0220,2.30,1,0.51,15.00,4.71,1.18,0.00,0.00,1.0000,31.944,4
49916,7,51,832,15.13,1.11,35,0.0292,2.30,1,0.51,15.50,7.45,3.14,0.00,0.00,1.0000,37.918,4
50021,7,51,837,14.13,1.27,35,0.1729,2.82,1,0.54,15.00,10.59,8.24,0.00,0.00,1.0000,50.891,4
50124,7,51,884,14.09,1.38,35,0.3433,3.58,1,0.62,15.50,15.69,9.80,0.00,0.00,1.0000,70.054,4
50229,7,51,970,14.13,1.33,35,0.3402,4.10,1,0.72,15.50,16.47,8.63,0.00,0.00,1.0000,78.109,4
50332,7,51,1088,14.12,1.21,35,0.2476,4.35,1,0.87,15.00,7.06,0.00,0.00,0.00,1.0000,65.312,4
50436,7,51,1252,14.35,1.04,35,0.0847,4.10,1,0.93,15.00,5.10,0.00,0.00,0.00,1.0000,49.797,3
50541,7,51,1344,15.13,0.90,35,-0.0783,3.33,1,0.90,15.00,4.71,0.00,0.00,0.00,1.0000,39.047,4
50644,7,51,1324,15.37,0.86,35,-0.1475,2.82,1,0.81,15.50,5.10,1.18,0.00,0.00,1.0000,32.611,4
50748,7,51,1251,15.35,0.93,35,-0.1141,2.82,1,0.71,16.50,7.84,3.14,0.00,0.00,1.0000,34.270,4
50852,7,51,1193,15.12,0.97,35,-0.0559,2.82,1,0.66,17.00,8.24,3.14,0.00,0.00,1.0000,37.345,4
50956,7,51,1165,15.11,0.98,35,-0.0183,2.82,1,0.65,17.00,7.45,0.78,0.00,0.00,1.0000,37.878,4
51060,7,51,1125,18.12,0.94,35,-0.0560,2.56,1,0.63,17.50,5.10,0.00,0.00,0.00,1.0000,33.830,4
51164,7,51,1070,15.61,0.93,35,-0.0799,2.56,1,0.60,18.00,5.10,0.00,0.00,0.00,1.0000,31.227,4
51268,7,51,999,14.58,0.93,35,-0.0808,2.30,1,0.57,17.50,5.10,0.00,0.00,0.00,1.0000,30.940,4
51373,7,51,948,14.13,0.95,35,-0.0673,2.30,1,0.55,17.00,5.10,0.00,0.00,0.00,1.0000,31.709,4
51476,7,51,911,14.13,0.97,35,-0.0444,2.30,1,0.53,17.00,5.10,0.00,0.00,0.00,1.0000,31.678,4
51580,7,51,870,14.10,1.00,35,-0.0252,2.30,1,0.52,16.50,5.10,0.39,0.00,0.00,1.0000,32.580,4
51684,7,51,848,13.96,1.00,35,-0.0073,2.30,1,0.52,16.00,5.49,0.39,0.00,0.00,1.0000,34.219,4
51788,7,51,832,13.88,1.04,35,0.0188,2.56,1,0.53,15.50,5.49,0.39,0.00,0.00,1.0000,35.972,4
51891,7,51,827,13.56,1.06,35,0.0446,2.56,1,0.54,15.00,5.49,0.39,0.00,0.00,1.0000,36.709,4
51996,7,51,829,13.58,1.06,35,0.0540,2.56,1,0.55,15.00,5.49,0.39,0.00,0.00,1.0000,37.396,3
52099,7,51,841,13.59,1.06,35,0.0543,2.56,1,0.56,15.00,5.49,0.00,0.00,0.00,1.0000,37.980,3
52204,7,51,857,13.57,1.04,35,0.0451,2.56,1,0.57,15.00,5.10,0.00,0.00,0.00,1.0000,37.560,3
52307,7,51,882,13.59,1.02,35,0.0083,2.56,1,0.58,15.00,5.10,0.00,0.00,0.00,1.0000,36.658,3
52411,7,51,878,13.57,1.00,35,0.0075,2.56,1,0.58,15.00,4.71,0.00,0.00,0.00,1.0000,35.121,3
52515,7,51,837,14.11,0.99,35,-0.0117,2.56,1,0.57,15.00,4.71,1.57,0.00,0.00,1.0000,34.803,2
52619,7,51,774,14.37,1.14,35,0.0251,2.82,1,0.57,14.00,9.80,7.06,0.00,0.00,1.0000,45.808,2
52724,7,51,723,14.09,1.29,35,0.2405,3.33,1,0.61,13.50,14.12,9.02,0.00,0.00,1.0000,66.826,2
52827,7,51,693,14.57,1.31,35,0.3084,3.84,1,0.68,14.00,18.04,10.59,0.00,0.00,1.0000,84.349,2
52932,7,51,685,15.84,1.27,35,0.2764,4.10,1,0.77,16.50,20.78,10.98,0.00,0.00,1.0000,91.883,2
53035,7,51,692,15.15,1.27,35,0.2464,4.10,1,0.84,18.00,24.71,16.86,0.00,0.00,1.0000,93.993,2
53139,7,51,704,15.12,1.26,35,0.2157,4.35,1,0.91,20.50,29.41,18.04,0.00,0.00,1.0000,93.676,0
53243,7,51,770,15.60,1.27,35,0.1984,4.61,1,0.97,22.50,29.41,18.04,0.00,0.00,1.0000,92.825,0
53346,7,51,877,17.12,1.32,35,0.2040,5.12,1,1.02,24.00,34.90,30.59,0.00,0.00,1.0000,94.844,0
53451,7,51,984,18.58,1.36,35,0.2257,5.63,1,1.11,22.50,51.37,39.61,0.00,0.00,1.0000,94.844,0
53554,7,51,1044,18.86,1.34,35,0.2270,6.14,1,1.21,20.50,52.16,39.61,0.00,0.00,1.0000,94.844,0
53659,7,51,1096,18.58,1.33,35,0.2052,6.66,1,1.31,19.00,50.98,31.37,0.00,0.00,1.0000,95.060,0
53762,7,51,1112,18.55,1.29,35,0.1709,6.66,1,1.37,18.00,23.14,7.45,0.00,0.00,1.0000,89.228,2
53867,7,51,1101,18.35,1.26,35,0.1215,6.40,1,1.41,18.00,18.43,8.63,0.00,0.00,1.0000,85.200,2
53971,7,51,1050,17.58,1.27,35,0.1108,6.40,1,1.41,17.50,23.92,18.04,0.00,0.00,1.0000,91.985,3
54074,7,51,1012,17.61,1.26,35,0.1218,6.66,1,1.42,17.50,32.55,21.18,0.00,0.00,1.0000,94.107,3
54178,7,51,1002,16.58,1.25,35,0.1011,6.40,1,1.43,17.50,32.55,18.04,0.00,0.00,1.0000,93.676,3
54282,7,51,989,16.58,1.18,35,0.0685,6.40,1,1.43,17.50,17.25,1.96,0.00,0.00,1.0000,86.483,4
54386,7,51,979,16.62,1.10,35,-0.0105,5.63,1,1.39,15.00,10.59,0.00,0.00,0.00,1.0000,76.317,4
54491,7,51,992,14.56,1.01,35,-0.0818,5.12,1,1.33,16.00,5.88,0.00,0.00,0.00,1.0000,64.092,4
54594,7,51,1113,14.57,0.91,35,-0.1731,4.35,1,1.25,15.00,5.10,0.00,0.00,0.00,1.0000,51.589,4
54698,7,51,1124,15.14,0.82,35,-0.2392,3.58,1,1.13,15.00,4.71,0.00,0.00,0.00,1.0000,43.278,3
54802,7,51,1046,14.15,0.78,35,-0.2781,3.07,1,0.99,15.00,4.71,0.00,0.00,0.00,1.0000,38.247,3
54906,7,51,927,13.58,0.78,35,-0.2524,2.82,1,0.89,15.00,4.71,0.00,0.00,0.00,1.0000,36.760,3
55010,7,51,788,13.11,0.82,35,-0.2065,2.82,1,0.83,15.00,4.71,0.00,0.00,0.00,1.0000,37.611,2
55114,7,51,702,13.08,0.87,35,-0.1646,2.82,1,0.77,15.00,4.71,0.00,0.00,0.00,1.0000,38.400,2
55218,7,51,574,13.08,0.92,35,-0.1234,2.82,1,0.74,15.00,4.71,0.00,0.00,0.00,1.0000,40.941,2
55322,7,51,530,12.56,1.00,35,-0.0495,3.07,1,0.73,15.00,7.84,0.00,0.00,0.00,1.0000,51.158,0
55426,7,51,487,13.03,1.09,35,0.0681,3.33,1,0.75,15.00,9.41,0.00,0.00,0.00,1.0000,63.496,0
55530,7,51,515,13.14,1.14,35,0.0966,3.58,1,0.77,16.00,12.16,8.63,0.00,0.00,1.0000,77.463,0
55633,7,51,645,13.12,1.21,35,0.1532,3.84,1,0.82,17.00,26.27,20.39,0.00,0.00,1.0000,94.424,0
55738,7,51,883,13.12,1.30,35,0.2108,4.35,1,0.88,20.50,25.49,10.59,0.00,0.00,1.0000,91.463,0
55841,7,51,1145,12.61,1.29,35,0.2252,5.12,1,0.99,23.00,13.33,6.27,0.00,0.00,1.0000,78.756,0
55946,7,51,1363,12.31,1.22,35,0.1428,5.38,1,1.12,22.50,12.55,6.27,0.00,0.00,1.0000,69.748,0
56049,7,51,1402,13.34,1.17,35,0.0727,5.12,1,1.17,22.50,12.16,6.27,0.00,0.00,1.0000,64.614,0
56154,7,51,1402,15.15,1.17,35,0.0511,5.12,1,1.18,22.50,13.33,6.67,0.00,0.00,1.0000,64.512,0
56258,7,51,1379,15.58,1.18,35,0.0474,5.12,1,1.18,23.00,14.12,6.67,0.00,0.00,1.0000,66.089,0
56363,7,51,1308,15.59,1.22,35,0.0726,5.38,1,1.19,22.00,16.47,7.45,0.00,0.00,1.0000,72.176,3
56468,7,51,1292,15.14,1.25,35,0.1075,5.89,1,1.24,21.00,19.22,8.24,0.00,0.00,1.0000,79.913,3
56572,7,51,1305,14.10,1.25,35,0.1185,6.14,1,1.30,19.50,19.61,8.24,0.00,0.00,1.0000,82.773,4
56677,7,51,1309,14.14,1.24,35,0.1049,6.40,1,1.37,18.50,19.61,8.24,0.00,0.00,1.0000,83.090,5
56781,7,51,1294,14.24,1.23,35,0.0938,6.40,1,1.41,18.00,20.00,8.24,0.00,0.00,1.0000,83.612,5
56885,7,51,1236,14.58,1.23,35,0.0864,6.40,1,1.44,17.50,20.00,8.24,0.00,0.00,1.0000,85.212,6
56989,7,51,1165,14.80,1.21,35,0.0763,6.40,1,1.46,17.50,19.22,8.24,0.00,0.00,1.0000,85.530,7
57092,7,51,1072,15.47,1.17,35,0.0456,6.40,1,1.46,17.00,18.82,8.24,0.00,0.00,1.0000,87.334,8
57197,7,51,1012,14.57,1.15,35,0.0127,6.14,1,1.44,17.50,18.82,8.24,0.00,0.00,1.0000,87.855,9
57300,7,51,1027,14.21,1.19,35,0.0178,5.89,1,1.42,17.50,18.43,8.24,0.00,0.00,1.0000,87.004,10
57405,7,51,1172,14.12,1.22,35,0.0580,6.14,1,1.41,18.00,19.61,10.59,0.00,0.00,1.0000,86.369,10
57508,7,51,1264,14.11,1.22,35,0.0735,6.40,1,1.45,17.50,21.96,11.76,0.00,0.00,1.0000,87.538,11
57613,7,51,1278,14.13,1.22,35,0.0698,6.66,1,1.49,17.00,22.35,12.16,0.00,0.00,1.0000,88.275,11
57717,7,51,1345,14.11,1.23,35,0.0666,6.66,1,1.52,16.50,24.31,16.08,0.00,0.00,1.0000,89.330,12
57822,7,51,1466,14.13,1.24,35,0.0805,7.17,1,1.56,16.00,31.37,22.35,0.00,0.00,1.0000,93.471,12
57925,7,51,1546,14.13,1.23,35,0.0747,7.42,1,1.63,16.00,34.12,23.14,0.00,0.00,1.0000,94.322,13
58030,7,51,1561,14.06,1.22,35,0.0649,7.42,1,1.67,15.50,34.12,23.14,0.00,0.00,1.0000,94.856,14
58133,7,51,1662,13.89,1.21,35,0.0546,7.42,1,1.71,15.50,34.90,23.92,0.00,0.00,1.0000,93.993,14
58238,7,51,1773,14.13,1.19,35,0.0344,7.42,1,1.72,16.00,35.69,25.10,0.00,0.00,1.0000,93.460,15
58342,7,51,1824,14.12,1.19,35,0.0286,7.42,1,1.73,16.00,35.69,25.10,0.00,0.00,1.0000,94.322,16
58446,7,51,1887,13.59,1.18,35,0.0242,7.42,1,1.73,16.00,37.25,27.06,0.00,0.00,1.0000,93.676,16
58550,7,51,1979,13.59,1.18,35,0.0188,7.42,1,1.73,16.00,37.65,27.06,0.00,0.00,1.0000,94.107,17
58656,7,51,2058,13.13,1.18,35,0.0146,7.17,1,1.72,16.00,37.65,27.45,0.00,0.00,1.0000,94.311,18
58759,7,51,2109,13.37,1.17,35,0.0115,7.17,1,1.72,16.50,37.25,27.06,0.00,0.00,1.0000,95.162,18
58864,7,51,2180,13.12,1.17,35,0.0089,7.17,1,1.72,16.50,37.25,27.06,0.00,0.00,1.0000,94.311,19
58967,7,51,2265,13.11,1.17,35,0.0069,7.17,1,1.72,17.00,37.25,27.06,0.00,0.00,1.0000,94.946,19
59072,7,51,2332,12.60,1.17,35,0.0056,7.17,1,1.72,17.00,37.25,27.06,0.00,0.00,1.0000,94.629,20
59176,7,51,2395,12.57,1.17,35,0.0038,7.17,1,1.71,17.00,37.25,27.06,0.00,0.00,1.0000,94.844,20
59281,7,51,2437,12.58,1.17,35,0.0029,7.17,1,1.71,17.50,37.25,27.06,0.00,0.00,1.0000,94.844,21
59384,7,51,2512,12.57,1.17,35,0.0021,7.17,1,1.71,17.50,37.25,27.06,0.00,0.00,1.0000,94.311,22
59489,7,51,2594,12.57,1.16,35,0.0013,7.17,1,1.70,17.50,37.25,27.06,0.00,0.00,1.0000,94.640,22
59592,7,51,2645,12.60,1.13,35,0.0008,7.17,1,1.69,18.00,37.25,26.67,0.00,0.00,1.0000,93.358,23
59697,7,51,2686,12.59,0.76,35,-0.1908,5.38,1,1.66,19.50,17.25,1.96,0.00,0.00,1.0000,66.378,23
59800,7,51,2575,12.57,0.58,35,-0.4881,0.77,1,1.34,26.00,8.24,0.00,0.00,0.00,1.0000,39.580,24
59904,7,51,2363,12.12,0.64,35,-0.4427,0.77,1,0.96,25.50,7.45,0.00,0.00,0.00,1.0000,28.430,24
60008,7,51,2191,12.58,0.76,35,-0.2721,0.77,1,0.69,28.00,6.67,0.00,0.00,0.00,1.0000,22.681,24
60111,7,51,2074,14.08,0.82,35,-0.2167,0.77,1,0.52,29.00,6.27,0.00,0.00,0.00,1.0000,20.457,24
60216,7,51,1946,13.89,0.90,35,-0.1493,0.77,1,0.42,20.00,6.27,0.00,0.00,0.00,1.0000,19.288,24
60319,7,51,1841,13.94,0.95,35,-0.0841,1.79,1,0.37,26.00,6.27,0.39,0.00,0.00,1.0000,19.872,24
60424,7,51,1724,13.60,1.06,35,0.0000,1.79,1,0.35,26.50,7.84,3.14,0.00,0.00,1.0000,23.018,24
60527,7,51,1693,13.12,1.26,35,0.1661,2.30,1,0.37,17.00,10.98,6.27,0.00,0.00,1.0000,31.882,24
60632,7,51,1820,12.57,1.31,35,0.3120,2.82,1,0.46,16.50,12.55,6.67,0.00,0.00,1.0000,40.992,24
60735,7,51,1933,12.56,1.23,35,0.2614,3.33,1,0.60,15.00,13.33,7.06,0.00,0.00,1.0000,45.655,24
60839,7,51,1874,13.36,1.16,35,0.1754,3.58,1,0.72,23.50,13.73,7.45,0.00,0.00,1.0000,48.565,25
60944,7,51,1814,13.54,1.13,35,0.1366,3.84,1,0.81,21.00,14.12,7.45,0.00,0.00,1.0000,51.958,25
61047,7,51,1915,14.88,1.16,35,0.1062,4.10,1,0.89,21.00,14.51,9.02,0.00,0.00,1.0000,53.064,25
61152,7,51,1960,16.01,1.23,35,0.1216,4.61,1,0.96,22.50,18.43,13.33,0.00,0.00,1.0000,62.645,25
61255,7,51,1910,15.60,1.26,35,0.1517,5.38,1,1.08,24.50,20.39,13.73,0.00,0.00,1.0000,71.438,25
61359,7,51,1990,16.11,1.27,35,0.1375,5.89,1,1.20,22.00,23.14,16.86,0.00,0.00,1.0000,80.129,26
61464,7,51,1990,15.62,1.26,35,0.1256,6.14,1,1.33,20.00,25.49,19.61,0.00,0.00,1.0000,84.565,26
61569,7,51,2023,16.35,1.25,35,0.1155,6.66,1,1.43,18.50,28.63,21.96,0.00,0.00,1.0000,88.275,27
61672,7,51,2089,16.12,1.24,35,0.0911,6.91,1,1.52,17.50,30.59,23.14,0.00,0.00,1.0000,90.079,27
61775,7,51,2099,15.60,1.22,35,0.0742,7.17,1,1.58,17.00,31.37,24.31,0.00,0.00,1.0000,90.817,28
61880,7,51,2166,16.58,1.22,35,0.0633,7.17,1,1.62,17.00,34.51,28.63,0.00,0.00,1.0000,93.256,28
61984,7,51,2160,14.59,1.21,35,0.0585,7.42,1,1.66,16.50,38.04,30.20,0.00,0.00,1.0000,95.695,29
62088,7,51,2218,14.11,1.21,35,0.0482,7.42,1,1.70,16.50,40.39,34.12,0.00,0.00,1.0000,96.750,29
62192,7,51,2257,13.57,1.20,35,0.0404,7.42,1,1.73,16.50,42.35,34.12,0.00,0.00,1.0000,97.919,30
62295,7,51,2290,13.11,1.19,35,0.0266,7.42,1,1.75,16.50,42.35,34.12,0.00,0.00,1.0000,97.068,30
62400,7,51,2362,12.86,1.18,35,0.0210,7.42,1,1.75,17.00,41.96,34.12,0.00,0.00,1.0000,97.601,31
62504,7,51,2375,13.12,1.18,35,0.0164,7.42,1,1.76,17.00,42.35,34.12,0.00,0.00,1.0000,97.068,31
62609,7,51,2395,13.12,1.18,35,0.0138,7.42,1,1.76,17.00,42.75,34.12,0.00,0.00,1.0000,97.703,32
62715,7,51,2453,13.11,1.18,35,0.0113,7.42,1,1.76,17.00,42.75,34.12,0.00,0.00,1.0000,97.068,32
62819,7,51,2481,12.75,1.17,35,0.0092,7.42,1,1.76,17.00,42.75,34.12,0.00,0.00,1.0000,97.068,33
62924,7,51,2525,12.92,1.17,35,0.0074,7.42,1,1.76,17.00,42.35,33.73,0.00,0.00,1.0000,97.284,33
63027,7,51,2563,12.57,1.17,35,0.0059,7.42,1,1.76,17.50,42.35,33.73,0.00,0.00,1.0000,97.590,34
63131,7,51,2591,12.59,1.17,35,0.0048,7.42,1,1.76,17.50,42.35,34.12,0.00,0.00,1.0000,97.601,34
63235,7,51,2676,12.57,1.17,34,0.0041,7.42,1,1.77,17.50,45.49,38.04,0.00,0.00,1.0000,99.292,35
63339,7,51,2654,12.58,1.18,34,0.0156,7.68,1,1.78,17.50,56.47,48.63,0.00,0.00,1.0000,100.449,35
63443,7,51,2732,12.59,1.18,34,0.0184,7.68,1,1.81,17.50,60.00,53.73,0.00,0.00,1.0000,101.618,36
63548,7,51,2798,12.10,1.18,35,0.0052,7.68,1,1.83,17.50,64.71,54.51,0.00,0.00,1.0000,101.198,36
63652,7,51,2758,12.58,1.18,35,0.0181,7.94,1,1.85,17.50,63.14,48.63,0.00,0.00,1.0000,101.935,37
63756,7,51,2852,12.57,1.13,34,-0.0202,7.68,1,1.86,17.50,54.90,39.22,0.00,0.00,1.0000,99.927,37
63859,7,51,2840,12.58,0.70,34,-0.1930,5.38,1,1.81,18.50,21.18,2.35,0.00,0.00,1.0000,72.528,38
63964,7,51,2738,12.59,0.49,34,-0.6017,0.77,1,1.43,20.00,8.24,0.00,0.00,0.00,1.0000,38.411,38
64067,7,51,2590,12.58,0.64,34,-0.5034,0.77,1,0.96,27.50,7.84,0.00,0.00,0.00,1.0000,26.893,39
