Time (msec),AVLS Bank 0 Software Mode (D2WD610H diagnostic)* (AVLS mode (1 low; 3 high)),AVLS Bank 1 Software Mode (D2WD610H diagnostic)* (AVLS mode (1 low; 3 high)),Accelerator Pedal Angle (%),Committed AVLS VE State (D2WD610H master)* (AVLS mode (1 low; 3 high)),Coolant Temperature (C),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),Feedback Knock Correction (4-byte)* (degrees),Fine Learning Knock Correction (4-byte)* (degrees),Fuel Injector #1 Pulse Width (ms),IAM (4-byte)* (multiplier),Ignition Total Timing (degrees),Injector Inhibit Word (D2WD610H diagnostic)* (raw inhibit word),Lean Fuel Cut State (D2WD610H master)* (state (0 idle; 1 delay; 2 monitor; 3 cut)),Oil Switching Solenoid Valve (OSV) Current (Left) (mA),Oil Switching Solenoid Valve (OSV) Current (Right) (mA),Oil Switching Solenoid Valve (OSV) Duty (Left) (%),Oil Switching Solenoid Valve (OSV) Duty (Right) (%),Oil Temperature (C),SD Native MAP Input (D2WD610H diagnostic)* (kPa absolute),Selected Barometric Estimate (D2WD610H diagnostic)* (kPa absolute),Throttle Opening Angle (%),Vehicle Speed (km/h)
36602,1,1,0.00,1,49,994,15.57,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.749,95.162,5.88,0
36707,1,1,0.00,1,49,1000,15.85,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.483,95.162,5.88,0
36810,1,1,0.00,1,49,998,15.59,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.850,95.162,5.88,0
36914,1,1,0.00,1,49,997,15.57,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.850,95.162,5.88,0
37018,1,1,0.00,1,49,996,15.62,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.799,95.162,5.88,0
37123,1,1,0.00,1,49,992,15.61,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.533,95.162,5.88,0
37226,1,1,0.00,1,49,996,15.60,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.483,95.162,5.88,0
37330,1,1,0.00,1,49,991,15.60,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.749,95.162,5.88,0
37434,1,1,0.00,1,49,992,15.61,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.370,95.162,5.88,0
37537,1,1,0.00,1,49,993,15.56,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.370,95.162,5.49,0
37642,1,1,0.00,1,49,992,15.36,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.850,95.162,5.88,0
37746,1,1,0.00,1,49,994,15.59,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.850,95.162,5.88,0
37850,1,1,0.00,1,49,991,15.57,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.749,95.162,5.88,0
37954,1,1,0.00,1,49,997,15.62,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.749,95.162,5.88,0
38057,1,1,0.00,1,49,995,15.60,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.370,95.162,5.88,0
38161,1,1,0.00,1,49,1000,15.59,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.850,95.162,5.88,0
38266,1,1,0.00,1,49,996,15.62,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.799,95.162,5.88,0
38370,1,1,0.00,1,49,995,15.59,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.584,95.162,5.88,0
38474,1,1,0.00,1,49,993,15.60,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.850,95.162,5.88,0
38579,1,1,0.00,1,49,991,15.61,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.749,95.162,5.88,0
38683,1,1,0.00,1,49,996,15.59,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.268,95.162,5.88,0
38787,1,1,0.00,1,49,992,15.59,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.850,95.162,5.88,0
38890,1,1,0.00,1,49,993,15.59,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.850,95.162,5.88,0
38994,1,1,0.00,1,49,993,15.59,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.850,95.162,5.88,0
39098,1,1,0.00,1,49,991,15.60,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.749,95.162,5.88,0
39203,1,1,0.00,1,49,990,15.61,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.749,95.162,5.88,0
39307,1,1,0.00,1,49,990,15.58,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.168,95.162,5.88,0
39411,1,1,0.00,1,49,994,16.13,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.637,95.162,5.88,0
39515,1,1,0.00,1,49,992,15.61,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.370,95.162,5.88,0
39619,1,1,0.00,1,49,996,15.58,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.850,95.162,5.88,0
39723,1,1,0.00,1,49,1000,15.41,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.584,95.162,5.88,0
39827,1,1,0.00,1,49,1004,15.36,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.850,95.162,5.49,0
39931,1,1,0.00,1,49,1004,15.58,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.799,95.162,5.88,0
40035,1,1,0.00,1,49,1001,15.62,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.533,95.162,5.88,0
40138,1,1,0.00,1,49,1001,15.58,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.584,95.162,5.88,0
40242,1,1,0.00,1,49,1001,15.59,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.584,95.162,5.88,0
40347,1,1,0.00,1,49,998,15.63,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.799,95.162,5.88,0
40450,1,1,0.00,1,49,996,15.59,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.799,95.162,5.88,0
40554,1,1,0.00,1,49,993,15.59,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.799,95.162,5.88,0
40659,1,1,0.00,1,49,990,15.61,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.850,95.162,5.88,0
40763,1,1,0.00,1,49,988,15.60,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.749,95.162,5.88,0
40867,1,1,0.00,1,49,980,15.58,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.775,95.162,5.88,0
40970,1,1,0.00,1,49,987,15.86,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.219,95.162,5.88,0
41074,1,1,0.00,1,49,982,15.59,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.219,95.162,5.88,0
41179,1,1,0.00,1,49,984,15.60,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.435,95.162,5.88,0
41282,1,1,0.00,1,49,988,15.61,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.435,95.162,5.88,0
41386,1,1,0.00,1,49,991,15.57,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.168,95.162,5.88,0
41490,1,1,0.00,1,49,995,15.61,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.168,95.162,5.88,0
41594,1,1,0.00,1,49,990,15.60,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.749,95.162,5.88,0
41699,1,1,0.00,1,49,993,15.59,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.850,95.162,5.88,0
41802,1,1,0.00,1,49,984,15.58,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.168,95.162,5.88,0
41907,1,1,0.00,1,49,986,15.35,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.168,95.162,5.88,0
42011,1,1,0.00,1,49,989,15.59,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.168,95.162,5.88,0
42116,1,1,0.00,1,49,992,15.61,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.749,95.162,5.88,0
42221,1,1,0.00,1,49,991,15.61,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.219,95.162,5.88,0
42325,1,1,0.00,1,49,990,15.59,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.219,95.162,5.49,0
42429,1,1,0.00,1,50,997,15.61,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.370,95.162,5.88,0
42534,1,1,0.00,1,50,992,15.59,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.370,95.162,5.88,0
42637,1,1,0.00,1,50,994,15.58,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.850,95.162,5.88,0
42741,1,1,0.00,1,50,998,15.62,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.850,95.162,5.88,0
42845,1,1,0.00,1,50,998,15.59,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.749,95.162,5.88,0
42950,1,1,0.00,1,50,998,15.59,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.850,95.162,5.88,0
43055,1,1,0.00,1,50,993,15.81,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.370,95.162,5.49,0
43158,1,1,0.00,1,50,1002,15.56,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.533,95.162,5.49,0
43262,1,1,0.00,1,50,1001,15.61,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.584,95.162,5.49,0
43366,1,1,0.00,1,50,998,15.61,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.584,95.162,5.49,0
43471,1,1,0.00,1,50,994,15.58,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.850,95.162,5.49,0
43575,1,1,0.00,1,50,996,15.60,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.850,95.162,5.49,0
43678,1,1,0.00,1,50,994,15.60,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.799,95.162,5.49,0
43782,1,1,0.00,1,50,992,15.60,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.850,95.162,5.88,0
43886,1,1,0.00,1,50,985,15.59,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.749,95.162,5.49,0
43990,1,1,0.00,1,50,987,15.36,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.749,95.162,5.88,0
44095,1,1,0.00,1,50,987,15.33,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.168,95.162,5.49,0
44198,1,1,0.00,1,50,988,15.61,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.168,95.162,5.49,0
44302,1,1,0.00,1,50,990,15.60,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.370,95.162,5.49,0
44406,1,1,0.00,1,50,992,15.58,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.370,95.162,5.49,0
44510,1,1,0.00,1,50,993,15.63,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,34.370,95.162,5.49,0
44615,1,1,0.00,1,50,994,15.57,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.749,95.162,5.49,0
44718,1,1,0.00,1,50,1002,15.59,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.584,95.162,5.49,0
44822,1,1,0.00,1,50,1000,15.61,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.850,95.162,5.88,0
44926,1,1,0.00,1,50,1003,15.59,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.799,95.162,5.49,0
45029,1,1,0.00,1,50,1002,15.60,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.533,95.162,5.88,0
45134,1,1,0.00,1,50,1004,15.61,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.317,95.162,5.49,0
45238,1,1,0.00,1,50,1005,15.82,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.533,95.162,5.49,0
45342,1,1,0.00,1,50,1005,15.59,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.482,95.162,5.49,0
45445,1,1,0.00,1,50,1008,15.61,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.482,95.162,5.49,0
45550,1,1,0.00,1,50,1006,15.59,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.215,95.162,5.49,0
45654,1,1,0.00,1,50,1001,15.60,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.533,95.162,5.49,0
45758,1,1,0.00,1,50,1003,15.61,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.482,95.162,5.49,0
45861,1,1,0.00,1,50,1008,15.58,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.533,95.162,5.88,0
45965,1,1,0.00,1,50,1010,15.60,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.215,95.162,5.49,0
46069,1,1,0.00,1,50,1010,15.57,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.482,95.162,5.49,0
46174,1,1,0.00,1,50,1003,15.33,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.533,95.162,5.49,0
46278,1,1,0.00,1,50,1006,15.59,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.482,95.162,5.49,0
46381,1,1,0.00,1,50,997,15.61,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.533,95.162,5.49,0
46485,1,1,0.00,1,50,995,15.58,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.533,95.162,5.49,0
46589,1,1,0.00,1,50,996,15.61,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.584,95.162,5.49,0
46693,1,1,0.00,1,50,998,15.59,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.584,95.162,5.49,0
46797,1,1,0.00,1,50,998,15.58,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.799,95.162,5.49,0
46900,1,1,0.00,1,50,996,15.61,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.799,95.162,5.88,0
47004,1,1,0.00,1,50,997,15.59,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.533,95.162,5.49,0
47109,1,1,0.00,1,50,1003,15.59,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.584,95.162,5.88,0
47213,1,1,0.00,1,50,1002,15.61,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.533,95.162,5.49,0
47317,1,1,0.00,1,50,1006,15.82,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.482,95.162,5.49,0
47421,1,1,0.00,1,50,1006,15.58,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.482,95.162,5.49,0
47525,1,1,0.00,1,50,1006,15.60,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.266,95.162,5.88,0
47629,1,1,0.00,1,50,1006,15.58,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.266,95.162,5.49,0
47732,1,1,0.00,1,50,1005,15.60,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.533,95.162,5.49,0
47836,1,1,0.00,1,50,1012,15.60,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.215,95.162,5.49,0
47940,1,1,0.00,1,50,1010,15.59,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.215,95.162,5.49,0
48044,1,1,0.00,1,50,1006,15.60,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.266,95.162,5.49,0
48148,1,1,0.00,1,50,1008,15.58,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.482,95.162,5.49,0
48252,1,1,0.00,1,50,1006,15.33,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.215,95.162,5.49,0
48356,1,1,0.00,1,50,1001,15.39,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,32.897,95.162,5.49,0
48459,1,1,0.00,1,50,996,15.60,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,32.815,95.162,5.49,0
48564,1,1,0.00,1,50,993,15.59,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,32.815,95.162,5.49,0
48668,1,1,0.00,1,50,996,15.61,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.215,95.162,5.49,0
48772,1,1,0.00,1,50,992,15.59,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.297,95.162,5.49,0
48876,1,1,0.00,1,50,990,15.58,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.215,95.162,5.49,0
48979,1,1,0.00,1,50,987,15.61,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.297,95.162,5.49,0
49084,1,1,0.00,1,50,980,15.58,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,32.631,95.162,5.49,0
49188,1,1,0.00,1,50,975,15.59,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,32.897,95.162,5.49,0
49292,1,1,0.00,1,50,970,15.59,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,32.897,95.162,5.49,0
49397,1,1,0.00,1,50,968,15.59,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,32.815,95.162,5.49,0
49501,1,1,0.00,1,50,965,15.61,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.266,95.162,5.49,0
49607,1,1,0.00,1,50,962,15.60,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.317,95.162,5.49,0
49710,1,1,0.00,1,50,961,15.58,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.584,95.162,5.49,0
49814,1,1,0.00,1,50,963,15.60,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.749,95.162,5.49,0
49918,1,1,0.00,1,50,961,15.61,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.483,95.162,5.49,0
50022,1,1,0.00,1,50,965,15.59,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.584,95.162,5.49,0
50127,1,1,0.00,1,50,961,15.61,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.749,95.162,5.49,0
50230,1,1,0.00,1,50,966,15.60,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.850,95.162,5.49,0
50335,1,1,0.00,1,50,968,15.56,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.483,95.162,5.49,0
50439,1,1,0.00,1,50,970,15.36,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.850,95.162,5.49,0
50542,1,1,0.00,1,50,964,15.59,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.850,95.162,5.49,0
50646,1,1,0.00,1,50,970,15.58,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.799,95.162,5.49,0
50751,1,1,0.00,1,50,967,16.14,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.799,95.162,5.49,0
50855,1,1,0.00,1,50,970,15.59,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.799,95.162,5.49,0
50959,1,1,0.00,1,50,972,15.59,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.799,95.162,5.49,0
51062,1,1,0.00,1,50,973,15.60,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.799,95.162,5.49,0
51166,1,1,0.00,1,50,972,15.58,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.799,95.162,5.49,0
51270,1,1,0.00,1,50,975,15.59,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.482,95.162,5.49,0
51375,1,1,0.00,1,50,972,15.61,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.482,95.162,5.49,0
51479,1,1,0.00,1,50,974,15.57,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.266,95.162,5.49,0
51583,1,1,0.00,1,50,972,15.85,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.266,95.162,5.49,0
51688,1,1,0.00,1,50,974,15.57,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.533,95.162,5.49,0
51791,1,1,0.00,1,50,973,15.59,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.317,95.162,5.49,0
51895,1,1,0.00,1,50,968,15.61,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.317,95.162,5.49,0
51998,1,1,0.00,1,50,972,15.59,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.584,95.162,5.49,0
52103,1,1,0.00,1,50,965,15.58,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.483,95.162,5.49,0
52207,1,1,0.00,1,50,968,15.61,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.584,95.162,5.49,0
52311,1,1,0.00,1,50,964,15.59,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.483,95.162,5.49,0
52414,1,1,0.00,1,50,965,15.56,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.584,95.162,5.49,0
52518,1,1,0.00,1,50,960,16.37,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.483,95.162,5.49,0
52622,1,1,0.00,1,50,962,15.57,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.850,95.162,5.49,0
52727,1,1,0.00,1,50,964,15.59,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.584,95.162,5.49,0
52831,1,1,0.00,1,50,970,15.61,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.584,95.162,5.49,0
52934,1,1,0.00,1,50,973,15.59,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.850,95.162,5.49,0
53038,1,1,0.00,1,50,975,15.59,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.799,95.162,5.49,0
53142,1,1,0.00,1,50,971,15.61,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.799,95.162,5.49,0
53246,1,1,0.00,1,50,977,15.57,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.482,95.162,5.49,0
53350,1,1,0.00,1,50,973,15.60,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.482,95.162,5.49,0
53454,1,1,0.00,1,50,974,16.11,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.482,95.162,5.49,0
53557,1,1,0.00,1,50,975,15.58,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.482,95.162,5.49,0
53662,1,1,0.00,1,50,971,15.59,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.482,95.162,5.49,0
53766,1,1,0.00,1,50,969,15.60,0.00,0.00,2.56,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.482,95.162,5.49,0
53870,1,1,0.00,1,50,965,15.57,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.266,95.162,5.49,0
53973,1,1,0.00,1,50,970,15.61,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.533,95.162,5.49,0
54077,1,1,0.00,1,50,963,15.59,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.266,95.162,5.49,0
54181,1,1,0.00,1,50,965,15.58,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.533,95.162,5.49,0
54286,1,1,0.00,1,50,966,16.12,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.533,95.162,5.49,0
54390,1,1,0.00,1,50,964,15.60,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.533,95.162,5.49,0
54493,1,1,0.00,1,50,956,15.56,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.533,95.162,5.49,0
54597,1,1,0.00,1,50,962,15.94,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.533,95.162,5.49,0
54701,1,1,0.00,1,50,958,15.32,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.533,95.162,5.49,0
54805,1,1,0.00,1,50,961,15.59,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.533,95.162,5.49,0
54910,1,1,0.00,1,50,961,15.60,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.799,95.162,5.49,0
55012,1,1,0.00,1,50,960,15.60,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.799,95.162,5.49,0
55117,1,1,0.00,1,50,957,15.58,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.533,95.162,5.49,0
55221,1,1,0.00,1,50,963,15.62,0.00,0.00,2.30,0.0000,15.00,0,0,192,192,15.7,16.1,49,33.799,95.162,5.49,0
