Time (msec),Accelerator Pedal Angle (%),Auxiliary Spark Inhibit Word (D2WD610H diagnostic)* (raw inhibit word),Battery Voltage (V),Committed AVLS VE State (D2WD610H master)* (AVLS mode (1 low; 3 high)),Coolant Temperature (C),Crank Synchronization State (D2WD610H diagnostic)* (raw state),Engine Signal Runtime Flags (D2WD610H diagnostic)* (raw flags),Engine Signal Timeout State (D2WD610H diagnostic)* (raw state),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),Feedback Knock Correction (4-byte)* (degrees),Fine Learning Knock Correction (4-byte)* (degrees),Fuel Injector #1 Pulse Width (ms),IAM (4-byte)* (multiplier),Ignition Scheduler Mode (D2WD610H diagnostic)* (raw mode),Ignition Total Timing (degrees),Injector Inhibit Word (D2WD610H diagnostic)* (raw inhibit word),Lean Fuel Cut State (D2WD610H master)* (state (0 idle; 1 delay; 2 monitor; 3 cut)),Missed Airflow Task Activations (D2WD610H diagnostic)* (missed activations),Missed Crank Output Task Activations (D2WD610H diagnostic)* (missed activations),SD Native MAP Input (D2WD610H diagnostic)* (kPa absolute),Spark Inhibit Word (D2WD610H diagnostic)* (raw inhibit word),Throttle Opening Angle (%),Vehicle Speed (km/h)
37028,10.59,4032,12.40,1,55,1,0,0,1962,13.11,0.00,0.00,5.89,1.0000,2,19.50,0,0,0,0,74.514,0,20.78,16
37131,10.59,4032,12.48,1,55,1,0,0,2034,13.13,0.00,0.00,5.89,1.0000,2,20.00,0,0,0,0,74.514,0,20.78,17
37235,10.59,4032,12.48,1,55,1,0,0,2081,13.11,0.00,0.00,5.89,1.0000,2,21.00,0,0,0,0,73.243,0,20.39,17
37339,10.59,4032,12.48,1,55,1,0,0,2150,13.06,0.00,0.00,5.63,1.0000,2,21.00,0,0,0,0,72.925,0,20.39,18
37447,5.10,4032,12.48,1,55,1,0,0,2128,12.87,0.00,0.00,5.63,1.0000,2,21.50,0,0,0,0,70.702,0,20.39,18
37547,0.00,4032,12.48,1,55,1,0,0,2194,13.12,0.00,0.00,5.38,1.0000,2,23.00,0,0,0,0,51.958,0,12.16,19
37651,0.00,4032,12.24,1,55,1,0,0,2167,12.60,0.00,0.00,4.35,1.0000,2,25.00,1,0,0,0,36.392,0,8.24,19
37755,0.00,4032,12.48,1,55,1,0,0,1920,12.58,0.00,0.00,0.77,1.0000,2,20.00,63,0,0,0,28.767,0,7.06,19
37858,0.00,4032,12.24,1,55,1,0,0,1950,12.64,0.00,0.00,0.77,1.0000,2,24.50,63,0,0,0,23.685,0,6.67,20
37963,0.00,4032,12.40,1,55,1,0,0,1904,13.15,0.00,0.00,0.77,1.0000,2,27.00,63,0,0,0,21.779,0,6.67,20
38066,1.18,4032,12.24,1,55,1,0,0,1864,13.59,0.00,0.00,0.77,1.0000,2,27.00,42,0,0,0,21.461,0,7.06,20
38170,4.71,4032,12.48,1,55,1,0,0,1773,13.11,0.00,0.00,2.05,1.0000,2,27.50,0,0,0,0,25.908,0,8.24,20
38276,5.49,4032,12.48,1,55,1,0,0,1704,13.12,0.00,0.00,2.30,1.0000,2,28.00,0,0,0,0,37.027,0,12.16,20
38380,5.49,4032,12.48,1,55,1,0,0,1571,12.53,0.00,0.00,2.82,1.0000,2,25.50,0,0,0,0,44.969,0,12.55,20
38484,5.88,4032,12.48,1,55,1,0,0,1522,13.12,0.00,0.00,3.33,1.0000,2,22.00,0,0,0,0,50.369,0,12.16,21
38590,6.27,4032,12.48,1,55,1,0,0,1538,12.79,0.00,0.00,3.58,1.0000,2,9.50,0,0,0,0,50.687,0,12.16,21
38693,9.41,4032,12.48,1,55,1,0,0,1670,13.42,0.00,0.00,3.84,1.0000,2,8.50,0,0,0,0,55.452,0,14.12,21
38799,10.20,4032,12.48,1,55,1,0,0,1625,14.53,0.00,0.00,4.10,1.0000,2,18.50,0,0,0,0,63.712,0,16.86,21
38902,11.76,4032,12.48,1,55,1,0,0,1607,15.10,0.00,0.00,4.86,1.0000,2,24.50,0,0,0,0,69.111,0,16.86,22
39006,13.73,4032,12.48,1,55,1,0,0,1726,15.14,0.00,0.00,5.38,1.0000,2,23.50,0,0,0,0,76.100,0,20.39,22
39110,14.12,4032,12.48,1,55,1,0,0,1698,16.58,0.00,0.00,5.89,1.0000,2,21.00,0,0,0,0,78.961,0,20.78,22
39215,13.73,4032,12.48,1,55,1,0,0,1767,16.60,0.00,0.00,6.40,1.0000,2,19.50,0,0,0,0,78.643,0,20.78,23
39318,13.73,4032,12.48,1,55,1,0,0,1820,16.12,0.00,0.00,6.40,1.0000,2,19.00,0,0,0,0,78.006,0,20.78,23
39422,13.73,4032,12.48,1,55,1,0,0,1808,16.11,0.00,0.00,6.40,1.0000,2,19.00,0,0,0,0,77.371,0,20.78,24
39526,13.73,4032,12.40,1,55,1,0,0,1874,14.87,0.00,0.00,6.40,1.0000,2,19.00,0,0,0,0,77.372,0,20.78,24
39631,13.73,4032,12.48,1,55,1,0,0,1901,14.31,0.00,0.00,6.40,1.0000,2,19.00,0,0,0,0,77.691,0,20.78,25
39735,14.12,4032,12.48,1,55,1,0,0,1934,14.13,0.00,0.00,6.14,1.0000,2,19.00,0,0,0,0,77.690,0,21.57,25
39840,13.73,4032,12.48,1,55,1,0,0,1974,13.58,0.00,0.00,6.14,1.0000,2,19.50,0,0,0,0,76.737,0,21.57,26
39945,13.73,4032,12.48,1,55,1,0,0,1992,13.57,0.00,0.00,6.14,1.0000,2,19.50,0,0,0,0,77.054,0,21.57,26
40050,13.73,4032,12.48,1,55,1,0,0,2013,13.59,0.00,0.00,6.14,1.0000,2,20.00,0,0,0,0,76.419,0,21.57,26
40154,13.73,4032,12.48,1,55,1,0,0,2069,13.38,0.00,0.00,6.14,1.0000,2,20.00,0,0,0,0,77.371,0,21.57,27
40259,14.12,4032,12.40,1,55,1,0,0,2078,13.34,0.00,0.00,6.14,1.0000,2,20.00,0,0,0,0,76.737,0,21.57,27
40362,14.51,4032,12.40,1,55,1,0,0,2120,13.13,0.00,0.00,6.14,1.0000,2,20.00,0,0,0,0,77.372,0,21.57,27
40466,14.90,4032,12.16,1,55,1,0,0,2138,13.11,0.00,0.00,6.14,1.0000,2,20.00,0,0,0,0,78.961,0,22.35,28
40570,18.04,4032,12.40,1,55,1,0,0,2236,13.13,0.00,0.00,6.14,1.0000,2,19.50,0,0,0,0,82.454,0,24.31,28
40674,18.04,4032,12.48,1,55,1,0,0,2203,13.12,0.00,0.00,6.40,1.0000,2,19.00,0,0,0,0,84.996,0,26.27,29
40779,19.61,4032,12.40,1,55,1,0,0,2242,13.11,0.00,0.00,6.66,1.0000,2,18.50,0,0,0,0,86.585,0,26.67,29
40883,19.61,4032,12.24,1,55,1,0,0,2276,13.12,0.00,0.00,6.66,1.0000,2,18.50,0,0,0,0,87.856,0,27.84,30
40987,19.22,4032,12.40,1,55,1,0,0,2300,13.12,0.00,0.00,6.66,1.0000,2,18.00,0,0,0,0,87.538,0,27.84,30
41089,19.61,4032,12.40,1,55,1,0,0,2363,13.12,0.00,0.00,6.66,1.0000,2,18.00,0,0,0,0,87.220,0,27.84,30
41194,20.39,4032,12.24,1,55,1,0,0,2373,12.57,0.00,0.00,6.66,1.0000,2,18.00,0,0,0,0,87.538,0,28.63,31
41299,20.39,4032,12.56,1,55,1,0,0,2391,12.64,0.00,0.00,6.66,1.0000,2,18.00,0,0,0,0,88.491,0,29.02,31
41403,20.39,4032,12.40,1,55,1,0,0,2441,12.58,0.00,0.00,6.91,1.0000,2,18.00,0,0,0,0,87.221,0,29.02,32
41507,22.35,4032,12.40,1,55,1,0,0,2481,12.53,0.00,0.00,6.91,1.0000,2,18.00,0,0,0,0,89.126,0,30.20,32
41611,21.96,4032,12.48,1,55,1,0,0,2502,12.55,0.00,0.00,6.91,1.0000,2,18.00,0,0,0,0,89.126,0,30.59,33
41715,22.35,4032,12.48,1,55,1,0,0,2544,12.34,0.00,0.00,6.91,1.0000,2,18.50,0,0,0,0,89.126,0,31.37,33
41819,22.35,4032,12.48,1,55,1,0,0,2588,12.59,0.00,0.00,6.91,1.0000,2,18.50,0,0,0,0,88.808,0,31.37,34
41922,23.53,4032,12.48,1,55,1,0,0,2601,12.54,0.00,0.00,6.91,1.0000,2,18.50,0,0,0,0,88.492,0,31.37,34
42027,32.16,4032,12.32,1,56,1,0,0,2681,12.59,0.00,0.00,6.91,1.0000,2,18.50,0,0,0,0,94.209,0,38.43,34
42131,32.16,4032,12.24,1,56,1,0,0,2666,12.53,0.00,0.00,7.17,1.0000,2,18.00,0,0,0,0,94.843,0,41.57,35
42235,32.16,4032,12.24,1,56,1,0,0,2807,12.61,0.00,0.00,7.42,1.0000,2,18.00,0,0,0,0,95.480,0,41.57,35
42338,31.76,4032,12.48,1,56,1,0,0,2810,12.42,0.00,0.00,7.42,1.0000,2,18.00,0,0,0,0,94.528,0,41.57,36
42442,31.76,4032,12.48,1,56,1,0,0,2759,12.59,0.00,0.00,7.42,1.0000,2,18.00,0,0,0,0,95.479,0,41.18,36
42546,31.76,4032,12.56,1,56,1,0,0,2866,13.05,0.00,0.00,7.42,1.0000,2,18.00,0,0,0,0,95.480,0,41.18,37
42651,31.76,4032,12.56,1,56,1,0,0,2918,13.12,0.00,0.00,7.42,1.0000,2,18.50,0,0,0,0,94.844,0,41.18,38
42755,31.76,4032,12.56,1,56,1,0,0,2909,13.12,0.00,0.00,7.42,1.0000,2,18.50,0,0,0,0,95.162,0,41.57,38
42859,16.47,4032,12.48,1,56,1,0,0,2971,13.12,0.00,0.00,7.42,1.0000,2,18.50,0,0,0,0,93.573,0,41.57,39
42962,2.35,4032,12.48,1,56,1,0,0,2973,13.13,0.00,0.00,6.66,1.0000,2,20.00,0,0,0,0,54.499,0,14.90,39
43066,0.00,4032,12.48,1,56,1,0,0,2820,13.13,0.00,0.00,3.33,1.0000,2,22.50,1,0,0,0,30.991,0,8.63,40
43170,0.00,4032,12.48,1,56,1,0,0,2664,12.07,0.00,0.00,0.77,1.0000,2,30.50,63,0,0,0,23.367,0,8.24,40
43274,0.00,4032,12.48,1,56,1,0,0,2444,13.12,0.00,0.00,0.77,1.0000,2,32.00,63,0,0,0,21.143,0,7.84,40
43377,0.00,4032,12.48,1,56,1,0,0,2332,14.14,0.00,0.00,0.77,1.0000,2,30.50,63,0,0,0,21.461,0,9.02,41
43481,0.00,4032,12.48,1,56,1,0,0,2254,14.17,0.00,0.00,0.77,1.0000,2,28.50,42,0,0,0,20.190,0,7.84,41
43586,5.88,4032,12.32,1,56,1,0,0,2224,14.14,0.00,0.00,0.77,1.0000,2,27.50,0,0,0,0,22.414,0,8.24,41
43690,9.80,4032,12.56,1,56,1,0,0,2172,13.14,0.00,0.00,2.05,1.0000,2,29.00,0,0,0,0,41.157,0,15.69,41
43794,9.80,4032,12.64,1,56,1,0,0,2323,12.34,0.00,0.00,3.33,1.0000,2,21.00,0,0,0,0,51.005,0,16.86,41
43898,9.80,4032,12.64,1,56,1,0,0,2376,12.58,0.00,0.00,3.84,1.0000,2,30.50,0,0,0,0,54.499,0,17.25,41
44001,9.80,4032,12.56,1,56,1,0,0,2281,12.53,0.00,0.00,4.10,1.0000,2,26.50,0,0,0,0,56.405,0,17.25,41
44105,9.80,4032,12.56,1,56,1,0,0,2390,14.14,0.00,0.00,4.61,1.0000,2,22.50,0,0,0,0,55.135,0,16.86,42
44209,10.59,4032,12.48,1,56,1,0,0,2426,15.42,0.00,0.00,4.61,1.0000,2,28.00,0,0,0,0,56.088,0,16.86,42
44314,11.37,4032,12.32,1,56,1,0,0,2308,15.62,0.00,0.00,4.61,1.0000,2,27.50,0,0,0,0,58.629,0,18.04,42
44417,16.47,4032,12.48,1,56,1,0,0,2439,14.65,0.00,0.00,4.86,1.0000,2,27.00,0,0,0,0,66.888,0,20.78,42
44522,16.47,4032,12.40,1,56,1,0,0,2428,14.16,0.00,0.00,5.38,1.0000,2,24.50,0,0,0,0,76.101,0,24.31,43
44627,16.47,4032,12.32,1,56,1,0,0,2465,14.36,0.00,0.00,5.89,1.0000,2,22.50,0,0,0,0,76.737,0,24.31,43
44730,16.47,4032,12.48,1,56,1,0,0,2458,14.33,0.00,0.00,5.89,1.0000,2,21.50,0,0,0,0,77.055,0,24.71,44
44835,16.08,4032,12.16,1,56,1,0,0,2528,14.60,0.00,0.00,6.14,1.0000,2,21.00,0,0,0,0,77.372,0,24.71,44
44940,16.08,4032,12.40,1,56,1,0,0,2509,14.10,0.00,0.00,5.89,1.0000,2,21.00,0,0,0,0,76.100,0,24.31,44
45044,13.33,4032,12.40,1,56,1,0,0,2528,13.58,0.00,0.00,5.89,1.0000,2,21.50,0,0,0,0,72.289,0,23.14,45
45149,13.33,4032,12.48,1,56,1,0,0,2558,13.59,0.00,0.00,5.63,1.0000,2,22.00,0,0,0,0,69.747,0,21.57,45
45253,13.33,4032,12.56,1,56,1,0,0,2582,13.12,0.00,0.00,5.38,1.0000,2,23.00,0,0,0,0,67.842,0,21.57,45
45356,11.76,4032,12.40,1,56,1,0,0,2606,13.11,0.00,0.00,5.38,1.0000,2,23.50,0,0,0,0,66.889,0,21.57,46
45460,9.41,4032,12.48,1,56,1,0,0,2598,12.61,0.00,0.00,5.38,1.0000,2,24.00,0,0,0,0,61.170,0,19.22,46
45564,3.53,4032,12.40,1,56,1,0,0,2573,12.58,0.00,0.00,4.86,1.0000,2,26.00,0,0,0,0,48.781,0,14.90,46
45669,2.75,4032,12.48,1,56,1,0,0,2541,13.13,0.00,0.00,3.84,1.0000,2,31.00,0,0,0,0,34.803,0,10.59,47
45772,2.35,4032,12.40,1,56,1,0,0,2617,12.64,0.00,0.00,2.82,1.0000,2,35.50,0,0,0,0,28.132,0,9.80,47
45876,1.96,4032,12.32,1,56,1,0,0,2632,11.88,0.00,0.00,2.56,1.0000,2,37.50,0,0,0,0,24.002,0,9.02,47
45980,1.18,4032,12.48,1,56,1,0,0,2514,12.03,0.00,0.00,2.30,1.0000,2,38.00,1,0,0,0,22.096,0,9.02,47
46084,0.78,4032,12.48,1,56,1,0,0,2643,13.96,0.00,0.00,0.77,1.0000,2,36.00,1,0,0,0,19.555,0,8.24,46
46188,0.39,4032,12.56,1,56,1,0,0,2550,15.45,0.00,0.00,0.77,1.0000,2,34.50,3,0,0,0,18.919,0,8.24,46
46293,0.00,4032,12.32,1,56,1,0,0,2617,15.59,0.00,0.00,0.77,1.0000,2,33.50,7,0,0,0,17.013,0,7.84,46
46395,0.00,4032,12.48,1,56,1,0,0,2620,14.61,0.00,0.00,0.77,1.0000,2,31.50,15,0,0,0,16.378,0,7.45,46
46500,0.00,4032,12.48,1,56,1,0,0,2592,14.11,0.00,0.00,0.77,1.0000,2,30.00,31,0,0,0,15.743,0,7.45,46
46604,0.00,4032,12.48,1,56,1,0,0,2584,14.07,0.00,0.00,0.77,1.0000,2,28.50,31,0,0,0,15.425,0,7.45,46
46709,0.00,4032,12.40,1,56,1,0,0,2559,14.15,0.00,0.00,0.77,1.0000,2,27.00,63,0,0,0,15.425,0,7.45,46
46813,0.00,4032,12.48,1,56,1,0,0,2510,14.39,0.00,0.00,0.77,1.0000,2,25.50,63,0,0,0,15.743,0,7.45,46
46916,0.00,4032,12.48,1,56,1,0,0,2378,14.85,0.00,0.00,0.77,1.0000,2,24.50,63,0,0,0,16.378,0,7.45,45
47020,0.00,4032,12.48,1,56,1,0,0,2220,16.23,0.00,0.00,0.77,1.0000,2,23.00,63,0,0,0,18.919,0,9.02,45
47125,0.00,4032,12.48,1,56,1,0,0,1961,16.62,0.00,0.00,0.77,1.0000,2,22.00,63,0,0,0,19.237,0,7.45,45
47229,0.00,4032,12.48,1,56,1,0,0,1769,0.00,0.00,0.00,0.77,1.0000,2,20.50,63,0,0,0,19.237,0,6.67,45
47332,0.00,4032,12.24,1,56,1,0,0,1570,0.00,0.00,0.00,0.77,1.0000,2,20.00,63,0,0,0,20.508,0,6.27,44
47436,0.00,4032,12.40,1,56,1,0,0,1398,0.00,0.00,0.00,0.77,1.0000,2,10.00,0,0,0,0,21.143,0,5.88,44
47540,0.00,4032,12.64,1,56,1,0,0,1350,0.00,0.00,0.00,2.05,1.0000,2,10.00,0,0,0,0,21.779,0,5.49,44
47644,0.00,4032,12.40,1,56,1,0,0,1326,0.00,0.00,0.00,2.05,1.0000,2,19.00,0,0,0,0,21.779,0,5.10,43
47748,0.00,4032,12.64,1,57,1,0,0,1454,0.00,0.00,0.00,2.05,1.0000,2,20.00,0,0,0,0,20.508,0,5.10,43
47852,0.00,4032,12.48,1,57,1,0,0,1618,0.00,0.00,0.00,2.05,1.0000,2,20.00,0,0,0,0,19.237,0,5.10,42
47956,0.00,4032,12.48,1,57,1,0,0,1760,0.00,0.00,0.00,1.79,1.0000,2,20.00,0,0,0,0,18.602,0,5.88,41
48060,0.00,4032,12.48,1,57,1,0,0,1900,0.00,0.00,0.00,1.79,1.0000,2,20.00,0,0,0,0,17.331,0,5.88,41
48164,0.00,4032,12.48,1,57,1,0,0,2030,0.00,0.00,0.00,1.79,1.0000,2,20.00,1,0,0,0,16.378,0,6.27,40
48268,0.00,4032,12.24,1,57,1,0,0,2141,0.00,0.00,0.00,0.77,1.0000,2,20.00,1,0,0,0,15.743,0,6.67,39
48372,0.00,4032,12.48,1,57,1,0,0,2251,16.16,0.00,0.00,0.77,1.0000,2,20.00,3,0,0,0,15.425,0,6.67,39
48475,0.00,4032,12.48,1,57,1,0,0,2362,15.62,0.00,0.00,0.77,1.0000,2,20.00,3,0,0,0,15.107,0,7.06,38
48579,0.00,4032,12.48,1,57,1,0,0,2452,15.14,0.00,0.00,0.77,1.0000,2,20.00,7,0,0,0,14.472,0,7.06,38
48684,0.00,4032,12.56,1,57,1,0,0,2538,16.14,0.00,0.00,0.77,1.0000,2,20.00,15,0,0,0,14.154,0,7.06,37
48788,0.00,4032,12.48,1,57,1,0,0,2648,16.16,0.00,0.00,0.77,1.0000,2,20.00,15,0,0,0,13.837,0,7.45,36
48891,0.00,4032,12.48,1,57,1,0,0,2716,16.60,0.00,0.00,0.77,1.0000,2,20.00,31,0,0,0,13.519,0,7.84,35
48996,0.00,4032,12.56,1,57,1,0,0,2576,17.62,0.00,0.00,0.77,1.0000,2,20.00,63,0,0,0,14.790,0,7.84,35
49100,0.00,4032,12.72,1,57,1,0,0,2600,0.00,0.00,0.00,0.77,1.0000,2,20.00,63,0,0,0,14.472,0,7.84,35
49204,0.00,4032,12.64,1,57,1,0,0,2564,0.00,0.00,0.00,0.77,1.0000,2,20.00,63,0,0,0,14.472,0,7.45,34
49307,0.00,4032,12.48,1,57,1,0,0,2492,0.00,0.00,0.00,0.77,1.0000,2,20.00,63,0,0,0,14.790,0,7.45,34
49411,0.00,4032,12.56,1,57,1,0,0,2492,0.00,0.00,0.00,0.77,1.0000,2,20.00,63,0,0,0,14.790,0,7.45,33
49515,0.00,4032,12.56,1,57,1,0,0,2482,0.00,0.00,0.00,0.77,1.0000,2,20.00,63,0,0,0,14.472,0,7.06,32
49619,0.00,4032,12.40,1,57,1,0,0,2371,0.00,0.00,0.00,0.77,1.0000,2,20.00,63,0,0,0,14.472,0,7.06,32
49724,0.00,4032,12.64,1,57,1,0,0,2343,0.00,0.00,0.00,0.77,1.0000,2,20.00,63,0,0,0,14.154,0,7.06,31
49827,0.00,4032,12.72,1,57,1,0,0,2364,0.00,0.00,0.00,0.77,1.0000,2,20.00,63,0,0,0,14.154,0,7.06,31
49931,0.00,4032,12.72,1,57,1,0,0,2252,0.00,0.00,0.00,0.77,1.0000,2,20.00,63,0,0,0,14.472,0,7.06,30
50035,0.00,4032,12.64,1,57,1,0,0,2228,0.00,0.00,0.00,0.77,1.0000,2,20.00,63,0,0,0,14.472,0,7.06,30
50139,0.00,4032,12.96,1,57,1,0,0,2177,18.94,0.00,0.00,0.77,1.0000,2,20.00,63,0,0,0,14.472,0,7.06,29
50243,0.00,4032,12.96,1,57,1,0,0,2155,18.87,0.00,0.00,0.77,1.0000,2,20.00,63,0,0,0,14.472,0,6.67,29
50347,0.00,4032,12.80,1,57,1,0,0,2116,0.00,0.00,0.00,0.77,1.0000,2,20.00,63,0,0,0,14.790,0,6.67,28
50450,0.00,4032,13.04,1,57,1,0,0,2081,0.00,0.00,0.00,0.77,1.0000,2,20.00,63,0,0,0,15.107,0,6.67,28
50555,0.00,4032,13.04,1,57,1,0,0,2085,0.00,0.00,0.00,0.77,1.0000,2,20.00,63,0,0,0,15.107,0,6.67,28
50659,0.00,4032,13.20,1,57,1,0,0,2033,0.00,0.00,0.00,0.77,1.0000,2,20.00,63,0,0,0,15.107,0,6.67,27
50762,0.00,4032,13.28,1,57,1,0,0,2026,0.00,0.00,0.00,0.77,1.0000,2,20.00,63,0,0,0,15.425,0,6.67,27
50867,0.00,4032,13.36,1,57,1,0,0,1996,0.00,0.00,0.00,0.77,1.0000,2,20.00,63,0,0,0,15.107,0,6.27,27
50971,0.78,4032,13.52,1,57,1,0,0,1964,0.00,0.00,0.00,1.54,1.0000,2,20.00,42,0,0,0,15.425,0,6.27,26
51074,3.14,4032,13.84,1,57,1,0,0,2040,0.00,0.00,0.00,1.54,1.0000,2,9.00,0,0,0,0,18.284,0,8.24,26
51178,4.31,4032,14.16,1,57,1,0,0,1939,0.00,0.00,0.00,1.54,1.0000,2,22.00,0,0,0,0,24.638,0,10.20,26
51283,6.27,4032,14.16,1,57,1,0,0,1933,0.00,0.00,0.00,2.05,1.0000,2,23.50,0,0,0,0,32.897,0,11.76,26
51387,8.63,4032,14.16,1,57,1,0,0,1950,0.00,0.00,0.00,2.56,1.0000,2,20.50,0,0,0,0,41.474,0,13.33,26
51491,10.20,4032,14.16,1,57,1,0,0,1922,0.00,0.00,0.00,3.07,1.0000,2,24.50,0,0,0,0,52.593,0,16.47,26
51595,11.37,4032,14.24,1,57,1,0,0,1968,0.00,0.00,0.00,3.84,1.0000,2,24.50,0,0,0,0,59.900,0,17.65,26
51699,12.55,4032,14.16,1,57,1,0,0,1966,0.00,0.00,0.00,4.35,1.0000,2,24.50,0,0,0,0,65.300,0,18.82,26
51803,12.55,4032,14.08,1,57,1,0,0,2000,0.00,0.00,0.00,4.86,1.0000,2,25.50,0,0,0,0,68.159,0,19.61,26
51907,22.75,4032,14.00,1,57,1,0,0,2002,0.00,0.00,0.00,5.12,1.0000,2,24.00,0,0,0,0,78.960,0,21.96,26
52010,23.53,4032,13.76,1,57,1,0,0,2062,0.00,0.00,0.00,5.89,1.0000,2,20.50,0,0,0,0,87.856,0,30.59,27
52115,23.53,4032,13.60,1,57,1,0,0,2064,0.00,0.00,0.00,6.66,1.0000,2,19.00,0,0,0,0,88.492,0,31.37,27
52219,26.27,4032,13.52,1,57,1,0,0,2067,17.11,0.00,0.00,6.91,1.0000,2,18.00,0,0,0,0,89.127,0,31.37,27
52323,28.63,4032,13.52,1,57,1,0,0,2072,16.88,0.00,0.00,6.91,1.0000,2,17.50,0,0,0,0,91.986,0,36.08,28
52427,32.94,4032,13.52,1,57,1,0,0,2138,16.14,0.00,0.00,7.17,1.0000,2,17.00,0,0,0,0,93.257,0,38.82,28
52530,33.73,4032,13.44,1,57,1,0,0,2160,15.14,0.00,0.00,7.17,1.0000,2,17.00,0,0,0,0,94.528,0,41.57,28
52634,34.12,4032,13.36,1,57,1,0,0,2212,15.61,0.00,0.00,7.42,1.0000,2,17.00,0,0,0,0,95.797,0,42.35,29
52738,34.90,4032,13.44,1,57,1,0,0,2233,14.17,0.00,0.00,7.42,1.0000,2,17.00,0,0,0,0,95.480,0,42.35,29
52842,36.47,4032,13.36,1,57,1,0,0,2177,14.11,0.00,0.00,7.42,1.0000,2,16.50,0,0,0,0,96.114,0,44.71,29
52946,36.86,4032,13.36,1,57,1,0,0,2258,13.60,0.00,0.00,7.42,1.0000,2,16.50,0,0,0,0,97.069,0,45.10,30
53050,37.65,4032,13.60,1,57,1,0,0,2260,13.80,0.00,0.00,7.42,1.0000,2,16.50,0,0,0,0,97.069,0,45.88,30
53154,40.78,4032,13.84,1,57,1,0,0,2282,13.57,0.00,0.00,7.42,1.0000,2,16.50,0,0,0,0,97.385,0,46.67,30
53258,44.71,4032,14.08,1,57,1,0,0,2304,13.13,0.00,0.00,7.42,1.0000,2,16.50,0,0,0,0,98.339,0,51.37,30
53362,45.49,4032,14.08,1,57,1,0,0,2316,13.10,0.00,0.00,7.42,1.0000,2,16.50,0,0,0,0,98.974,0,54.51,30
53466,45.49,4032,13.92,1,57,1,0,0,2328,13.16,0.00,0.00,7.42,1.0000,2,16.50,0,0,0,0,98.975,0,54.51,31
53570,46.67,4032,13.92,1,57,1,0,0,2348,13.12,0.00,0.00,7.42,1.0000,2,16.50,0,0,0,0,99.927,0,55.29,31
53674,49.41,4032,14.24,1,57,1,0,0,2402,13.12,0.00,0.00,7.42,1.0000,2,16.50,0,0,0,0,99.609,0,56.47,31
53777,51.76,4032,14.24,1,57,1,0,0,2410,13.12,0.00,0.00,7.68,1.0000,2,16.50,0,0,0,0,101.198,0,60.39,31
53882,52.55,4032,14.08,1,57,1,0,0,2480,13.12,0.00,0.00,7.68,1.0000,2,17.00,0,0,0,0,100.561,0,61.57,32
53986,53.33,4032,14.16,1,57,1,0,0,2458,13.14,0.00,0.00,7.68,1.0000,2,17.00,0,0,0,0,100.881,0,62.75,32
54090,54.51,4032,14.16,1,57,1,0,0,2455,13.13,0.00,0.00,7.68,1.0000,2,17.00,0,0,0,0,101.833,0,63.14,32
54194,61.18,4032,14.16,1,57,1,0,0,2455,12.58,0.00,0.00,7.68,1.0000,2,17.00,0,0,0,0,101.515,0,65.88,33
54298,62.75,4032,14.16,1,57,1,0,0,2514,12.53,0.00,0.00,7.68,1.0000,2,17.00,0,0,0,0,102.787,0,72.55,33
54401,62.75,4032,14.16,1,57,1,0,0,2529,12.33,0.00,0.00,7.68,1.0000,2,17.00,0,0,0,0,102.468,0,73.33,33
54505,63.14,4032,14.00,1,57,1,0,0,2624,12.55,0.00,0.00,7.68,1.0000,2,17.00,0,0,0,0,102.469,0,73.73,34
54609,63.14,4032,14.00,1,57,1,0,0,2569,12.60,0.00,0.00,7.94,1.0000,2,17.00,0,0,0,0,102.467,0,73.73,34
54713,63.14,4032,14.00,1,57,1,0,0,2609,13.12,0.00,0.00,7.94,1.0000,2,17.00,0,0,0,0,102.787,0,73.73,34
54817,63.14,4032,14.16,1,57,1,0,0,2619,12.53,0.00,0.00,7.94,1.0000,2,17.00,0,0,0,0,102.786,0,73.73,34
54920,63.14,4032,14.00,1,57,1,0,0,2655,12.61,0.00,0.00,7.94,1.0000,2,17.00,0,0,0,0,102.786,0,73.73,35
55024,63.14,4032,14.08,1,57,1,0,0,2625,12.59,0.00,0.00,7.94,1.0000,2,17.00,0,0,0,0,103.104,0,73.73,35
55130,62.35,4032,14.16,1,57,1,0,0,2750,12.56,0.00,0.00,7.94,1.0000,2,17.00,0,0,0,0,103.739,0,73.73,35
55233,60.00,4032,14.08,1,57,1,0,0,2797,12.58,0.00,0.00,8.19,1.0000,2,17.00,0,0,0,0,103.739,0,73.33,36
55337,58.82,4032,14.08,1,57,1,0,0,2702,12.58,0.00,0.00,8.19,1.0000,2,17.00,0,0,0,0,103.738,0,70.20,36
55441,58.82,4032,14.16,1,57,1,0,0,2801,12.54,0.00,0.00,8.19,1.0000,2,17.00,0,0,0,0,103.739,0,69.80,36
55545,58.82,4032,14.08,1,57,1,0,0,2797,12.63,0.00,0.00,8.19,1.0000,2,17.00,0,0,0,0,104.375,0,69.80,37
55649,59.61,4032,14.00,1,57,1,0,0,2873,12.87,0.00,0.00,8.19,1.0000,2,17.00,0,0,0,0,104.374,0,70.20,37
