Time (msec),Battery Voltage (V),CL/OL Fueling* (status),Committed AVLS VE State (D2WD610H master)* (AVLS mode (1 low; 3 high)),Coolant Temperature (C),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),External Wideband Input ADC (D2WD610H master)* (ADC counts),Factory Processed MAP (4-byte)* (psi absolute),Final Fueling Base (4-byte)* (fuel-air equivalence ratio),Fuel Injector #1 Latency (4-byte)* (ms),Fuel Injector #1 Pulse Width (ms),Fuel Injector #1 Pulse Width (4-byte)* (ms),Fuel Pump Duty (%),Ignition Total Timing (degrees),Intake Air Temperature (C),Mass Airflow (g/s),Throttle Opening Angle (%),Transient Load Fuel Correction (D2WD610H diagnostic)* (raw additive factor)
103314,14.32,7,1,45,0.60,1159,15.12,31808,5.44,1.04,0.6478,2.82,2.0510,33.33,18.50,24,12.03,7.45,0.0319
103418,14.32,7,1,45,0.61,1175,14.87,31936,5.44,1.02,0.6668,2.56,2.0267,33.33,18.50,24,12.09,7.45,0.0110
103522,14.32,7,1,45,0.61,1191,15.11,33664,5.40,1.02,0.6478,2.56,2.0360,33.33,19.00,24,12.13,7.45,0.0108
103626,14.32,7,1,45,0.61,1212,15.14,36416,5.41,1.02,0.6478,2.56,2.0373,33.33,19.00,24,12.21,7.45,0.0100
103731,14.40,7,1,45,0.61,1224,15.57,36736,5.32,1.02,0.6382,2.56,2.0325,33.33,19.00,24,12.23,7.45,0.0088
103835,14.32,7,1,45,0.61,1236,15.60,36544,5.29,1.02,0.6430,2.56,2.0213,33.33,19.50,24,12.25,7.45,0.0069
103939,14.16,7,1,45,0.60,1240,15.60,36544,5.26,1.02,0.6645,2.56,2.0140,33.33,19.50,24,12.42,7.45,0.0054
104042,14.40,7,1,45,0.60,1247,15.59,36672,5.21,1.01,0.6715,2.56,1.9945,33.33,20.00,24,12.38,7.45,0.0038
104147,14.40,7,1,45,0.60,1250,15.59,36544,5.16,1.01,0.6360,2.56,1.9795,33.33,20.00,24,12.26,7.45,0.0024
104251,14.32,7,1,45,0.60,1253,15.59,36544,5.13,1.01,0.6573,2.56,1.9627,33.33,20.00,24,12.17,7.45,0.0000
104356,14.24,7,1,45,0.59,1254,15.25,34368,5.09,1.01,0.6550,2.56,1.9480,33.33,20.50,24,11.96,7.45,0.0000
104459,14.32,7,1,45,0.59,1257,15.60,36480,5.09,1.01,0.6455,2.56,1.9338,33.33,20.50,24,12.14,7.45,0.0000
104563,14.32,7,1,45,0.58,1250,15.83,38144,5.08,1.01,0.6430,2.56,1.9247,33.33,20.50,24,12.06,7.45,0.0000
104667,14.32,7,1,45,0.58,1252,14.98,33536,5.06,1.01,0.6455,2.56,1.9165,33.33,20.50,24,12.06,7.45,0.0000
104771,14.40,7,1,45,0.58,1254,15.13,33536,5.05,1.01,0.6478,2.56,1.9093,33.33,21.00,24,12.01,7.45,0.0000
104875,14.32,7,1,45,0.58,1255,14.57,30080,5.12,1.01,0.6430,2.56,1.9105,33.33,20.50,24,12.14,7.84,0.0000
104979,14.40,7,1,45,0.58,1265,14.53,30016,5.17,1.01,0.6408,2.56,1.9183,33.33,20.50,24,12.49,7.84,0.0000
105083,14.32,7,1,45,0.59,1268,14.60,29952,5.23,1.01,0.6550,2.56,1.9395,33.33,20.50,24,12.72,7.84,0.0000
105187,14.40,7,1,45,0.59,1273,14.57,30080,5.26,1.01,0.6525,2.56,1.9630,33.33,20.50,24,12.99,7.84,0.0036
105291,14.40,7,1,45,0.59,1282,14.59,32128,5.28,1.02,0.6455,2.56,1.9778,33.33,20.50,24,12.90,7.84,0.0051
105396,14.16,7,1,45,0.60,1297,15.10,33472,5.26,1.02,0.6668,2.56,1.9965,33.33,20.50,24,13.15,7.84,0.0055
105501,14.32,7,1,45,0.60,1305,14.76,31872,5.26,1.02,0.6430,2.56,2.0053,33.33,20.50,24,13.10,7.84,0.0058
105605,14.40,7,1,45,0.61,1307,14.93,36480,5.24,1.02,0.6455,2.56,2.0070,33.33,20.50,24,13.28,7.84,0.0053
105708,14.40,7,1,45,0.61,1317,15.58,36736,5.23,1.02,0.6550,2.56,2.0097,33.33,20.50,24,13.32,7.84,0.0050
105813,14.40,7,1,45,0.61,1326,15.58,36672,5.21,1.02,0.6382,2.56,2.0085,33.33,20.50,24,13.22,7.84,0.0045
105916,14.16,7,1,45,0.60,1324,15.61,36544,5.19,1.01,0.6502,2.56,2.0013,33.33,20.50,24,13.36,7.84,0.0036
106021,14.32,7,1,45,0.60,1324,15.57,36800,5.15,1.01,0.6430,2.56,1.9948,33.33,20.50,24,13.18,7.84,0.0027
106124,14.32,7,1,45,0.60,1333,15.60,36480,5.14,1.01,0.6645,2.56,1.9915,33.33,21.00,24,13.21,7.84,0.0000
106228,14.32,7,1,45,0.60,1328,15.59,36544,5.09,1.01,0.6478,2.56,1.9725,33.33,21.00,24,13.06,7.84,0.0000
106333,14.32,7,1,45,0.60,1329,15.14,33600,5.08,1.01,0.6550,2.56,1.9623,33.33,21.00,24,12.99,8.24,0.0000
106437,14.32,7,1,45,0.59,1331,15.60,36480,5.16,1.01,0.6455,2.56,1.9620,33.33,21.00,24,13.65,8.63,0.0000
106542,14.32,7,1,45,0.60,1349,15.34,35200,5.33,1.06,0.6668,2.82,2.0745,33.33,20.50,24,14.37,9.02,0.0451
106645,14.32,7,1,45,0.62,1364,15.35,33472,5.60,1.07,0.6455,2.82,2.1865,33.33,20.00,24,15.32,9.02,0.0625
106750,14.40,7,1,45,0.64,1398,15.13,33344,5.68,1.07,0.6573,2.82,2.2508,33.33,19.50,24,15.72,9.02,0.0567
106853,14.32,7,1,45,0.66,1421,15.10,33664,5.70,1.05,0.6382,2.82,2.2853,33.33,19.50,24,16.08,9.02,0.0434
106957,14.32,7,1,45,0.66,1439,15.12,33472,5.64,1.03,0.6382,2.82,2.2320,33.33,19.50,24,16.03,8.63,0.0155
107061,14.16,7,1,45,0.67,1455,15.13,33472,5.50,1.02,0.6645,2.82,2.2262,33.33,20.00,24,16.03,8.63,0.0134
107164,14.32,7,1,45,0.66,1408,15.57,36672,5.43,1.02,0.6502,2.82,2.2083,33.33,20.00,24,15.75,8.63,0.0105
107269,14.40,7,1,45,0.66,1472,15.60,36544,5.35,1.02,0.6502,2.82,2.1793,33.33,20.50,24,15.59,8.63,0.0078
107372,14.24,7,1,45,0.65,1488,15.58,36672,5.27,1.02,0.6430,2.82,2.1467,33.33,21.00,24,15.43,8.63,0.0048
107477,14.32,7,1,45,0.64,1484,15.57,36544,5.21,1.01,0.6455,2.82,2.1190,33.33,21.50,24,15.66,8.63,0.0022
107582,14.40,7,1,45,0.63,1492,15.60,31808,5.16,1.01,0.6408,2.82,2.0895,33.33,21.50,24,15.26,8.63,0.0000
107686,14.16,7,1,45,0.63,1489,14.86,32768,5.13,1.01,0.6408,2.82,2.0642,33.33,22.00,24,15.13,8.63,0.0000
107789,14.24,7,1,45,0.62,1490,15.13,30016,5.09,1.01,0.6598,2.82,2.0445,33.33,22.00,24,15.11,8.63,0.0000
107894,14.32,7,1,45,0.61,1493,14.64,30016,5.05,1.01,0.6668,2.56,2.0253,33.33,22.50,24,14.78,8.63,-0.0009
107997,14.40,7,1,45,0.61,1487,14.56,30080,5.05,1.01,0.6693,2.56,2.0135,33.33,22.50,24,15.32,9.80,0.0000
108101,14.40,7,1,45,0.62,1506,14.54,29952,5.34,1.05,0.6550,2.82,2.1018,33.33,22.00,24,16.67,10.20,0.0357
108205,14.32,7,1,45,0.64,1519,14.59,30144,5.61,1.08,0.6620,2.82,2.2490,33.33,21.00,24,17.83,10.20,0.0665
108309,14.24,7,1,45,0.66,1551,14.57,30144,5.77,1.08,0.6620,3.07,2.3630,33.33,20.50,24,18.70,10.20,0.0683
108413,14.32,7,1,45,0.69,1594,14.61,29952,5.83,1.07,0.6525,3.07,2.4170,33.33,20.00,24,19.11,10.20,0.0570
108517,14.40,7,1,45,0.70,1624,15.12,33600,5.80,1.03,0.6525,3.07,2.4038,33.33,20.00,24,19.20,9.80,0.0171
108621,14.24,7,1,45,0.71,1638,15.11,35136,5.66,1.03,0.6455,3.07,2.3825,33.33,20.50,24,18.79,9.80,0.0147
108725,14.40,7,1,45,0.70,1659,15.60,36416,5.53,1.00,0.6430,2.82,2.2908,33.33,21.00,24,18.59,9.80,-0.0054
108829,14.32,7,1,45,0.68,1676,15.82,36800,5.42,1.00,0.6668,2.82,2.2342,33.33,21.50,24,18.29,9.80,-0.0167
108933,14.08,7,1,45,0.67,1683,15.57,36608,5.35,0.99,0.6382,2.82,2.1745,33.33,22.50,24,17.99,9.80,-0.0216
109038,14.24,7,1,45,0.66,1692,15.60,35712,5.27,0.99,0.6525,2.82,2.1168,33.33,23.00,24,17.47,9.80,-0.0206
109141,14.32,7,1,45,0.65,1696,15.11,33664,5.21,1.01,0.6715,2.82,2.0950,33.33,23.50,24,17.70,9.80,-0.0201
109246,14.40,7,1,45,0.63,1710,15.14,30208,5.27,1.01,0.6455,2.82,2.0978,33.33,23.50,24,18.43,10.98,-0.0008
109349,14.40,7,1,45,0.64,1732,14.58,30080,5.60,1.05,0.6550,2.82,2.2160,33.33,23.00,24,19.48,10.98,0.0355
109454,14.40,7,1,45,0.66,1767,14.58,33408,5.73,1.04,0.6455,2.82,2.2535,33.33,23.00,24,20.02,11.37,0.0294
109558,14.32,7,1,45,0.67,1795,15.14,30016,5.78,1.02,0.6430,2.82,2.2902,33.33,23.00,24,20.65,11.37,0.0272
109662,14.24,7,1,45,0.68,1829,14.54,36544,5.82,1.02,0.6620,2.82,2.2658,33.33,23.00,24,20.78,11.37,0.0063
109765,14.24,7,1,45,0.68,1862,15.23,35008,5.80,1.02,0.6478,2.82,2.2610,33.33,23.50,24,20.89,11.76,0.0052
109870,14.40,7,1,45,0.68,1911,15.60,40064,5.87,1.02,0.6573,2.82,2.2535,33.33,24.00,24,21.25,12.16,0.0041
109973,14.40,7,1,45,0.68,1936,16.10,40192,5.88,1.02,0.6573,2.82,2.2480,33.33,24.00,24,21.84,12.55,0.0032
110077,14.32,7,1,45,0.68,1969,16.03,40064,5.98,1.02,0.6455,2.82,2.2505,33.33,24.50,24,22.35,12.55,0.0028
110181,14.32,7,1,45,0.68,2014,16.14,40128,6.13,1.02,0.6455,2.82,2.2660,33.33,24.50,24,22.92,12.94,0.0031
110285,14.40,7,1,45,0.68,2054,16.57,43136,6.17,1.02,0.6455,2.82,2.2568,33.33,25.50,24,23.73,13.73,0.0029
110388,14.32,7,1,45,0.68,2104,16.60,43008,6.35,1.02,0.6693,3.07,2.2960,33.33,26.00,24,24.96,14.12,0.0034
110493,14.32,7,1,45,0.70,2171,17.12,46720,6.65,1.04,0.6455,3.07,2.4000,33.33,26.50,24,26.44,14.90,0.0324
110597,14.32,7,1,45,0.72,2238,16.57,43200,6.86,1.05,0.6408,3.07,2.4665,33.33,27.00,24,28.03,16.08,0.0366
110700,14.32,7,1,45,0.74,2250,17.14,46784,7.29,1.05,0.6620,3.33,2.5705,33.33,27.50,24,29.49,16.08,0.0387
110805,14.24,7,1,45,0.76,2314,18.12,53312,7.29,0.94,0.6382,3.07,2.5180,33.33,30.00,24,23.56,6.27,-0.0261
110908,14.32,7,1,45,0.67,2326,18.57,56320,4.45,0.75,0.6455,2.05,1.5805,33.33,15.00,24,12.50,4.31,-0.2481
111013,14.40,7,1,45,0.49,2114,18.59,56192,2.89,0.70,0.6573,0.77,0.0000,33.33,15.00,24,7.61,4.31,-0.3187
111116,14.32,7,1,45,0.34,2020,18.58,47360,2.13,0.76,0.6382,0.77,0.0000,33.33,15.00,24,5.76,7.06,-0.2647
111221,14.32,7,1,45,0.27,1878,16.60,37184,2.29,0.92,0.6430,1.28,0.0000,33.33,15.00,24,6.37,3.92,-0.1058
111325,14.40,7,1,45,0.23,1696,15.58,30400,2.07,0.93,0.6715,1.28,0.6837,33.33,15.00,24,5.72,5.49,-0.0869
111428,14.32,7,1,45,0.22,1536,14.57,27008,2.26,1.00,0.6668,1.28,0.7198,33.33,15.00,24,5.92,5.49,-0.0013
111533,14.32,7,1,45,0.22,1463,14.18,26816,2.51,1.00,0.6502,1.28,0.7345,33.33,15.00,24,5.67,4.71,0.0000
111636,14.32,7,1,45,0.23,1294,14.10,30144,2.63,1.00,0.6478,1.28,0.7522,33.33,15.00,24,5.24,4.71,0.0000
111740,14.40,7,1,45,0.23,1160,14.54,33408,2.67,1.00,0.6382,1.54,0.7650,33.33,15.00,24,4.72,4.71,0.0000
111845,14.40,7,1,46,0.24,1072,14.90,31744,2.83,1.01,0.6360,1.54,0.7680,33.33,15.00,24,4.31,4.71,0.0000
111948,14.40,7,1,46,0.24,1020,14.85,33536,3.01,1.01,0.6620,1.54,0.7820,33.33,15.00,24,4.07,4.71,0.0038
112052,14.32,7,1,46,0.24,889,14.85,29888,3.27,1.07,0.6715,1.54,0.8455,33.33,15.00,24,4.15,4.71,0.0579
112156,14.40,7,1,46,0.25,811,14.60,30080,3.47,1.13,0.6288,1.54,0.9110,33.33,15.00,24,4.37,5.49,0.1114
112260,14.32,7,1,46,0.27,821,14.18,27008,3.75,1.23,0.6335,1.79,1.0170,33.33,15.00,24,5.20,6.27,0.1879
112364,14.40,7,1,46,0.30,727,14.15,26816,4.34,1.36,0.6693,2.05,1.3085,33.33,15.00,24,6.39,6.27,0.3530
112468,14.32,7,1,46,0.34,704,14.11,26944,4.91,1.43,0.6763,2.30,1.6513,33.33,15.00,24,7.11,6.27,0.4284
112572,14.48,7,1,46,0.40,702,14.09,27008,5.43,1.44,0.6620,2.56,1.9333,33.33,15.00,24,7.63,6.27,0.4331
112675,14.48,7,1,46,0.45,709,14.13,28416,5.73,1.41,0.6478,2.82,2.1215,33.33,15.00,24,8.07,5.88,0.4137
112780,14.32,7,1,46,0.50,734,14.35,28608,5.91,1.36,0.6288,3.07,2.2643,33.33,15.00,24,8.51,5.88,0.3557
112886,14.24,7,1,46,0.54,766,14.11,27392,6.00,1.32,0.6192,3.07,2.3770,33.33,15.00,24,8.96,5.88,0.3122
112990,14.32,7,1,46,0.57,796,14.64,33536,6.08,1.29,0.6455,3.07,2.4533,33.33,15.00,24,9.49,5.88,0.2808
113095,14.48,7,1,46,0.61,846,14.98,36160,6.15,1.25,0.6455,3.07,2.5125,33.33,15.00,24,9.98,5.88,0.2442
113198,14.40,7,1,46,0.63,884,15.60,36480,6.14,1.21,0.6455,3.07,2.5583,33.33,15.00,24,10.44,5.88,0.2156
113303,14.32,7,1,46,0.65,927,15.59,43072,6.09,1.17,0.6335,3.07,2.5390,33.33,15.00,24,10.65,5.49,0.1734
113406,14.40,7,1,46,0.66,960,16.58,48320,5.95,1.12,0.6502,3.07,2.4952,33.33,15.00,24,10.63,5.49,0.1313
113510,14.40,7,1,46,0.67,976,17.14,46656,5.71,1.11,0.6382,3.07,2.4080,33.33,15.00,24,10.49,5.49,0.1015
113613,14.40,7,1,46,0.66,990,17.12,43264,5.54,1.08,0.6455,2.82,2.3065,33.33,15.00,24,10.15,5.49,0.0683
113718,14.24,7,1,46,0.65,989,16.48,43264,5.35,1.06,0.6382,2.82,2.2300,33.33,15.00,24,9.89,5.88,0.0509
113821,14.40,7,1,46,0.63,983,16.60,43136,5.27,1.05,0.6430,2.82,2.1700,33.33,15.00,24,9.80,5.88,0.0419
113926,14.32,7,1,46,0.62,980,16.25,38784,5.21,1.05,0.6430,2.82,2.1233,33.33,15.00,24,9.62,5.88,0.0366
114030,14.32,7,1,46,0.61,970,15.38,34944,5.21,1.04,0.6382,2.82,2.0863,33.33,15.00,24,9.56,5.88,0.0330
114134,14.32,7,1,46,0.61,967,15.60,36608,5.20,1.04,0.6715,2.82,2.0627,33.33,15.00,24,9.44,5.88,0.0304
114237,14.32,7,1,46,0.60,1022,15.12,33600,5.19,1.05,0.6382,2.82,2.0633,33.33,15.00,24,9.44,5.88,0.0406
114342,14.32,7,1,46,0.60,952,14.60,29888,5.20,1.05,0.6598,2.56,2.0435,33.33,15.00,24,9.29,5.88,0.0366
114446,14.32,7,1,46,0.60,941,14.11,27072,5.21,1.04,0.6335,2.56,2.0278,33.33,15.00,24,9.27,5.88,0.0333
114549,14.40,7,1,46,0.59,944,14.11,26944,5.27,1.04,0.6620,2.56,2.0227,33.33,15.00,24,9.44,5.88,0.0314
114654,14.40,7,1,46,0.60,942,14.18,26880,5.32,1.04,0.6335,2.56,2.0242,33.33,15.00,24,9.53,5.88,0.0297
114757,14.24,7,1,46,0.60,942,14.11,27200,5.36,1.04,0.6382,2.56,2.0347,33.33,15.00,24,9.65,6.27,0.0288
114861,14.32,7,1,46,0.60,951,14.31,28480,5.40,1.04,0.6502,2.56,2.0450,33.33,15.00,24,9.67,6.27,0.0281
114965,14.24,7,1,46,0.61,952,14.14,27008,5.42,1.04,0.6335,2.82,2.0545,33.33,15.00,24,9.74,6.27,0.0271
115069,14.40,7,1,46,0.61,962,14.10,27008,5.38,1.04,0.6360,2.82,2.0633,33.33,15.00,24,9.91,5.88,0.0262
115172,14.32,7,1,46,0.61,970,14.07,26880,5.43,1.03,0.6335,2.82,2.0697,33.33,15.00,24,9.98,6.27,0.0252
115277,14.40,7,1,46,0.61,979,14.10,26944,5.38,1.03,0.6525,2.82,2.0705,33.33,15.00,24,9.96,5.88,0.0237
115380,14.32,7,1,46,0.61,982,14.10,30080,5.41,1.03,0.6430,2.82,2.0665,33.33,15.00,24,9.93,5.88,0.0218
115485,14.40,7,1,46,0.61,990,14.60,29952,5.35,1.03,0.6408,2.82,2.0573,33.33,15.00,24,9.91,5.88,0.0196
115588,14.40,7,1,46,0.61,997,14.63,30080,5.32,1.03,0.6550,2.82,2.0442,33.33,15.00,24,10.03,5.88,0.0167
115693,14.32,7,1,46,0.61,990,14.53,29952,5.29,1.02,0.6360,2.56,2.0393,33.33,15.00,24,9.92,5.88,0.0148
115796,14.40,7,1,46,0.60,990,14.63,29952,5.27,1.02,0.6382,2.56,2.0165,33.33,15.00,24,9.81,5.88,0.0126
115901,14.40,7,1,46,0.60,993,14.57,30208,5.24,1.02,0.6360,2.56,2.0042,33.33,15.00,24,9.82,5.88,0.0107
116004,14.32,7,1,46,0.60,992,14.54,29760,5.23,1.02,0.6620,2.56,1.9948,33.33,15.00,24,9.78,5.88,0.0092
116108,14.32,7,1,46,0.60,982,14.35,28480,5.22,1.02,0.6408,2.56,1.9850,33.33,15.00,24,9.62,5.88,0.0078
116213,14.32,7,1,46,0.60,980,14.33,30144,5.21,1.02,0.6382,2.56,1.9752,33.33,15.00,24,9.76,5.88,0.0064
116317,14.32,7,1,46,0.59,980,14.59,29888,5.22,1.01,0.6430,2.56,1.9680,33.33,15.00,24,9.58,5.88,0.0052
116420,14.32,7,1,46,0.59,972,14.58,30144,5.23,1.01,0.6430,2.56,1.9638,33.33,15.00,24,9.67,5.88,0.0045
116524,14.32,7,1,46,0.59,972,14.56,30016,5.26,1.01,0.6408,2.56,1.9635,33.33,15.00,24,9.64,5.88,0.0042
116628,14.32,7,1,46,0.59,968,14.59,29952,5.24,1.01,0.6382,2.56,1.9635,33.33,15.00,24,9.65,5.88,0.0041
116732,14.32,7,1,46,0.59,898,14.09,27008,5.27,1.01,0.6408,2.56,1.9658,33.33,15.00,24,9.58,5.88,0.0041
116836,14.32,7,1,46,0.59,960,14.12,28544,5.28,1.01,0.6360,2.56,1.9712,33.33,15.00,24,9.65,5.88,0.0043
116940,14.32,7,1,46,0.60,966,14.59,29952,5.29,1.01,0.6598,2.56,1.9683,33.33,15.00,24,9.64,5.88,0.0045
117044,14.32,7,1,46,0.60,970,14.56,27264,5.29,1.01,0.6408,2.56,1.9785,33.33,15.00,24,9.70,5.88,0.0045
117147,14.32,7,1,46,0.60,972,14.07,29824,5.29,1.01,0.6740,2.56,1.9812,33.33,15.00,24,9.73,5.88,0.0044
117252,14.32,7,1,46,0.60,976,14.58,30080,5.30,1.01,0.6408,2.56,1.9830,33.33,15.00,24,9.75,5.88,0.0044
117356,14.32,7,1,46,0.60,975,14.57,30016,5.29,1.01,0.6525,2.56,1.9843,33.33,15.00,24,9.71,5.88,0.0042
117461,14.32,7,1,46,0.60,972,14.61,30016,5.30,1.01,0.6408,2.56,1.9852,33.33,15.00,24,9.77,5.88,0.0040
117564,14.32,7,1,46,0.60,982,14.56,30016,5.26,1.01,0.6502,2.56,1.9843,33.33,16.50,24,9.57,4.31,0.0037
117669,14.32,7,1,46,0.59,969,14.53,30016,5.02,0.97,0.6502,2.56,1.8850,33.33,16.50,24,8.54,4.31,-0.0306
117772,14.40,7,1,46,0.57,941,14.59,29888,4.69,0.95,0.6645,2.30,1.7748,33.33,17.00,24,7.78,4.31,-0.0571
117877,14.16,7,1,46,0.55,901,14.56,30208,4.56,0.94,0.6335,2.30,1.6780,33.33,16.50,24,7.19,4.31,-0.0707
117980,14.40,7,1,46,0.53,861,14.59,29888,4.49,0.94,0.6763,2.30,1.6300,33.33,16.00,24,6.66,4.31,-0.0682
118084,14.32,7,1,46,0.52,823,15.11,33536,4.47,0.95,0.6787,2.30,1.5850,33.33,15.50,24,6.37,4.31,-0.0609
118188,14.24,7,1,46,0.50,788,14.55,28544,4.47,0.96,0.6810,2.30,1.5637,33.33,15.00,24,6.21,4.31,-0.0521
118292,14.24,7,1,46,0.50,747,14.35,28352,4.53,0.98,0.6598,2.30,1.5742,33.33,14.50,24,5.98,4.31,-0.0326
118396,14.32,7,1,46,0.49,708,14.09,27072,4.60,1.00,0.6880,2.30,1.6100,33.33,14.50,24,5.92,4.31,-0.0074
118500,14.32,7,1,46,0.49,680,14.12,26944,4.68,1.00,0.6408,2.30,1.6168,33.33,14.50,24,5.97,4.31,-0.0045
118605,14.08,7,1,46,0.50,700,14.18,26944,4.84,1.07,0.6382,2.30,1.7375,33.33,14.50,24,5.92,4.31,0.0501
118708,14.24,7,1,46,0.51,611,14.10,27072,4.98,1.08,0.6645,2.56,1.7963,33.33,14.00,24,5.94,4.31,0.0755
118811,14.00,7,1,46,0.52,578,14.12,27008,5.15,1.11,0.6550,2.56,1.8900,33.33,14.00,24,5.88,4.31,0.1009
118916,14.16,7,1,46,0.54,556,14.07,26944,5.35,1.12,0.6810,2.56,1.9690,33.33,14.00,24,5.86,4.31,0.1154
119020,13.68,7,1,46,0.56,541,14.11,28352,5.58,1.15,0.6880,2.82,2.0685,33.33,13.50,24,5.94,4.31,0.1305
119124,13.92,7,1,46,0.57,540,14.30,28480,5.78,1.16,0.6973,2.82,2.1720,33.33,13.50,24,6.15,4.31,0.1476
119227,13.76,7,1,46,0.59,532,14.17,26880,5.95,1.17,0.7365,3.07,2.2675,33.33,13.50,24,6.22,4.31,0.1571
119332,13.76,7,1,46,0.61,542,14.09,27008,6.07,1.17,0.6927,3.07,2.3315,33.33,13.50,24,6.58,4.31,0.1585
119436,13.92,7,1,46,0.63,545,14.15,26880,6.23,1.17,0.7343,3.07,2.4060,33.33,13.50,24,6.75,4.31,0.1619
119539,13.68,7,1,46,0.65,560,14.09,27264,6.36,1.17,0.6693,3.33,2.4863,33.33,13.50,24,7.04,4.31,0.1629
119644,14.16,7,1,46,0.67,565,14.12,26944,6.44,1.16,0.6973,3.33,2.5480,33.33,13.50,24,7.21,4.31,0.1566
119747,14.08,7,1,46,0.68,583,14.14,27136,6.51,1.15,0.6455,3.33,2.5910,33.33,13.50,24,7.38,4.31,0.1473
119851,14.24,7,1,46,0.70,598,14.10,27072,6.52,1.15,0.6857,3.33,2.6258,33.33,13.50,24,7.65,4.31,0.1374
119956,14.08,7,1,46,0.71,620,14.07,27008,6.52,1.13,0.6192,3.33,2.6445,33.33,13.50,24,7.87,4.31,0.1203
120059,14.40,7,1,46,0.72,643,14.13,26944,6.48,1.12,0.6740,3.33,2.6353,33.33,13.50,24,8.09,4.31,0.1041
120163,14.40,7,1,46,0.72,675,14.08,27072,6.37,1.09,0.6598,3.33,2.6140,33.33,13.00,24,8.23,4.31,0.0880
120267,14.48,7,1,46,0.73,691,14.58,29760,6.26,1.08,0.6265,3.33,2.5750,33.33,13.00,24,8.24,4.31,0.0639
120371,14.24,7,1,46,0.73,715,14.32,28608,6.11,1.06,0.6265,3.07,2.5385,33.33,13.50,24,8.36,4.31,0.0447
120475,14.24,7,1,46,0.72,732,14.30,30144,5.98,1.04,0.6335,3.07,2.4550,33.33,13.50,24,8.42,4.31,0.0340
120579,14.16,7,1,46,0.71,743,14.60,30016,5.85,1.03,0.6335,3.07,2.3990,33.33,13.50,24,8.32,4.31,0.0224
120682,14.32,7,1,46,0.70,752,14.58,29184,5.75,1.02,0.6265,3.07,2.3470,33.33,13.50,24,8.20,4.31,0.0086
120787,14.40,7,1,46,0.69,754,14.08,26880,5.61,1.01,0.6312,2.82,2.2850,33.33,13.50,24,7.98,4.31,-0.0012
120891,14.32,7,1,46,0.68,752,14.07,26880,5.51,1.00,0.6265,2.82,2.2190,33.33,13.50,24,7.76,4.31,-0.0114
120994,14.32,7,1,46,0.67,750,14.11,26944,5.44,0.99,0.6408,2.82,2.1663,33.33,13.50,24,7.66,4.31,-0.0166
121099,14.24,7,1,46,0.66,739,14.07,26816,5.37,0.99,0.6478,2.82,2.1160,33.33,13.50,24,7.47,4.31,-0.0201
121202,14.24,7,1,46,0.65,727,14.35,28672,5.34,0.99,0.6835,2.82,2.0817,33.33,13.50,24,7.36,4.31,-0.0195
121307,14.32,7,1,46,0.64,713,14.34,27008,5.32,0.99,0.6903,2.56,2.0478,33.33,13.50,24,7.15,4.31,-0.0217
121410,14.40,7,1,46,0.63,692,14.12,26816,5.32,0.99,0.6408,2.82,2.0380,33.33,15.00,24,6.92,4.31,-0.0190
121515,14.16,7,1,46,0.62,678,14.09,27200,5.32,1.00,0.6335,2.82,2.0230,33.33,15.00,24,6.88,4.31,-0.0158
121618,14.32,7,1,46,0.62,669,14.07,26688,5.31,1.00,0.6740,2.56,2.0112,33.33,15.00,24,6.70,4.31,-0.0136
121723,14.24,7,1,46,0.61,646,14.11,26944,5.32,1.01,0.6740,2.56,2.0288,33.33,15.00,24,6.57,5.10,0.0000
121826,14.24,7,1,46,0.62,631,14.10,27072,5.44,1.03,0.6408,2.82,2.0325,33.33,15.00,24,7.05,5.49,0.0239
121930,14.24,7,1,46,0.63,628,14.13,26752,5.83,1.08,0.6620,2.82,2.2190,33.33,15.00,24,7.28,5.10,0.0684
122035,14.32,7,1,46,0.64,645,13.56,23616,6.06,1.09,0.6950,3.07,2.2927,33.33,15.00,24,7.63,5.10,0.0811
122139,14.16,7,1,46,0.66,658,14.11,27072,6.18,1.10,0.6360,3.07,2.3515,33.33,15.00,24,7.98,5.10,0.0872
122242,14.08,7,1,46,0.67,688,13.65,23488,6.26,1.09,0.6265,3.07,2.3995,33.33,15.00,24,8.34,5.10,0.0817
122347,14.32,7,1,46,0.68,714,13.59,23424,6.29,1.09,0.6880,3.07,2.4443,33.33,15.00,24,8.74,5.49,0.0785
122450,14.24,7,1,46,0.69,747,13.54,21760,6.29,1.08,0.6763,3.07,2.4540,33.33,15.00,24,9.07,5.49,0.0672
122555,14.24,7,1,46,0.70,786,13.34,22208,6.25,1.06,0.6740,3.07,2.4457,33.33,15.00,24,9.46,5.49,0.0507
122658,14.24,7,1,46,0.71,818,13.57,25344,6.15,1.04,0.6312,3.07,2.3998,33.33,15.00,24,9.66,5.49,0.0287
122763,14.24,7,1,46,0.71,853,14.08,26880,6.09,1.04,0.6265,3.07,2.3942,33.33,15.00,24,9.84,5.49,0.0264
122868,14.32,7,1,46,0.70,881,14.16,27008,5.93,1.02,0.6360,3.07,2.3730,33.33,15.00,24,9.93,5.10,0.0090
122970,14.32,7,1,46,0.70,910,14.09,26880,5.75,1.00,0.6525,2.82,2.2620,33.33,15.00,24,9.82,5.10,-0.0112
